act,scene,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
4,3,#Westmoreland_1H4,84,11,570,80
5,1,#Bardolph_1H4,7,1,451,63
5,1,#Davy_2H4,199,25,347,47
5,1,#Falstaff_1H4,256,30,690,91
5,1,#Shallow_2H4,228,35,456,65
5,2,#Bedford_H5,53,7,1041,133
5,2,#ChiefJustice_2H4,389,50,1143,147
5,2,#Clarence_2H4,26,4,1041,133
5,2,#Gloucester_2H4,37,5,1041,133
5,2,#HenryV_H5,557,71,822,105
5,2,#Warwick_2H4,98,13,1143,147
5,3,#Bardolph_1H4,30,5,961,144
5,3,#Davy_2H4,77,11,861,125
5,3,#Falstaff_1H4,235,34,961,144
5,3,#Pistol_2H4,196,28,430,62
5,3,#Shallow_2H4,248,36,961,144
5,3,#Silence_2H4,175,30,961,144
5,4,#BEADLES.0.1_2H4,72,10,209,29
5,4,#DollTearsheet_2H4,88,12,235,32
5,4,#MistressQuickly_1H4,75,10,235,32
5,5,#Bedford_H5,83,11,127,19
5,5,#ChiefJustice_2H4,43,8,398,54
5,5,#Falstaff_1H4,272,34,709,93
5,5,#GROOMS.1_2H4,16,3,21,4
5,5,#GROOMS.2_2H4,5,1,21,4
5,5,#HenryV_H5,225,28,271,35
5,5,#Pistol_2H4,98,13,709,93
5,5,#Shallow_2H4,77,12,709,93
6,0,#Epilogue_2H4,331,36,331,36
2,1,#Bardolph_1H4,0,0,1000,130
2,1,#OFFICERS_2H4,0,0,1064,141
2,4,#MUSICIANS_2H4,0,0,1171,163
3,1,#Blunt_2H4,0,0,587,81
3,1,#SERVANTS.HENRY_2H4,0,0,26,3
3,1,#Surrey_2H4,0,0,587,81
3,2,#Man_2H4,0,0,1824,253
4,1,#LordBardolph_2H4,0,0,2741,380
4,1,#SOLDIERS.HENRY_2H4,0,0,989,142
4,1,#SOLDIERS.REBEL_2H4,0,0,2741,380
4,2,#Blunt_2H4,0,0,428,53
4,2,#SOLDIERS.HENRY_2H4,0,0,514,65
4,3,#ATTENDANTS_2H4,0,0,1641,229
5,1,#SERVANTS.FALSTAFF.1_2H4,0,0,451,63
5,2,#Blunt_2H4,0,0,822,105
5,3,#SERVANTS.FALSTAFF.1_2H4,0,0,961,144
5,4,#BEADLES_2H4,0,0,235,32
5,5,#ATTENDANTS_2H4,0,0,271,35
5,5,#Bardolph_1H4,0,0,709,93
5,5,#OFFICERS_2H4,0,0,38,6
5,5,#SERVANTS.FALSTAFF.1_2H4,0,0,709,93
