act,scene,stagegroup,n_tokens,n_lines,onstage
4,3,88,99,11,#ATTENDANTS.0.2_Cym #Pisanio_Cym
4,4,89,456,65,#Arviragus_Cym #Belarius_Cym #Guiderius_Cym
5,1,90,274,33,#Posthumus_Cym
5,2,91,83,10,#Iachimo_Cym
5,2,92,26,4,#Arviragus_Cym #Belarius_Cym #Cymbeline_Cym #Guiderius_Cym #SOLDIERS.BRITON_Cym #SOLDIERS.ROMAN_Cym
5,2,93,36,6,#Iachimo_Cym #Imogen_Cym #Lucius_Cym #SOLDIERS.ROMAN_Cym
5,3,94,532,71,#ATTENDANTS.3_Cym #Posthumus_Cym
5,3,95,183,21,#Posthumus_Cym
5,3,96,17,2,#Posthumus_Cym #SOLDIERS.BRITON.0.1_Cym #SOLDIERS.BRITON_Cym
5,3,97,78,12,#Posthumus_Cym #SOLDIERS.BRITON.0.1_Cym #SOLDIERS.BRITON.0.2_Cym #SOLDIERS.BRITON_Cym
5,4,98,21,3,#JAILERS.1_Cym #JAILERS.2_Cym #Posthumus_Cym
5,4,99,224,28,#Posthumus_Cym
5,4,100,323,63,#GHOSTS.BROTHERS.1_Cym #GHOSTS.BROTHERS.2_Cym #GHOSTS.Father_Cym #GHOSTS.Mother_Cym #Posthumus_Cym
5,4,101,154,21,#GHOSTS.BROTHERS.1_Cym #GHOSTS.BROTHERS.2_Cym #GHOSTS.Father_Cym #GHOSTS.Mother_Cym #Jupiter_Cym #Posthumus_Cym
5,4,102,70,10,#GHOSTS.BROTHERS.1_Cym #GHOSTS.BROTHERS.2_Cym #GHOSTS.Father_Cym #GHOSTS.Mother_Cym #Posthumus_Cym
5,4,103,233,28,#Posthumus_Cym
5,4,104,365,41,#JAILERS.1_Cym #Posthumus_Cym
5,4,105,38,7,#JAILERS.1_Cym #MESSENGERS.2_Cym #Posthumus_Cym
5,4,106,87,9,#JAILERS.1_Cym
5,5,107,187,27,#ATTENDANTS_Cym #Arviragus_Cym #Belarius_Cym #Cymbeline_Cym #Guiderius_Cym #Pisanio_Cym
5,5,108,374,53,#ATTENDANTS_Cym #Arviragus_Cym #Belarius_Cym #Cornelius_Cym #Cymbeline_Cym #Guiderius_Cym #LADIES.QUEEN_Cym #Pisanio_Cym
5,5,109,3421,506,#ATTENDANTS_Cym #Arviragus_Cym #Belarius_Cym #Cornelius_Cym #Cymbeline_Cym #Guiderius_Cym #Iachimo_Cym #Imogen_Cym #LADIES.QUEEN_Cym #Lucius_Cym #Pisanio_Cym #Posthumus_Cym #SOLDIERS.BRITON_Cym #SOLDIERS.ROMAN_Cym #Soothsayer_Cym
