act,scene,stagegroup,n_tokens,n_lines,onstage
4,4,85,16,2,#ATTENDANTS.GUARDS_Ham #Guildenstern_Ham #Hamlet_Ham #Rosencrantz_Ham
4,4,86,279,36,#Hamlet_Ham
4,5,87,128,21,#ATTENDANTS.1_Ham #Gertrude_Ham #Horatio_Ham
4,5,88,32,4,#Gertrude_Ham #Horatio_Ham
4,5,89,80,16,#Gertrude_Ham #Horatio_Ham #Ophelia_Ham
4,5,90,252,37,#Claudius_Ham #Gertrude_Ham #Horatio_Ham #Ophelia_Ham
4,5,91,10,1,#Claudius_Ham #Gertrude_Ham #Horatio_Ham
4,5,92,181,27,#Claudius_Ham #Gertrude_Ham
4,5,93,101,15,#Claudius_Ham #Gertrude_Ham #MESSENGERS.1_Ham
4,5,94,29,5,#Claudius_Ham #FOLLOWERS.LAERTES_Ham #Gertrude_Ham #Laertes_Ham #MESSENGERS.1_Ham
4,5,95,295,51,#Claudius_Ham #Gertrude_Ham #Laertes_Ham #MESSENGERS.1_Ham
4,5,96,321,47,#Claudius_Ham #Gertrude_Ham #Laertes_Ham #MESSENGERS.1_Ham #Ophelia_Ham
4,5,97,156,21,#Claudius_Ham #Gertrude_Ham #Laertes_Ham #MESSENGERS.1_Ham
4,6,98,8,1,#ATTENDANTS_Ham #Horatio_Ham
4,6,99,14,3,#ATTENDANTS.0.1_Ham #ATTENDANTS_Ham #Horatio_Ham
4,6,100,19,3,#ATTENDANTS_Ham #Horatio_Ham
4,6,101,246,28,#ATTENDANTS_Ham #Horatio_Ham #SAILORS.0.1_Ham #SAILORS_Ham
4,7,102,299,37,#Claudius_Ham #Laertes_Ham
4,7,103,52,11,#Claudius_Ham #Laertes_Ham #MESSENGERS.2_Ham
4,7,104,988,138,#Claudius_Ham #Laertes_Ham
4,7,105,218,31,#Claudius_Ham #Gertrude_Ham #Laertes_Ham
4,7,106,25,4,#Claudius_Ham #Gertrude_Ham
5,1,107,398,56,#Gravedigger_Ham #GravediggersCompanion_Ham
5,1,108,47,6,#Gravedigger_Ham #GravediggersCompanion_Ham #Hamlet_Ham #Horatio_Ham
5,1,109,1182,161,#Gravedigger_Ham #Hamlet_Ham #Horatio_Ham
5,1,110,583,88,#ATTENDANTS_Ham #Claudius_Ham #Doctor_Ham #Gertrude_Ham #Gravedigger_Ham #Hamlet_Ham #Horatio_Ham #Laertes_Ham #Ophelia_Ham
5,1,111,8,1,#ATTENDANTS_Ham #Claudius_Ham #Doctor_Ham #Gertrude_Ham #Gravedigger_Ham #Horatio_Ham #Laertes_Ham #Ophelia_Ham
5,1,112,46,7,#ATTENDANTS_Ham #Claudius_Ham #Doctor_Ham #Gertrude_Ham #Gravedigger_Ham #Laertes_Ham #Ophelia_Ham
5,2,113,625,91,#Hamlet_Ham #Horatio_Ham
5,2,114,756,105,#Hamlet_Ham #Horatio_Ham #Osric_Ham
5,2,115,97,13,#Hamlet_Ham #Horatio_Ham
5,2,116,102,14,#ATTENDANTS.2_Ham #Hamlet_Ham #Horatio_Ham
5,2,117,149,16,#Hamlet_Ham #Horatio_Ham
5,2,118,697,104,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Hamlet_Ham #Horatio_Ham #Laertes_Ham #Osric_Ham
5,2,119,290,43,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Hamlet_Ham #Horatio_Ham #Laertes_Ham
5,2,120,94,14,#ATTENDANTS_Ham #Claudius_Ham #Gertrude_Ham #Hamlet_Ham #Horatio_Ham #Laertes_Ham #Osric_Ham
5,2,121,338,50,#AMBASSADORS_Ham #ATTENDANTS_Ham #Claudius_Ham #Fortinbras_Ham #Gertrude_Ham #Hamlet_Ham #Horatio_Ham #Laertes_Ham #Osric_Ham #SOLDIERS.FORTINBRAS_Ham
