act,scene,stagegroup,n_tokens,n_lines,onstage
4,4,104,92,13,#ATTENDANTS_R3 #MESSENGERS.1_R3 #MESSENGERS.2_R3 #MESSENGERS.3_R3 #Ratcliffe_R3 #RichardIII_R3
4,4,105,104,13,#ATTENDANTS_R3 #MESSENGERS.1_R3 #MESSENGERS.2_R3 #MESSENGERS.3_R3 #MESSENGERS.4_R3 #Ratcliffe_R3 #RichardIII_R3
4,4,106,63,8,#ATTENDANTS_R3 #Catesby_R3 #MESSENGERS.1_R3 #MESSENGERS.2_R3 #MESSENGERS.3_R3 #MESSENGERS.4_R3 #Ratcliffe_R3 #RichardIII_R3
4,5,107,157,21,#SirChristopher_R3 #Stanley_R3
5,1,108,228,30,#Buckingham_R3 #GUARDS_R3 #Sheriff_R3
5,2,109,189,25,#Blunt_R3 #HenryVII_R3 #Herbert_R3 #Oxford_3H6 #SOLDIERS.RICHMOND_R3
5,3,110,144,19,#Norfolk_R3 #Ratcliffe_R3 #RichardIII_R3 #SOLDIERS.RICHARD_R3 #Surrey_R3
5,3,111,208,27,#Blunt_R3 #Brandon_R3 #Dorset_R3 #HenryVII_R3 #Herbert_R3 #Oxford_3H6 #SOLDIERS.RICHMOND_R3
5,3,112,17,3,#Brandon_R3 #Dorset_R3 #HenryVII_R3 #Herbert_R3 #Oxford_3H6 #SOLDIERS.RICHMOND_R3
5,3,113,77,11,#Brandon_R3 #Catesby_R3 #Dorset_R3 #HenryVII_R3 #Herbert_R3 #Norfolk_R3 #Oxford_3H6 #Ratcliffe_R3 #RichardIII_R3 #SOLDIERS.RICHARD_R3
5,3,114,29,6,#Brandon_R3 #Catesby_R3 #Dorset_R3 #HenryVII_R3 #Herbert_R3 #Oxford_3H6 #Ratcliffe_R3 #RichardIII_R3 #SOLDIERS.RICHARD_R3
5,3,115,123,18,#Brandon_R3 #Dorset_R3 #HenryVII_R3 #Herbert_R3 #Oxford_3H6 #Ratcliffe_R3 #RichardIII_R3 #SOLDIERS.RICHARD_R3
5,3,116,218,29,#Brandon_R3 #Dorset_R3 #HenryVII_R3 #Herbert_R3 #Oxford_3H6 #RichardIII_R3 #SOLDIERS.RICHARD_R3 #Stanley_R3
5,3,117,77,10,#HenryVII_R3 #RichardIII_R3 #SOLDIERS.RICHARD_R3
5,3,118,44,8,#HenryVII_R3 #PrinceEdward_3H6 #RichardIII_R3 #SOLDIERS.RICHARD_R3
5,3,119,54,7,#HenryVII_R3 #HenryVI_1H6 #RichardIII_R3 #SOLDIERS.RICHARD_R3
5,3,120,64,9,#Clarence_3H6 #HenryVII_R3 #RichardIII_R3 #SOLDIERS.RICHARD_R3
5,3,121,54,7,#Grey_R3 #HenryVII_R3 #RichardIII_R3 #Rivers_3H6 #SOLDIERS.RICHARD_R3 #Vaughan_R3
5,3,122,65,9,#EdwardV_R3 #HenryVII_R3 #RichardIII_R3 #SOLDIERS.RICHARD_R3 #York_R3
5,3,123,33,5,#Hastings_3H6 #HenryVII_R3 #RichardIII_R3 #SOLDIERS.RICHARD_R3
5,3,124,58,9,#HenryVII_R3 #LadyAnne_R3 #RichardIII_R3 #SOLDIERS.RICHARD_R3
5,3,125,83,11,#Buckingham_R3 #HenryVII_R3 #RichardIII_R3 #SOLDIERS.RICHARD_R3
5,3,126,239,30,#HenryVII_R3 #RichardIII_R3 #SOLDIERS.RICHARD_R3
5,3,127,123,17,#HenryVII_R3 #Ratcliffe_R3 #RichardIII_R3 #SOLDIERS.RICHARD_R3
5,3,128,17,3,#ATTENDANTS.RICHMOND_R3 #HenryVII_R3
5,3,129,358,47,#ATTENDANTS.RICHMOND.0.1_R3 #ATTENDANTS.RICHMOND_R3 #HenryVII_R3
5,3,130,138,19,#ATTENDANTS.RICHMOND.0.1_R3 #Ratcliffe_R3 #RichardIII_R3 #SOLDIERS.RICHARD_R3
5,3,131,430,59,#ATTENDANTS.RICHMOND.0.1_R3 #Norfolk_R3 #Ratcliffe_R3 #RichardIII_R3 #SOLDIERS.RICHARD_R3
5,3,132,75,10,#ATTENDANTS.RICHMOND.0.1_R3 #MESSENGERS.X.3_R3 #Norfolk_R3 #Ratcliffe_R3 #RichardIII_R3 #SOLDIERS.RICHARD_R3
5,4,133,48,6,#Catesby_R3 #Norfolk_R3 #SOLDIERS.RICHARD_R3
5,4,134,62,7,#Catesby_R3 #RichardIII_R3
5,5,135,315,41,#ATTENDANTS.RICHMOND_R3 #HenryVII_R3 #SOLDIERS.RICHMOND_R3 #Stanley_R3
