act,scene,n_tokens,n_lines,onstage
2,1,2111,304,#Cominius_Cor #Coriolanus_Cor #Herald_Cor #Lartius_Cor #MESSENGERS.X.4_Cor #Menenius_Cor #SOLDIERS.ROMAN_Cor #TRIBUNES.Brutus_Cor #TRIBUNES.Sicinius_Cor #Valeria_Cor #Virgilia_Cor #Volumnia_Cor
2,2,1299,190,#Cominius_Cor #Coriolanus_Cor #LICTORS_Cor #Menenius_Cor #OFFICERS.1_Cor #OFFICERS.2_Cor #SENATORS.ROMAN.0.1_Cor #SENATORS.ROMAN_Cor #TRIBUNES.Brutus_Cor #TRIBUNES.Sicinius_Cor
2,3,2088,295,#CITIZENS.ROMAN.1_Cor #CITIZENS.ROMAN.2_Cor #CITIZENS.ROMAN.3_Cor #CITIZENS.ROMAN.4_Cor #CITIZENS.ROMAN.5_Cor #CITIZENS.ROMAN.6_Cor #CITIZENS.ROMAN.7_Cor #CITIZENS.ROMAN.8_Cor #Coriolanus_Cor #Menenius_Cor #TRIBUNES.Brutus_Cor #TRIBUNES.Sicinius_Cor
3,1,2659,432,#AEDILES.X.1_Cor #AEDILES_Cor #CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor #Cominius_Cor #Coriolanus_Cor #Lartius_Cor #Menenius_Cor #SENATORS.ROMAN.0.1_Cor #SENATORS.ROMAN.0.2_Cor #SENATORS.ROMAN_Cor #TRIBUNES.Brutus_Cor #TRIBUNES.Sicinius_Cor
3,2,1236,177,#Cominius_Cor #Coriolanus_Cor #Menenius_Cor #NOBLES.0.1_Cor #NOBLES_Cor #SENATORS.ROMAN.0.1_Cor #SENATORS.ROMAN_Cor #Volumnia_Cor
3,3,1125,173,#AEDILES.X.2_Cor #CITIZENS.ROMAN_Cor #Cominius_Cor #Coriolanus_Cor #Menenius_Cor #SENATORS.ROMAN.0.1_Cor #SENATORS.ROMAN_Cor #TRIBUNES.Brutus_Cor #TRIBUNES.Sicinius_Cor
4,1,475,69,#Cominius_Cor #Coriolanus_Cor #Menenius_Cor #NOBLES_Cor #Virgilia_Cor #Volumnia_Cor
4,2,458,73,#AEDILES.X.2_Cor #Menenius_Cor #TRIBUNES.Brutus_Cor #TRIBUNES.Sicinius_Cor #Virgilia_Cor #Volumnia_Cor
4,3,394,53,#Adrian_Cor #Nicanor_Cor
4,4,215,32,#CITIZENS.ANTIUM.1_Cor #Coriolanus_Cor
4,5,1775,259,#Aufidius_Cor #Coriolanus_Cor #SERVANTS.1_Cor #SERVANTS.2_Cor #SERVANTS.3_Cor
4,6,1250,201,#AEDILES.X.3_Cor #CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN.0.2_Cor #CITIZENS.ROMAN.0.3_Cor #CITIZENS.ROMAN_Cor #Cominius_Cor #MESSENGERS.TRIBUNES.1_Cor #MESSENGERS.TRIBUNES.2_Cor #Menenius_Cor #TRIBUNES.Brutus_Cor #TRIBUNES.Sicinius_Cor
4,7,474,61,#Aufidius_Cor #SOLDIERS.VOLSCIAN.Lieutenant_Cor
5,1,616,86,#Cominius_Cor #Menenius_Cor #TRIBUNES.Brutus_Cor #TRIBUNES.Sicinius_Cor
5,2,874,117,#Aufidius_Cor #Coriolanus_Cor #Menenius_Cor #WATCHMEN.1_Cor #WATCHMEN.2_Cor
5,3,1717,234,#ATTENDANTS.ROMAN_Cor #Aufidius_Cor #Coriolanus_Cor #Valeria_Cor #Virgilia_Cor #Volumnia_Cor #YoungMartius_Cor
5,4,524,68,#MESSENGERS.TRIBUNES.1_Cor #MESSENGERS.TRIBUNES.2_Cor #Menenius_Cor #TRIBUNES.Sicinius_Cor
5,5,44,8,#SENATORS.ROMAN.0.1_Cor #SENATORS.ROMAN_Cor #Valeria_Cor #Virgilia_Cor #Volumnia_Cor
5,6,1237,185,#ATTENDANTS.VOLSCIAN_Cor #Aufidius_Cor #CITIZENS.VOLSCIAN_Cor #CONSPIRATORS.0.1_Cor #CONSPIRATORS.0.2_Cor #CONSPIRATORS.0.3_Cor #CONSPIRATORS_Cor #Coriolanus_Cor #LORDS.VOLSCIAN.0.1_Cor #LORDS.VOLSCIAN.0.2_Cor #LORDS.VOLSCIAN.0.3_Cor #LORDS.VOLSCIAN_Cor
