node1,node2,n_lines,n_tokens
#Gloucester_Lr,3.07,129,847
#Goneril_Lr,3.07,129,847
#Oswald_Lr,3.07,129,847
#Regan_Lr,3.07,129,847
#SERVANTS.0.1_Lr,3.07,129,847
#SERVANTS.0.2_Lr,3.07,129,847
#SERVANTS.0.3_Lr,3.07,129,847
#SERVANTS.0_Lr,3.07,129,847
#SERVANTS_Lr,3.07,129,847
#ATTENDANTS.CORDELIA_Lr,4.00,32,211
#Cordelia_Lr,4.00,32,211
#Doctor_Lr,4.00,32,211
#MESSENGERS.X.2_Lr,4.00,32,211
#SOLDIERS.CORDELIA_Lr,4.00,32,211
#Edgar_Lr,4.01,90,640
#Gloucester_Lr,4.01,90,640
#OldMan_Lr,4.01,90,640
#Albany_Lr,4.02,118,766
#Edmund_Lr,4.02,118,766
#Goneril_Lr,4.02,118,766
#MESSENGERS.X.1_Lr,4.02,118,766
#Oswald_Lr,4.02,118,766
#ATTENDANTS.X.4_Lr,4.03,66,432
#Kent_Lr,4.03,66,432
#Oswald_Lr,4.05,45,314
#Regan_Lr,4.05,45,314
#ATTENDANTS.CORDELIA.1_Lr,4.06,316,2271
#Edgar_Lr,4.06,316,2271
#Gloucester_Lr,4.06,316,2271
#Lear_Lr,4.06,316,2271
#Oswald_Lr,4.06,316,2271
#SERVANTS.CORDELIA_Lr,4.06,316,2271
#ATTENDANTS.CORDELIA.1_Lr,4.07,112,788
#Cordelia_Lr,4.07,112,788
#Doctor_Lr,4.07,112,788
#Kent_Lr,4.07,112,788
#Lear_Lr,4.07,112,788
#SERVANTS.CORDELIA_Lr,4.07,112,788
#ATTENDANTS.REGAN_Lr,5.01,77,539
#Albany_Lr,5.01,77,539
#Edgar_Lr,5.01,77,539
#Edmund_Lr,5.01,77,539
#Goneril_Lr,5.01,77,539
#Regan_Lr,5.01,77,539
#SOLDIERS.GONERIL_Lr,5.01,77,539
#SOLDIERS.REGAN_Lr,5.01,77,539
#Edgar_Lr,5.02,13,91
#Gloucester_Lr,5.02,13,91
#ATTENDANTS.ALBANY_Lr,5.03,395,2658
#ATTENDANTS.CORDELIA.1_Lr,5.03,395,2658
#Albany_Lr,5.03,395,2658
#Cordelia_Lr,5.03,395,2658
#Edgar_Lr,5.03,395,2658
#Edmund_Lr,5.03,395,2658
#Goneril_Lr,5.03,395,2658
#Herald_Lr,5.03,395,2658
#Kent_Lr,5.03,395,2658
#Lear_Lr,5.03,395,2658
#MESSENGERS.X.3_Lr,5.03,395,2658
#Regan_Lr,5.03,395,2658
#SOLDIERS.CAPTAINS.1_Lr,5.03,395,2658
#SOLDIERS.CAPTAINS.2_Lr,5.03,395,2658
#SOLDIERS_Lr,5.03,395,2658
