act,scene,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
2,5,#Simonides_Per,421,57,694,96
2,5,#Thaisa_Per,27,4,209,28
3,0,#Gower_Per,375,60,375,60
3,1,#Lychorida_Per,74,11,427,60
3,1,#Pericles_Per,428,59,611,86
3,1,#SAILORS.1_Per,71,10,316,45
3,1,#SAILORS.2_Per,38,6,316,45
3,2,#Cerimon_Per,567,85,807,128
3,2,#GENTLEMEN.EPHESUS.1_Per,90,17,739,117
3,2,#GENTLEMEN.EPHESUS.2_Per,84,15,739,117
3,2,#Philemon_Per,4,1,20,3
3,2,#SERVANTS.CERIMON.0.1_Per,33,6,472,75
3,2,#SUPPLIANTS.1_Per,16,2,68,11
3,2,#Thaisa_Per,13,2,53,9
3,3,#Cleon_Per,112,15,352,48
3,3,#Dionyza_Per,39,6,352,48
3,3,#Pericles_Per,201,27,352,48
3,4,#Cerimon_Per,56,8,127,17
3,4,#Thaisa_Per,71,9,127,17
4,0,#Gower_Per,320,52,320,52
4,1,#Dionyza_Per,296,40,402,57
4,1,#Leonine_Per,143,24,771,111
4,1,#Marina_Per,330,46,624,93
4,1,#PIRATES.0.1_Per,2,1,74,11
4,1,#PIRATES.0.2_Per,4,1,72,10
4,1,#PIRATES.0.3_Per,9,2,68,9
4,2,#Bawd_Per,532,72,1105,155
4,2,#Bolt_Per,281,40,789,110
4,2,#Marina_Per,93,17,812,115
4,2,#PIRATES.0.1_Per,6,1,802,113
4,2,#Pander_Per,193,25,404,56
4,3,#Cleon_Per,147,22,405,57
4,3,#Dionyza_Per,258,35,405,57
4,4,#Gower_Per,383,52,383,52
4,5,#GENTLEMEN.MYTILENE.1_Per,37,5,69,9
4,5,#GENTLEMEN.MYTILENE.2_Per,32,4,69,9
4,6,#Bawd_Per,308,41,619,88
4,6,#Bolt_Per,375,48,1092,152
4,6,#Lysimachus_Per,370,55,766,112
4,6,#Marina_Per,411,60,1187,167
4,6,#Pander_Per,23,3,567,80
5,0,#Gower_Per,193,24,193,24
5,1,#Diana_Per,72,10,72,10
5,1,#GENTLEMEN.TYRE.0.1_Per,4,1,1919,294
5,1,#Helicanus_Per,234,44,1888,289
5,1,#LORDS.MYTILENE.0.1_Per,16,2,1617,243
5,1,#Lysimachus_Per,351,53,1820,277
5,1,#Marina_Per,421,64,1455,217
5,1,#Pericles_Per,816,119,1741,263
5,1,#SAILORS.MYTILENE.1_Per,13,3,1771,267
5,1,#SAILORS.TYRE.1_Per,42,6,1798,273
5,2,#Gower_Per,121,20,121,20
5,3,#Cerimon_Per,108,17,642,98
5,3,#Helicanus_Per,5,1,642,98
5,3,#Marina_Per,10,2,642,98
5,3,#Pericles_Per,386,55,642,98
5,3,#Thaisa_Per,133,23,642,98
6,0,#Gower_Per,136,18,136,18
1,1,#FOLLOWERS.ANTIOCHUS_Per,0,0,947,126
1,2,#ATTENDANTS.PERICLES.1_Per,0,0,4,1
1,2,#LORDS.TYRE_Per,0,0,130,17
1,3,#LORDS.TYRE_Per,0,0,223,30
1,4,#ATTENDANTS.PERICLES_Per,0,0,197,25
2,2,#ATTENDANTS.SIMONIDES_Per,0,0,438,61
2,2,#LORDS.PENTAPOLIS_Per,0,0,438,61
2,3,#ATTENDANTS.SIMONIDES_Per,0,0,901,123
2,3,#LADIES.PENTAPOLIS_Per,0,0,901,123
2,3,#LORDS.PENTAPOLIS_Per,0,0,901,123
2,5,#KNIGHTS_Per,0,0,100,12
3,1,#Marina.Infant_Per,0,0,507,72
3,2,#SERVANTS.CERIMON.0.2_Per,0,0,192,30
3,2,#SERVANTS.CERIMON_Per,0,0,472,75
3,2,#SUPPLIANTS.2_Per,0,0,68,11
3,3,#Lychorida_Per,0,0,352,48
3,3,#Marina.Infant_Per,0,0,352,48
4,1,#PIRATES_Per,0,0,15,4
4,2,#PIRATES_Per,0,0,111,16
5,1,#ATTENDANTS.PERICLES_Per,0,0,90,16
5,1,#Companion_Per,0,0,1365,201
5,1,#GENTLEMEN.TYRE_Per,0,0,1748,265
5,1,#LORDS.MYTILENE_Per,0,0,1730,261
5,3,#ATTENDANTS.PERICLES_Per,0,0,642,98
5,3,#Lysimachus_Per,0,0,642,98
5,3,#PRIESTESSES_Per,0,0,642,98
