source,target,n_lines,n_tokens,edge_type
#Lysimachus_Per,4.06.0078,3,20,active
#Lysimachus_Per,5.01.0086,9,62,active
#Lysimachus_Per,5.01.0087,2,11,active
#Lysimachus_Per,5.01.0088,9,54,active
#Lysimachus_Per,5.01.0089,6,41,active
#Lysimachus_Per,5.01.0090,23,164,active
#Lysimachus_Per,5.01.0093,4,19,active
#MESSENGERS.ANTIOCH.1_Per,1.01.0007,1,6,active
#Marina_Per,4.01.0057,13,88,active
#Marina_Per,4.01.0058,33,242,active
#Marina_Per,4.02.0068,13,68,active
#Marina_Per,4.02.0069,4,25,active
#Marina_Per,4.06.0076,7,42,active
#Marina_Per,4.06.0077,21,144,active
#Marina_Per,4.06.0079,1,5,active
#Marina_Per,4.06.0080,1,4,active
#Marina_Per,4.06.0081,30,216,active
#Marina_Per,5.01.0090,64,421,active
#Marina_Per,5.03.0095,2,10,active
#Marshal_Per,2.03.0029,1,5,active
#PIRATES.0.1_Per,4.01.0059,1,2,active
#PIRATES.0.1_Per,4.02.0066,1,6,active
#PIRATES.0.2_Per,4.01.0060,1,4,active
#PIRATES.0.3_Per,4.01.0061,2,9,active
#Pander_Per,4.02.0063,10,66,active
#Pander_Per,4.02.0064,11,96,active
#Pander_Per,4.02.0066,4,31,active
#Pander_Per,4.06.0073,3,23,active
#Pericles_Per,1.01.0002,3,21,active
#Pericles_Per,1.01.0003,77,599,active
#Pericles_Per,1.01.0004,22,181,active
#Pericles_Per,1.02.0009,1,4,active
#Pericles_Per,1.02.0010,36,276,active
#Pericles_Per,1.02.0012,3,22,active
#Pericles_Per,1.02.0013,59,474,active
#Pericles_Per,1.04.0019,17,136,active
#Pericles_Per,2.01.0021,11,95,active
#Pericles_Per,2.01.0022,23,171,active
#Pericles_Per,2.01.0023,8,58,active
#Pericles_Per,2.01.0024,36,304,active
#Pericles_Per,2.03.0029,2,13,active
#Pericles_Per,2.03.0030,21,166,active
#Pericles_Per,2.05.0039,27,184,active
#Pericles_Per,2.05.0040,6,45,active
#Pericles_Per,3.01.0042,14,104,active
#Pericles_Per,3.01.0043,17,121,active
#Pericles_Per,3.01.0044,20,147,active
#Pericles_Per,3.01.0045,8,56,active
#Pericles_Per,3.03.0053,27,201,active
#Pericles_Per,5.01.0090,105,737,active
#Pericles_Per,5.01.0092,3,9,active
#Pericles_Per,5.01.0093,11,70,active
#Pericles_Per,5.03.0095,55,386,active
#Philemon_Per,3.02.0047,1,4,active
#SAILORS.1_Per,3.01.0044,10,71,active
#SAILORS.2_Per,3.01.0044,2,14,active
#SAILORS.2_Per,3.01.0045,4,24,active
#SAILORS.MYTILENE.1_Per,5.01.0086,3,13,active
#SAILORS.TYRE.1_Per,5.01.0083,5,37,active
#SAILORS.TYRE.1_Per,5.01.0084,1,5,active
#SERVANTS.CERIMON.0.1_Per,3.02.0050,6,33,active
#SUPPLIANTS.1_Per,3.02.0048,2,16,active
#Simonides_Per,2.02.0025,1,8,active
#Simonides_Per,2.02.0026,23,166,active
#Simonides_Per,2.02.0028,4,27,active
#Simonides_Per,2.03.0029,18,134,active
#Simonides_Per,2.03.0030,53,380,active
#Simonides_Per,2.05.0035,4,35,active
#Simonides_Per,2.05.0036,5,42,active
#Simonides_Per,2.05.0038,10,75,active
#Simonides_Per,2.05.0039,19,126,active
#Simonides_Per,2.05.0040,19,143,active
#Thaisa_Per,2.02.0026,23,161,active
#Thaisa_Per,2.03.0029,3,22,active
#Thaisa_Per,2.03.0030,19,139,active
#Thaisa_Per,2.05.0040,4,27,active
#Thaisa_Per,3.02.0052,2,13,active
#Thaisa_Per,3.04.0054,9,71,active
#Thaisa_Per,5.03.0095,23,133,active
#Thaliard_Per,1.01.0006,2,8,active
#Thaliard_Per,1.01.0008,3,21,active
#Thaliard_Per,1.03.0014,10,99,active
#Thaliard_Per,1.03.0015,11,79,active
1.01.0002,#Antiochus_Per,3,21,passive
1.01.0002,#FOLLOWERS.ANTIOCHUS_Per,12,81,passive
1.01.0002,#Pericles_Per,9,60,passive
1.01.0003,#Antiochus_Per,79,615,passive
1.01.0003,#Daughter_Per,112,850,passive
1.01.0003,#FOLLOWERS.ANTIOCHUS_Per,114,866,passive
1.01.0003,#Pericles_Per,37,267,passive
1.01.0006,#Antiochus_Per,2,8,passive
1.01.0006,#Thaliard_Per,10,61,passive
1.01.0007,#Antiochus_Per,1,6,passive
1.01.0007,#MESSENGERS.ANTIOCH.1_Per,1,8,passive
1.01.0007,#Thaliard_Per,2,14,passive
1.01.0008,#Antiochus_Per,3,21,passive
1.01.0008,#Thaliard_Per,7,49,passive
1.02.0009,#ATTENDANTS.PERICLES.1_Per,1,4,passive
1.02.0011,#Helicanus_Per,1,8,passive
1.02.0011,#LORDS.TYRE_Per,1,8,passive
1.02.0011,#Pericles_Per,1,8,passive
1.02.0012,#Helicanus_Per,5,34,passive
1.02.0012,#LORDS.TYRE.0.1_Per,16,122,passive
1.02.0012,#LORDS.TYRE.0.2_Per,14,110,passive
1.02.0012,#LORDS.TYRE_Per,16,122,passive
1.02.0012,#Pericles_Per,13,100,passive
1.02.0013,#Helicanus_Per,59,474,passive
1.02.0013,#LORDS.TYRE.0.1_Per,79,620,passive
1.02.0013,#LORDS.TYRE.0.2_Per,79,620,passive
1.02.0013,#Pericles_Per,20,146,passive
1.03.0015,#Helicanus_Per,11,79,passive
1.03.0015,#LORDS.TYRE_Per,30,223,passive
1.03.0015,#Thaliard_Per,19,144,passive
1.04.0016,#CITIZENS.TARSUS_Per,56,440,passive
1.04.0016,#Cleon_Per,9,73,passive
1.04.0016,#Dionyza_Per,47,367,passive
1.04.0017,#CITIZENS.TARSUS_Per,27,187,passive
1.04.0017,#Cleon_Per,7,48,passive
1.04.0017,#Dionyza_Per,27,187,passive
1.04.0017,#LORDS.TARSUS.1_Per,20,139,passive
1.04.0018,#CITIZENS.TARSUS_Per,2,15,passive
1.04.0018,#Dionyza_Per,2,15,passive
1.04.0019,#ATTENDANTS.PERICLES_Per,25,197,passive
1.04.0019,#CITIZENS.TARSUS_Per,23,186,passive
1.04.0019,#Cleon_Per,17,136,passive
1.04.0019,#Dionyza_Per,23,186,passive
1.04.0019,#Pericles_Per,8,61,passive
2.01.0022,#FISHERMEN.1_Per,61,446,passive
2.01.0022,#FISHERMEN.2_Per,67,511,passive
2.01.0022,#FISHERMEN.3_Per,69,484,passive
2.01.0022,#Pericles_Per,64,464,passive
2.01.0023,#FISHERMEN.1_Per,8,58,passive
2.01.0023,#Pericles_Per,14,101,passive
2.01.0024,#FISHERMEN.1_Per,48,402,passive
2.01.0024,#FISHERMEN.2_Per,40,328,passive
2.01.0024,#FISHERMEN.3_Per,52,426,passive
2.01.0024,#Pericles_Per,16,122,passive
2.02.0025,#ATTENDANTS.SIMONIDES_Per,1,8,passive
2.02.0025,#LORDS.PENTAPOLIS_Per,1,8,passive
2.02.0025,#Thaisa_Per,1,8,passive
2.02.0026,#ATTENDANTS.SIMONIDES_Per,52,371,passive
2.02.0026,#LORDS.PENTAPOLIS.0.1_Per,46,327,passive
2.02.0026,#LORDS.PENTAPOLIS_Per,52,371,passive
2.02.0026,#Simonides_Per,29,205,passive
2.02.0026,#Thaisa_Per,29,210,passive
2.02.0027,#ATTENDANTS.SIMONIDES_Per,2,15,passive
2.02.0027,#LORDS.PENTAPOLIS.0.1_Per,2,15,passive
2.02.0027,#LORDS.PENTAPOLIS_Per,2,15,passive
2.02.0027,#Simonides_Per,2,15,passive
2.02.0027,#Thaisa_Per,2,15,passive
2.02.0028,#ATTENDANTS.SIMONIDES_Per,6,44,passive
2.02.0028,#LORDS.PENTAPOLIS.0.1_Per,6,44,passive
2.02.0028,#LORDS.PENTAPOLIS.0.2_Per,6,44,passive
2.02.0028,#LORDS.PENTAPOLIS.0.3_Per,4,27,passive
2.02.0028,#LORDS.PENTAPOLIS_Per,6,44,passive
2.02.0028,#Simonides_Per,2,17,passive
2.02.0028,#Thaisa_Per,6,44,passive
2.03.0029,#ATTENDANTS.SIMONIDES_Per,25,181,passive
2.03.0029,#KNIGHTS_Per,24,174,passive
2.03.0029,#LADIES.PENTAPOLIS_Per,25,181,passive
2.03.0029,#LORDS.PENTAPOLIS_Per,25,181,passive
2.03.0029,#Marshal_Per,24,176,passive
2.03.0029,#Pericles_Per,23,168,passive
2.03.0029,#Simonides_Per,7,47,passive
2.03.0029,#Thaisa_Per,22,159,passive
2.03.0030,#ATTENDANTS.SIMONIDES_Per,98,720,passive
2.03.0030,#KNIGHTS.0.1_Per,95,697,passive
2.03.0030,#KNIGHTS_Per,96,708,passive
2.03.0030,#LADIES.PENTAPOLIS_Per,98,720,passive
2.03.0030,#LORDS.PENTAPOLIS_Per,98,720,passive
2.03.0030,#Marshal_Per,98,720,passive
2.03.0030,#Pericles_Per,77,554,passive
2.03.0030,#Simonides_Per,45,340,passive
2.03.0030,#Thaisa_Per,79,581,passive
2.04.0031,#Helicanus_Per,2,6,passive
2.04.0031,#LORDS.TYRE.Escanes_Per,15,120,passive
2.04.0032,#Helicanus_Per,2,15,passive
2.04.0032,#LORDS.TYRE.Escanes_Per,2,15,passive
2.04.0032,#LORDS.TYRE_Per,2,15,passive
2.04.0033,#Helicanus_Per,1,7,passive
2.04.0033,#LORDS.TYRE.0.1_Per,1,7,passive
2.04.0033,#LORDS.TYRE.Escanes_Per,1,7,passive
2.04.0033,#LORDS.TYRE_Per,1,7,passive
2.04.0034,#Helicanus_Per,22,172,passive
2.04.0034,#LORDS.TYRE.0.1_Per,26,193,passive
2.04.0034,#LORDS.TYRE.0.2_Per,34,261,passive
2.04.0034,#LORDS.TYRE.0.3_Per,39,298,passive
2.04.0034,#LORDS.TYRE.Escanes_Per,40,307,passive
2.04.0034,#LORDS.TYRE_Per,39,304,passive
2.05.0035,#KNIGHTS.0.1_Per,4,35,passive
2.05.0035,#KNIGHTS_Per,5,41,passive
2.05.0035,#Simonides_Per,1,6,passive
2.05.0036,#KNIGHTS.0.1_Per,6,51,passive
2.05.0036,#KNIGHTS.0.2_Per,5,42,passive
2.05.0036,#KNIGHTS_Per,6,51,passive
2.05.0036,#Simonides_Per,1,9,passive
2.05.0037,#KNIGHTS.0.1_Per,1,8,passive
2.05.0037,#KNIGHTS.0.2_Per,1,8,passive
2.05.0037,#KNIGHTS_Per,1,8,passive
2.05.0037,#Simonides_Per,1,8,passive
2.05.0038,#KNIGHTS.0.1_Per,10,75,passive
2.05.0038,#KNIGHTS.0.2_Per,10,75,passive
2.05.0038,#KNIGHTS.0.3_Per,10,75,passive
2.05.0039,#KNIGHTS.0.1_Per,46,310,passive
2.05.0039,#KNIGHTS.0.2_Per,46,310,passive
2.05.0039,#KNIGHTS.0.3_Per,46,310,passive
2.05.0039,#Pericles_Per,19,126,passive
2.05.0039,#Simonides_Per,27,184,passive
2.05.0040,#KNIGHTS.0.1_Per,28,209,passive
2.05.0040,#KNIGHTS.0.2_Per,28,209,passive
2.05.0040,#KNIGHTS.0.3_Per,28,209,passive
2.05.0040,#Pericles_Per,22,164,passive
2.05.0040,#Simonides_Per,9,66,passive
2.05.0040,#Thaisa_Per,24,182,passive
3.01.0043,#Lychorida_Per,17,121,passive
3.01.0043,#Marina.Infant_Per,27,191,passive
3.01.0043,#Pericles_Per,10,70,passive
3.01.0044,#Lychorida_Per,32,232,passive
3.01.0044,#Marina.Infant_Per,33,236,passive
3.01.0044,#Pericles_Per,13,89,passive
3.01.0044,#SAILORS.1_Per,23,165,passive
3.01.0044,#SAILORS.2_Per,31,222,passive
3.01.0045,#Marina.Infant_Per,12,80,passive
3.01.0045,#Pericles_Per,4,24,passive
3.01.0045,#SAILORS.1_Per,12,80,passive
3.01.0045,#SAILORS.2_Per,8,56,passive
3.02.0046,#SUPPLIANTS.1_Per,1,2,passive
3.02.0046,#SUPPLIANTS.2_Per,1,2,passive
3.02.0047,#Cerimon_Per,1,4,passive
3.02.0047,#Philemon_Per,2,16,passive
3.02.0047,#SUPPLIANTS.1_Per,3,20,passive
3.02.0047,#SUPPLIANTS.2_Per,3,20,passive
3.02.0048,#Cerimon_Per,2,16,passive
3.02.0048,#SUPPLIANTS.1_Per,5,30,passive
3.02.0048,#SUPPLIANTS.2_Per,7,46,passive
3.02.0049,#Cerimon_Per,22,138,passive
3.02.0049,#GENTLEMEN.EPHESUS.1_Per,29,192,passive
3.02.0049,#GENTLEMEN.EPHESUS.2_Per,33,204,passive
3.02.0050,#Cerimon_Per,11,50,passive
3.02.0050,#GENTLEMEN.EPHESUS.1_Per,45,280,passive
3.02.0050,#GENTLEMEN.EPHESUS.2_Per,40,263,passive
3.02.0050,#SERVANTS.CERIMON.0.1_Per,39,247,passive
3.02.0050,#SERVANTS.CERIMON_Per,45,280,passive
3.02.0051,#Cerimon_Per,3,13,passive
3.02.0051,#GENTLEMEN.EPHESUS.1_Per,18,126,passive
3.02.0051,#GENTLEMEN.EPHESUS.2_Per,21,139,passive
3.02.0051,#SERVANTS.CERIMON.0.1_Per,21,139,passive
3.02.0051,#SERVANTS.CERIMON.0.2_Per,21,139,passive
3.02.0051,#SERVANTS.CERIMON_Per,21,139,passive
3.02.0052,#Cerimon_Per,4,19,passive
3.02.0052,#GENTLEMEN.EPHESUS.1_Per,8,51,passive
3.02.0052,#GENTLEMEN.EPHESUS.2_Per,8,49,passive
3.02.0052,#SERVANTS.CERIMON.0.1_Per,9,53,passive
3.02.0052,#SERVANTS.CERIMON.0.2_Per,9,53,passive
3.02.0052,#SERVANTS.CERIMON_Per,9,53,passive
3.02.0052,#Thaisa_Per,7,40,passive
3.03.0053,#Cleon_Per,33,240,passive
3.03.0053,#Dionyza_Per,42,313,passive
3.03.0053,#Lychorida_Per,48,352,passive
3.03.0053,#Marina.Infant_Per,48,352,passive
3.03.0053,#Pericles_Per,21,151,passive
3.04.0054,#Cerimon_Per,9,71,passive
3.04.0054,#Thaisa_Per,8,56,passive
4.01.0056,#Dionyza_Per,3,14,passive
4.01.0056,#Leonine_Per,11,87,passive
4.01.0057,#Dionyza_Per,14,92,passive
4.01.0057,#Leonine_Per,42,297,passive
4.01.0057,#Marina_Per,30,213,passive
4.01.0058,#Leonine_Per,33,242,passive
4.01.0058,#Marina_Per,13,66,passive
4.01.0059,#Leonine_Per,1,2,passive
4.01.0059,#Marina_Per,1,2,passive
4.01.0059,#PIRATES_Per,1,2,passive
4.01.0060,#Marina_Per,1,4,passive
4.01.0060,#PIRATES.0.1_Per,1,4,passive
4.01.0060,#PIRATES_Per,1,4,passive
4.01.0061,#Marina_Per,2,9,passive
4.01.0061,#PIRATES.0.1_Per,2,9,passive
4.01.0061,#PIRATES.0.2_Per,2,9,passive
4.01.0061,#PIRATES_Per,2,9,passive
4.01.0062,#PIRATES.0.1_Per,7,59,passive
4.01.0062,#PIRATES.0.2_Per,7,59,passive
4.01.0062,#PIRATES.0.3_Per,7,59,passive
4.02.0063,#Bawd_Per,16,98,passive
4.02.0063,#Bolt_Per,20,140,passive
4.02.0063,#Pander_Per,16,106,passive
4.02.0064,#Bawd_Per,11,96,passive
4.02.0064,#Pander_Per,3,25,passive
4.02.0065,#Bawd_Per,2,10,passive
4.02.0065,#Marina_Per,2,10,passive
4.02.0065,#PIRATES_Per,2,10,passive
4.02.0065,#Pander_Per,2,10,passive
4.02.0066,#Bawd_Per,12,92,passive
4.02.0066,#Bolt_Per,7,46,passive
4.02.0066,#Marina_Per,14,101,passive
4.02.0066,#PIRATES.0.1_Per,13,95,passive
4.02.0066,#PIRATES_Per,14,101,passive
4.02.0066,#Pander_Per,10,70,passive
4.02.0067,#Bawd_Per,1,3,passive
4.02.0067,#Bolt_Per,6,53,passive
4.02.0067,#Marina_Per,7,56,passive
4.02.0067,#PIRATES.0.1_Per,7,56,passive
4.02.0068,#Bawd_Per,13,68,passive
4.02.0068,#Marina_Per,18,127,passive
4.02.0068,#PIRATES.0.1_Per,31,195,passive
4.02.0069,#Bawd_Per,28,206,passive
4.02.0069,#Bolt_Per,37,269,passive
4.02.0069,#Marina_Per,57,425,passive
4.02.0069,#PIRATES.0.1_Per,61,450,passive
4.03.0070,#Cleon_Per,35,258,passive
4.03.0070,#Dionyza_Per,22,147,passive
4.05.0072,#GENTLEMEN.MYTILENE.1_Per,4,32,passive
4.05.0072,#GENTLEMEN.MYTILENE.2_Per,5,37,passive
4.06.0073,#Bawd_Per,5,41,passive
4.06.0073,#Bolt_Per,13,113,passive
4.06.0073,#Pander_Per,12,108,passive
4.06.0074,#Bawd_Per,12,80,passive
4.06.0074,#Bolt_Per,14,90,passive
4.06.0074,#Lysimachus_Per,8,64,passive
4.06.0074,#Pander_Per,17,117,passive
4.06.0075,#Bawd_Per,8,52,passive
4.06.0075,#Bolt_Per,4,23,passive
4.06.0075,#Lysimachus_Per,4,29,passive
4.06.0076,#Bawd_Per,12,65,passive
4.06.0076,#Bolt_Per,27,174,passive
4.06.0076,#Lysimachus_Per,22,151,passive
4.06.0076,#Marina_Per,20,132,passive
4.06.0076,#Pander_Per,27,174,passive
4.06.0077,#Lysimachus_Per,21,144,passive
4.06.0077,#Marina_Per,34,251,passive
4.06.0078,#Bolt_Per,3,20,passive
4.06.0078,#Lysimachus_Per,2,8,passive
4.06.0078,#Marina_Per,5,28,passive
4.06.0079,#Bolt_Per,1,5,passive
4.06.0079,#Marina_Per,9,70,passive
4.06.0080,#Bawd_Per,10,73,passive
4.06.0080,#Bolt_Per,12,76,passive
4.06.0080,#Marina_Per,20,141,passive
4.06.0080,#Pander_Per,21,145,passive
4.06.0081,#Bolt_Per,30,216,passive
4.06.0081,#Marina_Per,19,154,passive
5.01.0083,#Helicanus_Per,5,37,passive
5.01.0083,#SAILORS.MYTILENE.1_Per,6,41,passive
5.01.0083,#SAILORS.TYRE.1_Per,1,4,passive
5.01.0084,#Helicanus_Per,1,5,passive
5.01.0084,#SAILORS.TYRE.1_Per,1,4,passive
5.01.0085,#GENTLEMEN.TYRE.0.1_Per,3,14,passive
5.01.0085,#GENTLEMEN.TYRE_Per,4,18,passive
5.01.0085,#Helicanus_Per,1,4,passive
5.01.0085,#SAILORS.TYRE.1_Per,4,18,passive
5.01.0086,#GENTLEMEN.TYRE.0.1_Per,27,160,passive
5.01.0086,#GENTLEMEN.TYRE_Per,27,160,passive
5.01.0086,#Helicanus_Per,12,75,passive
5.01.0086,#LORDS.MYTILENE_Per,27,160,passive
5.01.0086,#Lysimachus_Per,18,98,passive
5.01.0086,#SAILORS.MYTILENE.1_Per,24,147,passive
5.01.0086,#SAILORS.TYRE.1_Per,27,160,passive
5.01.0087,#GENTLEMEN.TYRE.0.1_Per,7,37,passive
5.01.0087,#GENTLEMEN.TYRE_Per,7,37,passive
5.01.0087,#Helicanus_Per,2,11,passive
5.01.0087,#LORDS.MYTILENE_Per,7,37,passive
5.01.0087,#Lysimachus_Per,5,26,passive
5.01.0087,#Pericles_Per,7,37,passive
5.01.0087,#SAILORS.MYTILENE.1_Per,7,37,passive
5.01.0087,#SAILORS.TYRE.1_Per,7,37,passive
5.01.0088,#GENTLEMEN.TYRE.0.1_Per,13,81,passive
5.01.0088,#GENTLEMEN.TYRE_Per,13,81,passive
5.01.0088,#Helicanus_Per,11,70,passive
5.01.0088,#LORDS.MYTILENE.0.1_Per,11,65,passive
5.01.0088,#LORDS.MYTILENE_Per,13,81,passive
5.01.0088,#Lysimachus_Per,4,27,passive
5.01.0088,#Pericles_Per,13,81,passive
5.01.0088,#SAILORS.MYTILENE.1_Per,13,81,passive
5.01.0088,#SAILORS.TYRE.1_Per,13,81,passive
5.01.0089,#GENTLEMEN.TYRE.0.1_Per,13,87,passive
5.01.0089,#GENTLEMEN.TYRE_Per,13,87,passive
5.01.0089,#Helicanus_Per,6,41,passive
5.01.0089,#LORDS.MYTILENE_Per,13,87,passive
5.01.0089,#Lysimachus_Per,7,46,passive
5.01.0089,#Pericles_Per,13,87,passive
5.01.0089,#SAILORS.MYTILENE.1_Per,13,87,passive
5.01.0089,#SAILORS.TYRE.1_Per,13,87,passive
5.01.0090,#Companion_Per,201,1365,passive
5.01.0090,#GENTLEMEN.TYRE.0.1_Per,201,1365,passive
5.01.0090,#GENTLEMEN.TYRE_Per,201,1365,passive
5.01.0090,#Helicanus_Per,192,1322,passive
5.01.0090,#LORDS.MYTILENE.0.1_Per,201,1365,passive
5.01.0090,#LORDS.MYTILENE_Per,201,1365,passive
5.01.0090,#Lysimachus_Per,178,1201,passive
5.01.0090,#Marina_Per,137,944,passive
5.01.0090,#Pericles_Per,96,628,passive
5.01.0090,#SAILORS.MYTILENE.1_Per,201,1365,passive
5.01.0090,#SAILORS.TYRE.1_Per,201,1365,passive
5.01.0091,#GENTLEMEN.TYRE.0.1_Per,10,72,passive
5.01.0091,#LORDS.MYTILENE.0.1_Per,10,72,passive
5.01.0091,#Pericles_Per,10,72,passive
5.01.0092,#GENTLEMEN.TYRE.0.1_Per,3,9,passive
5.01.0092,#LORDS.MYTILENE.0.1_Per,3,9,passive
5.01.0093,#ATTENDANTS.PERICLES_Per,16,90,passive
5.01.0093,#GENTLEMEN.TYRE.0.1_Per,16,90,passive
5.01.0093,#Helicanus_Per,15,89,passive
5.01.0093,#LORDS.MYTILENE.0.1_Per,16,90,passive
5.01.0093,#Lysimachus_Per,12,71,passive
5.01.0093,#Marina_Per,16,90,passive
5.01.0093,#Pericles_Per,5,20,passive
5.03.0095,#ATTENDANTS.PERICLES_Per,98,642,passive
5.03.0095,#Cerimon_Per,81,534,passive
5.03.0095,#Helicanus_Per,97,637,passive
5.03.0095,#Lysimachus_Per,98,642,passive
5.03.0095,#Marina_Per,96,632,passive
5.03.0095,#PRIESTESSES_Per,98,642,passive
5.03.0095,#Pericles_Per,43,256,passive
5.03.0095,#Thaisa_Per,75,509,passive
