act,scene,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
5,3,#Diana_AWW,445,61,1476,202
5,3,#GENTLEMEN.3_AWW,80,11,197,25
5,3,#Helen_AWW,99,13,256,34
5,3,#King_AWW,1159,156,2776,380
5,3,#Lafew_AWW,253,35,2776,380
5,3,#Parolles_AWW,152,19,865,117
5,3,#Widow_AWW,23,3,1395,191
6,0,#Epilogue_AWW,52,6,52,6
1,2,#ATTENDANTS.KING_AWW,0,0,603,86
1,2,#Lafew_AWW,0,0,478,65
1,2,#Parolles_AWW,0,0,478,65
2,1,#ATTENDANTS.KING_AWW,0,0,1674,231
2,3,#ATTENDANTS.KING_AWW,0,0,1170,158
3,1,#SOLDIERS_AWW,0,0,177,27
3,3,#Parolles_AWW,0,0,94,14
3,3,#SOLDIERS_AWW,0,0,94,14
3,5,#Bertram_AWW,0,0,117,22
3,5,#CITIZENS_AWW,0,0,785,120
3,5,#SOLDIERS_AWW,0,0,117,22
4,3,#SOLDIERS_AWW,0,0,785,105
5,1,#ATTENDANTS_AWW,0,0,305,45
5,1,#Diana_AWW,0,0,305,45
5,3,#ATTENDANTS.KING.0.2_AWW,0,0,1500,205
5,3,#ATTENDANTS.KING_AWW,0,0,2776,380
5,3,#LORDS.DUMAINE.1_AWW,0,0,2776,380
5,3,#LORDS.DUMAINE.2_AWW,0,0,2776,380
