tag,type,n,text,xml:id,who,lemma,ana,part,rendition,prev,next,act,scene,onstage,stagegroup_raw,speaker
w,,PRO.4,with,fs-tro-0000660,,with,#acp-p,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.4,the,fs-tro-0000680,,the,#d,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.4,ministers,fs-tro-0000700,,minister,#n2,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.4,and,fs-tro-0000720,,and,#cc,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.4,instruments,fs-tro-0000740,,instrument,#n2,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
l,,PRO.5,,ftln-0005,,,,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
w,,PRO.5,Of,fs-tro-0000750,,of,#acp-p,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.5,cruel,fs-tro-0000770,,cruel,#j,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.5,war,fs-tro-0000790,,war,#n1,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
pc,,PRO.5,.,fs-tro-0000800,,,,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.5,Sixty,fs-tro-0000820,,sixty,#crd,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.5,and,fs-tro-0000840,,and,#cc,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.5,nine,fs-tro-0000860,,nine,#crd,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
pc,,PRO.5,",",fs-tro-0000870,,,,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.5,that,fs-tro-0000890,,that,#cs,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.5,wore,fs-tro-0000910,,wear,#vvd,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
l,,PRO.6,,ftln-0006,,,,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
w,,PRO.6,Their,fs-tro-0000920,,their,#po,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.6,crownets,fs-tro-0000940,,crownet,#n2,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.6,regal,fs-tro-0000960,,regal,#j,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
pc,,PRO.6,",",fs-tro-0000970,,,,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.6,from,fs-tro-0000990,,from,#acp-p,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.6,th’,fs-tro-0001010,,the,#d,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.6,Athenian,fs-tro-0001030,,Athenian,#j-nn,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.6,bay,fs-tro-0001050,,bay,#n1,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
l,,PRO.7,,ftln-0007,,,,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
w,,PRO.7,Put,fs-tro-0001060,,put,#vvb,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.7,forth,fs-tro-0001080,,forth,#av,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.7,toward,fs-tro-0001100,,towards,#acp-p,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.7,Phrygia,fs-tro-0001120,,Phrygia,#n1-nn,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
pc,,PRO.7,",",fs-tro-0001130,,,,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.7,and,fs-tro-0001150,,and,#cc,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.7,their,fs-tro-0001170,,their,#po,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.7,vow,fs-tro-0001190,,vow,#n1,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.7,is,fs-tro-0001210,,be,#vvz,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.7,made,fs-tro-0001230,,make,#vvn,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
l,,PRO.8,,ftln-0008,,,,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
w,,PRO.8,To,fs-tro-0001240,,to,#acp-cs,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.8,ransack,fs-tro-0001260,,ransack,#vvi,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.8,Troy,fs-tro-0001280,,Troy,#n1-nn,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
pc,,PRO.8,",",fs-tro-0001290,,,,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.8,within,fs-tro-0001310,,within,#acp-p,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.8,whose,fs-tro-0001330,,who,#crq-rg,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.8,strong,fs-tro-0001350,,strong,#j,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.8,immures,fs-tro-0001370,,immure,#n2,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
l,,PRO.9,,ftln-0009,,,,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
w,,PRO.9,The,fs-tro-0001380,,the,#d,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.9,ravished,fs-tro-0001400,,ravish,#j_vn,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.9,Helen,fs-tro-0001420,,Helen,#n1-nn,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
pc,,PRO.9,",",fs-tro-0001430,,,,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.9,Menelaus’,fs-tro-0001450,,Menelaus,#n1g-nn,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.9,queen,fs-tro-0001470,,queen,#n1,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
pc,,PRO.9,",",fs-tro-0001480,,,,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
l,,PRO.10,,ftln-0010,,,,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
w,,PRO.10,With,fs-tro-0001490,,with,#acp-p,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.10,wanton,fs-tro-0001510,,wanton,#j,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.10,Paris,fs-tro-0001530,,Paris,#n1-nn,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.10,sleeps,fs-tro-0001550,,sleep,#vvz,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
pc,,PRO.10,;,fs-tro-0001560,,,,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.10,and,fs-tro-0001580,,and,#cc,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.10,that’s,fs-tro-0001600,,that|be,#d|vvz,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.10,the,fs-tro-0001620,,the,#d,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.10,quarrel,fs-tro-0001640,,quarrel,#n1,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
pc,,PRO.10,.,fs-tro-0001650,,,,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
l,,PRO.11,,ftln-0011,,,#short,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
w,,PRO.11,To,fs-tro-0001660,,to,#acp-p,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.11,Tenedos,fs-tro-0001680,,Tenedos,#n1-nn,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.11,they,fs-tro-0001700,,they,#pns,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.11,come,fs-tro-0001720,,come,#vvb,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
pc,,PRO.11,",",fs-tro-0001730,,,,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
l,,PRO.12,,ftln-0012,,,,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
w,,PRO.12,And,fs-tro-0001740,,and,#cc,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.12,the,fs-tro-0001760,,the,#d,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.12,deep-drawing,fs-tro-0001780,,deep-drawing,#j,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.12,barks,fs-tro-0001800,,bark,#n2,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.12,do,fs-tro-0001820,,do,#vvb,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.12,there,fs-tro-0001840,,there,#acp-av,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.12,disgorge,fs-tro-0001860,,disgorge,#vvi,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
l,,PRO.13,,ftln-0013,,,,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
w,,PRO.13,Their,fs-tro-0001870,,their,#po,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.13,warlike,fs-tro-0001890,,warlike,#j,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.13,fraughtage,fs-tro-0001910,,fraughtage,#n1,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
pc,,PRO.13,.,fs-tro-0001920,,,,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.13,Now,fs-tro-0001940,,now,#av,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.13,on,fs-tro-0001960,,on,#acp-p,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.13,Dardan,fs-tro-0001980,,Dardan,#n1-nn,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.13,plains,fs-tro-0002000,,plain,#n2,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
l,,PRO.14,,ftln-0014,,,,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
w,,PRO.14,The,fs-tro-0002010,,the,#d,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.14,fresh,fs-tro-0002030,,fresh,#j,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.14,and,fs-tro-0002050,,and,#cc,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.14,yet,fs-tro-0002070,,yet,#av,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.14,unbruisèd,fs-tro-0002090,,unbruised,#j_vn,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.14,Greeks,fs-tro-0002110,,Greek,#n2-nn_j,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.14,do,fs-tro-0002130,,do,#vvb,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.14,pitch,fs-tro-0002150,,pitch,#vvi,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
l,,PRO.15,,ftln-0015,,,,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
w,,PRO.15,Their,fs-tro-0002160,,their,#po,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.15,brave,fs-tro-0002180,,brave,#j,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.15,pavilions,fs-tro-0002200,,pavilion,#n2,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
pc,,PRO.15,.,fs-tro-0002210,,,,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.15,Priam’s,fs-tro-0002230,,Priam,#n1g-nn,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.15,six-gated,fs-tro-0002250,,six-gated,#j,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.15,city,fs-tro-0002270,,city,#n1,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
pc,,PRO.15,—,fs-tro-0002280,,,,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
l,,PRO.16,,ftln-0016,,,,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
w,,PRO.16,Dardan,fs-tro-0002290,,Dardan,#n1-nn,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.16,and,fs-tro-0002310,,and,#cc,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.16,Timbria,fs-tro-0002330,,Timbria,#n1-nn,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
pc,,PRO.16,",",fs-tro-0002340,,,,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.16,Helias,fs-tro-0002360,,Helias,#n1-nn,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
pc,,PRO.16,",",fs-tro-0002370,,,,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.16,Chetas,fs-tro-0002390,,Cheta,#n1-nn,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
pc,,PRO.16,",",fs-tro-0002400,,,,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.16,Troien,fs-tro-0002420,,Troien,#n1-nn,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
pc,,PRO.16,",",fs-tro-0002430,,,,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
l,,PRO.17,,ftln-0017,,,,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
w,,PRO.17,And,fs-tro-0002440,,and,#cc,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.17,Antenorides,fs-tro-0002460,,Antenorides,#n1-nn,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
pc,,PRO.17,—,fs-tro-0002470,,,,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
w,,PRO.17,with,fs-tro-0002480,,with,#acp-p,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.17,massy,fs-tro-0002500,,massy,#j,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.17,staples,fs-tro-0002520,,staple,#n2,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
l,,PRO.18,,ftln-0018,,,,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
w,,PRO.18,And,fs-tro-0002530,,and,#cc,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.18,corresponsive,fs-tro-0002550,,corresponsive,#j,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.18,and,fs-tro-0002570,,and,#cc,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.18,fulfilling,fs-tro-0002590,,fulfil,#j_vg,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.18,bolts,fs-tro-0002610,,bolt,#n2,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
pc,,PRO.18,",",fs-tro-0002620,,,,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
l,,PRO.19,,ftln-0019,,,#short,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
w,,PRO.19,Spar,fs-tro-0002630,,spar,#vvb,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.19,up,fs-tro-0002650,,up,#acp-p,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.19,the,fs-tro-0002670,,the,#d,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
c,,, ,,,,,,,,,0,0,#Prologue_Tro,1,
w,,PRO.19,sons,fs-tro-0002690,,son,#n2,,,,,0,0,#Prologue_Tro,1,#Prologue_Tro
