tag,type,n,text,xml:id,who,ana,lemma,rendition,part,prev,act,scene,onstage,stagegroup_raw,speaker
w,,SD 1.1.0,a,fs-tmp-0000310,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,
w,,SD 1.1.0,Boatswain,fs-tmp-0000330,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,
pc,,SD 1.1.0,.,fs-tmp-0000340,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,
sp,,,,sp-0001,{'#Shipmaster_Tmp'},,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Shipmaster_Tmp
p,,,,p-0001,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,
lb,,1.1.1,,ftln-0001,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Shipmaster_Tmp
w,,1.1.1,Boatswain,fs-tmp-0000360,,#n1,boatswain,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Shipmaster_Tmp
pc,,1.1.1,!,fs-tmp-0000370,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Shipmaster_Tmp
sp,,,,sp-0002,{'#Boatswain_Tmp'},,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Boatswain_Tmp
p,,,,p-0002,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,
lb,,1.1.2,,ftln-0002,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Boatswain_Tmp
w,,1.1.2,Here,fs-tmp-0000390,,#av,here,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Boatswain_Tmp
pc,,1.1.2,",",fs-tmp-0000400,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Boatswain_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,
w,,1.1.2,master,fs-tmp-0000420,,#n1,master,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Boatswain_Tmp
pc,,1.1.2,.,fs-tmp-0000430,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Boatswain_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,
w,,1.1.2,What,fs-tmp-0000450,,#crq-q,what,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Boatswain_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,
w,,1.1.2,cheer,fs-tmp-0000470,,#n1,cheer,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Boatswain_Tmp
pc,,1.1.2,?,fs-tmp-0000480,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Boatswain_Tmp
sp,,,,sp-0003,{'#Shipmaster_Tmp'},,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Shipmaster_Tmp
p,,,,p-0003,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,
lb,,1.1.3,,ftln-0003,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Shipmaster_Tmp
w,,1.1.3,Good,fs-tmp-0000500,,#j,good,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Shipmaster_Tmp
pc,,1.1.3,",",fs-tmp-0000510,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Shipmaster_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,
w,,1.1.3,speak,fs-tmp-0000530,,#vvb,speak,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Shipmaster_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,
w,,1.1.3,to,fs-tmp-0000550,,#acp-p,to,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Shipmaster_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,
w,,1.1.3,th’,fs-tmp-0000570,,#d,the,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Shipmaster_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,
w,,1.1.3,mariners,fs-tmp-0000590,,#n2,mariner,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Shipmaster_Tmp
pc,,1.1.3,.,fs-tmp-0000600,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Shipmaster_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,
w,,1.1.3,Fall,fs-tmp-0000620,,#vvb,fall,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Shipmaster_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,
w,,1.1.3,to,fs-tmp-0000640,,#acp-p,to,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Shipmaster_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,
w,,1.1.3,’t,fs-tmp-0000660,,#pn,it,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Shipmaster_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,
w,,1.1.3,yarely,fs-tmp-0000680,,#av_j,yare,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Shipmaster_Tmp
pc,,1.1.3,",",fs-tmp-0000690,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Shipmaster_Tmp
lb,,1.1.4,,ftln-0004,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Shipmaster_Tmp
w,,1.1.4,or,fs-tmp-0000700,,#cc,or,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Shipmaster_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,
w,,1.1.4,we,fs-tmp-0000720,,#pns,we,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Shipmaster_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,
w,,1.1.4,run,fs-tmp-0000740,,#vvb,run,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Shipmaster_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,
w,,1.1.4,ourselves,fs-tmp-0000760,,#px,ourselves,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Shipmaster_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,
w,,1.1.4,aground,fs-tmp-0000780,,#av,aground,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Shipmaster_Tmp
pc,,1.1.4,.,fs-tmp-0000790,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Shipmaster_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,
w,,1.1.4,Bestir,fs-tmp-0000810,,#vvb,bestir,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Shipmaster_Tmp
pc,,1.1.4,",",fs-tmp-0000820,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Shipmaster_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,
w,,1.1.4,bestir,fs-tmp-0000840,,#vvb,bestir,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Shipmaster_Tmp
pc,,1.1.4,!,fs-tmp-0000850,,,,,,,1,1,#Boatswain_Tmp #Shipmaster_Tmp,1,#Shipmaster_Tmp
stage,exit,SD 1.1.4.1,,stg-0004.1,{'#Shipmaster_Tmp'},,,,,,1,1,#Boatswain_Tmp,2,
w,,SD 1.1.4.1,He,fs-tmp-0000860,,,,,,,1,1,#Boatswain_Tmp,2,
c,,, ,,,,,,,,1,1,#Boatswain_Tmp,2,
w,,SD 1.1.4.1,exits,fs-tmp-0000880,,,,,,,1,1,#Boatswain_Tmp,2,
pc,,SD 1.1.4.1,.,fs-tmp-0000890,,,,,,,1,1,#Boatswain_Tmp,2,
stage,entrance,SD 1.1.4.2,,stg-0004.2,{'#SAILORS_Tmp'},,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,
w,,SD 1.1.4.2,Enter,fs-tmp-0000900,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,
w,,SD 1.1.4.2,Mariners,fs-tmp-0000920,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,
pc,,SD 1.1.4.2,.,fs-tmp-0000930,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,
sp,,,,sp-0005,{'#Boatswain_Tmp'},,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
p,,,,p-0005,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,
lb,,1.1.5,,ftln-0005,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
w,,1.1.5,Heigh,fs-tmp-0000950,,#uh,hey,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
pc,,1.1.5,",",fs-tmp-0000960,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,
w,,1.1.5,my,fs-tmp-0000980,,#po,my,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,
w,,1.1.5,hearts,fs-tmp-0001000,,#n2,heart,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
pc,,1.1.5,!,fs-tmp-0001010,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,
w,,1.1.5,Cheerly,fs-tmp-0001030,,#av_j,cheerly,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
pc,,1.1.5,",",fs-tmp-0001040,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,
w,,1.1.5,cheerly,fs-tmp-0001060,,#av_j,cheerly,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
pc,,1.1.5,",",fs-tmp-0001070,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,
w,,1.1.5,my,fs-tmp-0001090,,#po,my,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
lb,,1.1.6,,ftln-0006,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
w,,1.1.6,hearts,fs-tmp-0001100,,#n2,heart,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
pc,,1.1.6,!,fs-tmp-0001110,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,
w,,1.1.6,Yare,fs-tmp-0001130,,#j,yare,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
pc,,1.1.6,",",fs-tmp-0001140,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,
w,,1.1.6,yare,fs-tmp-0001160,,#j,yare,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
pc,,1.1.6,!,fs-tmp-0001170,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,
w,,1.1.6,Take,fs-tmp-0001190,,#vvb,take,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,
w,,1.1.6,in,fs-tmp-0001210,,#acp-p,in,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,
w,,1.1.6,the,fs-tmp-0001230,,#d,the,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,
w,,1.1.6,topsail,fs-tmp-0001250,,#n1,topsail,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
pc,,1.1.6,.,fs-tmp-0001260,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,
w,,1.1.6,Tend,fs-tmp-0001280,,#vvb,tend,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,
w,,1.1.6,to,fs-tmp-0001300,,#acp-p,to,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,
w,,1.1.6,th’,fs-tmp-0001320,,#d,the,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
lb,,1.1.7,,ftln-0007,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
w,,1.1.7,Master’s,fs-tmp-0001330,,#n1g,master,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,
w,,1.1.7,whistle,fs-tmp-0001350,,#n1,whistle,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
pc,,1.1.7,.,fs-tmp-0001360,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
pc,,1.1.7,—,fs-tmp-0001370,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
w,,1.1.7,Blow,fs-tmp-0001380,,#vvb,blow,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,
w,,1.1.7,till,fs-tmp-0001400,,#acp-cs,till,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,
w,,1.1.7,thou,fs-tmp-0001420,,#pns,thou,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,
w,,1.1.7,burst,fs-tmp-0001440,,#vvb,burst,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,
w,,1.1.7,thy,fs-tmp-0001460,,#po,thy,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,
w,,1.1.7,wind,fs-tmp-0001480,,#n1,wind,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
pc,,1.1.7,",",fs-tmp-0001490,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,
w,,1.1.7,if,fs-tmp-0001510,,#cs,if,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
lb,,1.1.8,,ftln-0008,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
w,,1.1.8,room,fs-tmp-0001520,,#n1,room,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
c,,, ,,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,
w,,1.1.8,enough,fs-tmp-0001540,,#av_d,enough,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
pc,,1.1.8,!,fs-tmp-0001550,,,,,,,1,1,#Boatswain_Tmp #SAILORS_Tmp,3,#Boatswain_Tmp
stage,entrance,SD 1.1.8.1,,stg-0008.1,"{'#Antonio_Tmp', '#Gonzalo_Tmp', '#Alonso_Tmp', '#Sebastian_Tmp', '#Ferdinand_Tmp'}",,,,,,1,1,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,4,
w,,SD 1.1.8.1,Enter,fs-tmp-0001560,,,,,,,1,1,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,4,
c,,, ,,,,,,,,1,1,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,4,
w,,SD 1.1.8.1,Alonso,fs-tmp-0001580,,,,,,,1,1,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,4,
pc,,SD 1.1.8.1,",",fs-tmp-0001590,,,,,,,1,1,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,4,
c,,, ,,,,,,,,1,1,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,4,
w,,SD 1.1.8.1,Sebastian,fs-tmp-0001610,,,,,,,1,1,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,4,
pc,,SD 1.1.8.1,",",fs-tmp-0001620,,,,,,,1,1,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,4,
c,,, ,,,,,,,,1,1,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,4,
w,,SD 1.1.8.1,Antonio,fs-tmp-0001640,,,,,,,1,1,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,4,
pc,,SD 1.1.8.1,",",fs-tmp-0001650,,,,,,,1,1,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,4,
c,,, ,,,,,,,,1,1,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,4,
w,,SD 1.1.8.1,Ferdinand,fs-tmp-0001670,,,,,,,1,1,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,4,
pc,,SD 1.1.8.1,",",fs-tmp-0001680,,,,,,,1,1,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,4,
c,,, ,,,,,,,,1,1,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,4,
w,,SD 1.1.8.1,Gonzalo,fs-tmp-0001700,,,,,,,1,1,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,4,
pc,,SD 1.1.8.1,",",fs-tmp-0001710,,,,,,,1,1,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,4,
w,,SD 1.1.8.1,and,fs-tmp-0001720,,,,,,,1,1,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,4,
c,,, ,,,,,,,,1,1,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,4,
w,,SD 1.1.8.1,others,fs-tmp-0001740,,,,,,,1,1,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,4,
pc,,SD 1.1.8.1,.,fs-tmp-0001750,,,,,,,1,1,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,4,
sp,,,,sp-0009,{'#Alonso_Tmp'},,,,,,1,1,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,4,#Alonso_Tmp
p,,,,p-0009,,,,,,,1,1,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,4,
lb,,1.1.9,,ftln-0009,,,,,,,1,1,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,4,#Alonso_Tmp
w,,1.1.9,Good,fs-tmp-0001770,,#j,good,,,,1,1,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,4,#Alonso_Tmp
c,,, ,,,,,,,,1,1,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,4,
w,,1.1.9,boatswain,fs-tmp-0001790,,#n1,boatswain,,,,1,1,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,4,#Alonso_Tmp
pc,,1.1.9,",",fs-tmp-0001800,,,,,,,1,1,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,4,#Alonso_Tmp
c,,, ,,,,,,,,1,1,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,4,
w,,1.1.9,have,fs-tmp-0001820,,#vvb,have,,,,1,1,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,4,#Alonso_Tmp
c,,, ,,,,,,,,1,1,#Alonso_Tmp #Antonio_Tmp #Boatswain_Tmp #Ferdinand_Tmp #Gonzalo_Tmp #SAILORS_Tmp #Sebastian_Tmp,4,
