tag,type,n,text,xml:id,who,lemma,ana,rendition,part,prev,act,scene,onstage,stagegroup_raw,speaker
w,,1.1.1,this,fs-ayl-0000320,,this,#d,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
lb,,1.1.2,,ftln-0002,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
w,,1.1.2,fashion,fs-ayl-0000330,,fashion,#n1,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.2,bequeathed,fs-ayl-0000350,,bequeath,#vvn,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.2,me,fs-ayl-0000370,,i,#pno,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.2,by,fs-ayl-0000390,,by,#acp-p,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.2,will,fs-ayl-0000410,,will,#n1,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.2,but,fs-ayl-0000430,,but,#acp-av,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.2,poor,fs-ayl-0000450,,poor,#j,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.2,a,fs-ayl-0000470,,a,#d,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.2,thousand,fs-ayl-0000490,,thousand,#crd,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
lb,,1.1.3,,ftln-0003,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
w,,1.1.3,crowns,fs-ayl-0000500,,crown,#n2,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
pc,,1.1.3,",",fs-ayl-0000510,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.3,and,fs-ayl-0000530,,and,#cc,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
pc,,1.1.3,",",fs-ayl-0000540,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.3,as,fs-ayl-0000560,,as,#acp-cs,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.3,thou,fs-ayl-0000580,,thou,#pns,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.3,sayst,fs-ayl-0000600,,say,#vv2,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
pc,,1.1.3,",",fs-ayl-0000610,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.3,charged,fs-ayl-0000630,,charge,#vvd,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.3,my,fs-ayl-0000650,,my,#po,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.3,brother,fs-ayl-0000670,,brother,#n1,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.3,on,fs-ayl-0000690,,on,#acp-p,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
lb,,1.1.4,,ftln-0004,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
w,,1.1.4,his,fs-ayl-0000700,,his,#po,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.4,blessing,fs-ayl-0000720,,blessing,#n1,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.4,to,fs-ayl-0000740,,to,#acp-cs,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.4,breed,fs-ayl-0000760,,breed,#vvi,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.4,me,fs-ayl-0000780,,i,#pno,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.4,well,fs-ayl-0000800,,well,#av,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
pc,,1.1.4,.,fs-ayl-0000810,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.4,And,fs-ayl-0000830,,and,#cc,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.4,there,fs-ayl-0000850,,there,#acp-av,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.4,begins,fs-ayl-0000870,,begin,#vvz,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.4,my,fs-ayl-0000890,,my,#po,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
lb,,1.1.5,,ftln-0005,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
w,,1.1.5,sadness,fs-ayl-0000900,,sadness,#n1,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
pc,,1.1.5,.,fs-ayl-0000910,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.5,My,fs-ayl-0000930,,my,#po,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.5,brother,fs-ayl-0000950,,brother,#n1,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.5,Jaques,fs-ayl-0000970,,Jaques,#n1-nn,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.5,he,fs-ayl-0000990,,he,#pns,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.5,keeps,fs-ayl-0001010,,keep,#vvz,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.5,at,fs-ayl-0001030,,at,#acp-p,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.5,school,fs-ayl-0001050,,school,#n1,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
pc,,1.1.5,",",fs-ayl-0001060,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.5,and,fs-ayl-0001080,,and,#cc,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
lb,,1.1.6,,ftln-0006,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
w,,1.1.6,report,fs-ayl-0001090,,report,#n1,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.6,speaks,fs-ayl-0001110,,speak,#vvz,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.6,goldenly,fs-ayl-0001130,,golden,#av_j,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.6,of,fs-ayl-0001150,,of,#acp-p,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.6,his,fs-ayl-0001170,,his,#po,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.6,profit,fs-ayl-0001190,,profit,#n1,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
pc,,1.1.6,.,fs-ayl-0001200,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.6,For,fs-ayl-0001220,,for,#acp-p,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.6,my,fs-ayl-0001240,,my,#po,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.6,part,fs-ayl-0001260,,part,#n1,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
pc,,1.1.6,",",fs-ayl-0001270,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.6,he,fs-ayl-0001290,,he,#pns,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
lb,,1.1.7,,ftln-0007,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
w,,1.1.7,keeps,fs-ayl-0001300,,keep,#vvz,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.7,me,fs-ayl-0001320,,i,#pno,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.7,rustically,fs-ayl-0001340,,rustical,#av_j,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.7,at,fs-ayl-0001360,,at,#acp-p,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.7,home,fs-ayl-0001380,,home,#n1,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
pc,,1.1.7,",",fs-ayl-0001390,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.7,or,fs-ayl-0001410,,or,#cc,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
pc,,1.1.7,",",fs-ayl-0001420,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.7,to,fs-ayl-0001440,,to,#acp-cs,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.7,speak,fs-ayl-0001460,,speak,#vvi,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.7,more,fs-ayl-0001480,,more,#av-c_d,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
lb,,1.1.8,,ftln-0008,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
w,,1.1.8,properly,fs-ayl-0001490,,proper,#av_j,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
pc,,1.1.8,",",fs-ayl-0001500,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.8,stays,fs-ayl-0001520,,stay,#vvz,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.8,me,fs-ayl-0001540,,i,#pno,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.8,here,fs-ayl-0001560,,here,#av,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.8,at,fs-ayl-0001580,,at,#acp-p,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.8,home,fs-ayl-0001600,,home,#n1,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.8,unkept,fs-ayl-0001620,,unkept,#j,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
pc,,1.1.8,;,fs-ayl-0001630,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.8,for,fs-ayl-0001650,,for,#acp-p,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.8,call,fs-ayl-0001670,,call,#vvb,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.8,you,fs-ayl-0001690,,you,#pn,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
lb,,1.1.9,,ftln-0009,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
w,,1.1.9,that,fs-ayl-0001700,,that,#d,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
pc,,,“,fs-ayl--0001s,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.9,keeping,fs-ayl-0001720,,keep,#vvg,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
pc,,1.1.9,",",fs-ayl-0001725,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
pc,,,”,fs-ayl--0001e,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.9,for,fs-ayl-0001740,,for,#acp-p,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.9,a,fs-ayl-0001760,,a,#d,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.9,gentleman,fs-ayl-0001780,,gentleman,#n1,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.9,of,fs-ayl-0001800,,of,#acp-p,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.9,my,fs-ayl-0001820,,my,#po,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.9,birth,fs-ayl-0001840,,birth,#n1,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
pc,,1.1.9,",",fs-ayl-0001850,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.9,that,fs-ayl-0001870,,that,#cs,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
lb,,1.1.10,,ftln-0010,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
w,,1.1.10,differs,fs-ayl-0001880,,differ,#vvz,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.10,not,fs-ayl-0001900,,not,#xx,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.10,from,fs-ayl-0001920,,from,#acp-p,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.10,the,fs-ayl-0001940,,the,#d,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.10,stalling,fs-ayl-0001960,,stall,#n1_vg,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.10,of,fs-ayl-0001980,,of,#acp-p,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.10,an,fs-ayl-0002000,,a,#d,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.10,ox,fs-ayl-0002020,,ox,#n1,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
pc,,1.1.10,?,fs-ayl-0002030,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.10,His,fs-ayl-0002050,,his,#po,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.10,horses,fs-ayl-0002070,,horse,#n2,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.10,are,fs-ayl-0002090,,be,#vvb,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
lb,,1.1.11,,ftln-0011,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
w,,1.1.11,bred,fs-ayl-0002100,,breed,#vvn,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.11,better,fs-ayl-0002120,,better,#av-c_j,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
pc,,1.1.11,",",fs-ayl-0002130,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.11,for,fs-ayl-0002150,,for,#acp-p,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
pc,,1.1.11,",",fs-ayl-0002160,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.11,besides,fs-ayl-0002180,,beside,#acp-av,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.11,that,fs-ayl-0002200,,that,#cs,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.11,they,fs-ayl-0002220,,they,#pns,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.11,are,fs-ayl-0002240,,be,#vvb,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.11,fair,fs-ayl-0002260,,fair,#j,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.11,with,fs-ayl-0002280,,with,#acp-p,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.11,their,fs-ayl-0002300,,their,#po,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
lb,,1.1.12,,ftln-0012,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
w,,1.1.12,feeding,fs-ayl-0002310,,feed,#n1_vg,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
pc,,1.1.12,",",fs-ayl-0002320,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.12,they,fs-ayl-0002340,,they,#pns,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.12,are,fs-ayl-0002360,,be,#vvb,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.12,taught,fs-ayl-0002380,,teach,#vvn,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.12,their,fs-ayl-0002400,,their,#po,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
w,,1.1.12,manage,fs-ayl-0002420,,manage,#n1,,,,1,1,#Adam_AYL #Orlando_AYL,1,#Orlando_AYL
c,,, ,,,,,,,,1,1,#Adam_AYL #Orlando_AYL,1,
