tag,type,n,text,xml:id,who,lemma,ana,rendition,part,prev,next,act,scene,onstage,stagegroup_raw,speaker
lb,,1.1.1,,ftln-0001,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
w,,1.1.1,Before,fs-cor-0000350,,before,#acp-cs,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.1,we,fs-cor-0000370,,we,#pns,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.1,proceed,fs-cor-0000390,,proceed,#vvb,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.1,any,fs-cor-0000410,,any,#d,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.1,further,fs-cor-0000430,,further,#av-c_j,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
pc,,1.1.1,",",fs-cor-0000440,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.1,hear,fs-cor-0000460,,hear,#vvb,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.1,me,fs-cor-0000480,,i,#pno,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
lb,,1.1.2,,ftln-0002,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
w,,1.1.2,speak,fs-cor-0000490,,speak,#vvi,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
pc,,1.1.2,.,fs-cor-0000500,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
sp,,,,sp-0003,{'#CITIZENS.ROMAN_Cor'},,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN_Cor
p,,,,p-0003,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
lb,,1.1.3,,ftln-0003,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN_Cor
w,,1.1.3,Speak,fs-cor-0000520,,speak,#vvb,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN_Cor
pc,,1.1.3,",",fs-cor-0000530,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.3,speak,fs-cor-0000550,,speak,#vvb,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN_Cor
pc,,1.1.3,!,fs-cor-0000560,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN_Cor
sp,,,,sp-0004,{'#CITIZENS.ROMAN.0.1_Cor'},,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
p,,,,p-0004,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
lb,,1.1.4,,ftln-0004,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
w,,1.1.4,You,fs-cor-0000600,,you,#pn,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.4,are,fs-cor-0000620,,be,#vvb,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.4,all,fs-cor-0000640,,all,#d,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.4,resolved,fs-cor-0000660,,resolve,#vvn,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.4,rather,fs-cor-0000680,,rather,#av-c,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.4,to,fs-cor-0000700,,to,#acp-cs,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.4,die,fs-cor-0000720,,die,#vvi,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.4,than,fs-cor-0000740,,than,#cs,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.4,to,fs-cor-0000760,,to,#acp-cs,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
lb,,1.1.5,,ftln-0005,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
w,,1.1.5,famish,fs-cor-0000770,,famish,#vvi,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
pc,,1.1.5,?,fs-cor-0000780,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
sp,,,,sp-0006,{'#CITIZENS.ROMAN_Cor'},,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN_Cor
p,,,,p-0006,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
lb,,1.1.6,,ftln-0006,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN_Cor
w,,1.1.6,Resolved,fs-cor-0000800,,resolve,#vvn,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN_Cor
pc,,1.1.6,",",fs-cor-0000810,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.6,resolved,fs-cor-0000830,,resolve,#vvn,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN_Cor
pc,,1.1.6,!,fs-cor-0000840,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN_Cor
sp,,,,sp-0007,{'#CITIZENS.ROMAN.0.1_Cor'},,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
p,,,,p-0007,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
lb,,1.1.7,,ftln-0007,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
w,,1.1.7,First,fs-cor-0000880,,first,#ord,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
pc,,1.1.7,",",fs-cor-0000890,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.7,you,fs-cor-0000910,,you,#pn,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.7,know,fs-cor-0000930,,know,#vvb,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.7,Caius,fs-cor-0000950,,Caius,#n1-nn,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.7,Martius,fs-cor-0000970,,Martius,#n1-nn,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.7,is,fs-cor-0000990,,be,#vvz,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.7,chief,fs-cor-0001010,,chief,#j,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
lb,,1.1.8,,ftln-0008,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
w,,1.1.8,enemy,fs-cor-0001020,,enemy,#n1,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.8,to,fs-cor-0001040,,to,#acp-p,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.8,the,fs-cor-0001060,,the,#d,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.8,people,fs-cor-0001080,,people,#n1,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
pc,,1.1.8,.,fs-cor-0001090,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
sp,,,,sp-0009,{'#CITIZENS.ROMAN_Cor'},,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN_Cor
p,,,,p-0009,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
lb,,1.1.9,,ftln-0009,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN_Cor
w,,1.1.9,We,fs-cor-0001110,,we,#pns,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.9,know,fs-cor-0001130,,know,#vvb,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.9,’t,fs-cor-0001150,,it,#pn,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN_Cor
pc,,1.1.9,",",fs-cor-0001160,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.9,we,fs-cor-0001180,,we,#pns,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.9,know,fs-cor-0001200,,know,#vvb,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.9,’t,fs-cor-0001220,,it,#pn,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN_Cor
pc,,1.1.9,!,fs-cor-0001230,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN_Cor
sp,,,,sp-0010,{'#CITIZENS.ROMAN.0.1_Cor'},,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
p,,,,p-0010,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
lb,,1.1.10,,ftln-0010,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
w,,1.1.10,Let,fs-cor-0001270,,let,#vvb,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.10,us,fs-cor-0001290,,we,#pno,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.10,kill,fs-cor-0001310,,kill,#vvi,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.10,him,fs-cor-0001330,,he,#pno,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
pc,,1.1.10,",",fs-cor-0001340,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.10,and,fs-cor-0001360,,and,#cc,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.10,we’ll,fs-cor-0001380,,we|will,#pns|vmb,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.10,have,fs-cor-0001400,,have,#vvi,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.10,corn,fs-cor-0001420,,corn,#n1,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.10,at,fs-cor-0001440,,at,#acp-p,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
lb,,1.1.11,,ftln-0011,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
w,,1.1.11,our,fs-cor-0001450,,our,#po,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.11,own,fs-cor-0001470,,own,#d,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.11,price,fs-cor-0001490,,price,#n1,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
pc,,1.1.11,.,fs-cor-0001500,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.11,Is,fs-cor-0001520,,be,#vvz,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.11,’t,fs-cor-0001540,,it,#pn,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.11,a,fs-cor-0001560,,a,#d,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.11,verdict,fs-cor-0001580,,verdict,#n1,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
pc,,1.1.11,?,fs-cor-0001590,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN.0.1_Cor
sp,,,,sp-0012,{'#CITIZENS.ROMAN_Cor'},,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN_Cor
p,,,,p-0012,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
lb,,1.1.12,,ftln-0012,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN_Cor
w,,1.1.12,No,fs-cor-0001610,,no,#av-x_d,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.12,more,fs-cor-0001630,,more,#av-c_d,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.12,talking,fs-cor-0001650,,talk,#vvg,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN_Cor
c,,, ,,,,,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,
w,,1.1.12,on,fs-cor-0001670,,on,#acp-p,,,,,1,1,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,2,#CITIZENS.ROMAN_Cor
