tag,type,n,text,xml:id,who,lemma,ana,part,prev,rendition,act,scene,onstage,stagegroup_raw,speaker
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.2,the,fs-ant-0000320,,the,#d,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.2,measure,fs-ant-0000340,,measure,#n1,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
pc,,1.1.2,.,fs-ant-0000350,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.2,Those,fs-ant-0000370,,those,#d,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.2,his,fs-ant-0000390,,his,#po,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.2,goodly,fs-ant-0000410,,goodly,#j,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.2,eyes,fs-ant-0000430,,eye,#n2,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
pc,,1.1.2,",",fs-ant-0000440,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
l,,1.1.3,,ftln-0003,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
w,,1.1.3,That,fs-ant-0000450,,that,#cs,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.3,o’er,fs-ant-0000470,,over,#acp-p,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.3,the,fs-ant-0000490,,the,#d,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.3,files,fs-ant-0000510,,file,#n2,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.3,and,fs-ant-0000530,,and,#cc,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.3,musters,fs-ant-0000550,,muster,#n2,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.3,of,fs-ant-0000570,,of,#acp-p,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.3,the,fs-ant-0000590,,the,#d,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.3,war,fs-ant-0000610,,war,#n1,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
l,,1.1.4,,ftln-0004,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
w,,1.1.4,Have,fs-ant-0000620,,have,#vvb,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.4,glowed,fs-ant-0000640,,glow,#vvn,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.4,like,fs-ant-0000660,,like,#acp-p,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.4,plated,fs-ant-0000680,,plate,#j_vn,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.4,Mars,fs-ant-0000700,,Mars,#n1-nn,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
pc,,1.1.4,",",fs-ant-0000710,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.4,now,fs-ant-0000730,,now,#av,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.4,bend,fs-ant-0000750,,bend,#vvb,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
pc,,1.1.4,",",fs-ant-0000760,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.4,now,fs-ant-0000780,,now,#av,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.4,turn,fs-ant-0000800,,turn,#vvb,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
l,,1.1.5,,ftln-0005,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
w,,1.1.5,The,fs-ant-0000810,,the,#d,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.5,office,fs-ant-0000830,,office,#n1,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.5,and,fs-ant-0000850,,and,#cc,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.5,devotion,fs-ant-0000870,,devotion,#n1,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.5,of,fs-ant-0000890,,of,#acp-p,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.5,their,fs-ant-0000910,,their,#po,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.5,view,fs-ant-0000930,,view,#n1,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
l,,1.1.6,,ftln-0006,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
w,,1.1.6,Upon,fs-ant-0000940,,upon,#acp-p,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.6,a,fs-ant-0000960,,a,#d,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.6,tawny,fs-ant-0000980,,tawny,#j,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.6,front,fs-ant-0001000,,front,#n1,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
pc,,1.1.6,.,fs-ant-0001010,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.6,His,fs-ant-0001030,,his,#po,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.6,captain’s,fs-ant-0001050,,captain,#n1g,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.6,heart,fs-ant-0001070,,heart,#n1,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
pc,,1.1.6,",",fs-ant-0001080,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
l,,1.1.7,,ftln-0007,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
w,,1.1.7,Which,fs-ant-0001090,,which,#crq-r,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.7,in,fs-ant-0001110,,in,#acp-p,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.7,the,fs-ant-0001130,,the,#d,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.7,scuffles,fs-ant-0001150,,scuffle,#n2,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.7,of,fs-ant-0001170,,of,#acp-p,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.7,great,fs-ant-0001190,,great,#j,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.7,fights,fs-ant-0001210,,fight,#n2,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.7,hath,fs-ant-0001230,,have,#vvz,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.7,burst,fs-ant-0001250,,burst,#vvn,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
l,,1.1.8,,ftln-0008,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
w,,1.1.8,The,fs-ant-0001260,,the,#d,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.8,buckles,fs-ant-0001280,,buckle,#n2,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.8,on,fs-ant-0001300,,on,#acp-p,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.8,his,fs-ant-0001320,,his,#po,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.8,breast,fs-ant-0001340,,breast,#n1,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
pc,,1.1.8,",",fs-ant-0001350,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.8,reneges,fs-ant-0001370,,renege,#vvz,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.8,all,fs-ant-0001390,,all,#d,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.8,temper,fs-ant-0001410,,temper,#n1,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
l,,1.1.9,,ftln-0009,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
w,,1.1.9,And,fs-ant-0001420,,and,#cc,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.9,is,fs-ant-0001440,,be,#vvz,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.9,become,fs-ant-0001460,,become,#vvn,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.9,the,fs-ant-0001480,,the,#d,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.9,bellows,fs-ant-0001500,,bellows,#n2,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.9,and,fs-ant-0001520,,and,#cc,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.9,the,fs-ant-0001540,,the,#d,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.9,fan,fs-ant-0001560,,fan,#n1,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
l,,1.1.10,,ftln-0010,,,,I,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
w,,1.1.10,To,fs-ant-0001570,,to,#acp-cs,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.10,cool,fs-ant-0001590,,cool,#vvi,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.10,a,fs-ant-0001610,,a,#d,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.10,gypsy’s,fs-ant-0001630,,Gipsy,#n1g-nn,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
c,,, ,,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,
w,,1.1.10,lust,fs-ant-0001650,,lust,#n1,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
pc,,1.1.10,.,fs-ant-0001660,,,,,,,1,1,#Demetrius_Ant #Philo_Ant,1,#Philo_Ant
stage,entrance,SD 1.1.10.1,,stg-0010.1,"{'#Charmian_Ant', '#Iras_Ant', '#Antony_JC', '#Mardian_Ant', '#EUNUCHS_Ant', '#Alexas_Ant', '#Cleopatra_Ant'}",,,,,,1,1,#Alexas_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Demetrius_Ant #EUNUCHS_Ant #Iras_Ant #Mardian_Ant #Philo_Ant,2,#Philo_Ant
stage,sound,SD 1.1.10.1,,snd-0010.1,,,flourish,,,,1,1,#Alexas_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Demetrius_Ant #EUNUCHS_Ant #Iras_Ant #Mardian_Ant #Philo_Ant,2,#Philo_Ant
w,,SD 1.1.10.1,Flourish,fs-ant-0001670,,,,,,,1,1,#Alexas_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Demetrius_Ant #EUNUCHS_Ant #Iras_Ant #Mardian_Ant #Philo_Ant,2,#Philo_Ant
pc,,SD 1.1.10.1,.,fs-ant-0001680,,,,,,,1,1,#Alexas_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Demetrius_Ant #EUNUCHS_Ant #Iras_Ant #Mardian_Ant #Philo_Ant,2,#Philo_Ant
c,,, ,,,,,,,,1,1,#Alexas_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Demetrius_Ant #EUNUCHS_Ant #Iras_Ant #Mardian_Ant #Philo_Ant,2,
w,,SD 1.1.10.1,Enter,fs-ant-0001700,,,,,,,1,1,#Alexas_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Demetrius_Ant #EUNUCHS_Ant #Iras_Ant #Mardian_Ant #Philo_Ant,2,#Philo_Ant
c,,, ,,,,,,,,1,1,#Alexas_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Demetrius_Ant #EUNUCHS_Ant #Iras_Ant #Mardian_Ant #Philo_Ant,2,
w,,SD 1.1.10.1,Antony,fs-ant-0001720,,,,,,,1,1,#Alexas_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Demetrius_Ant #EUNUCHS_Ant #Iras_Ant #Mardian_Ant #Philo_Ant,2,#Philo_Ant
pc,,SD 1.1.10.1,",",fs-ant-0001730,,,,,,,1,1,#Alexas_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Demetrius_Ant #EUNUCHS_Ant #Iras_Ant #Mardian_Ant #Philo_Ant,2,#Philo_Ant
c,,, ,,,,,,,,1,1,#Alexas_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Demetrius_Ant #EUNUCHS_Ant #Iras_Ant #Mardian_Ant #Philo_Ant,2,
w,,SD 1.1.10.1,Cleopatra,fs-ant-0001750,,,,,,,1,1,#Alexas_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Demetrius_Ant #EUNUCHS_Ant #Iras_Ant #Mardian_Ant #Philo_Ant,2,#Philo_Ant
pc,,SD 1.1.10.1,",",fs-ant-0001760,,,,,,,1,1,#Alexas_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Demetrius_Ant #EUNUCHS_Ant #Iras_Ant #Mardian_Ant #Philo_Ant,2,#Philo_Ant
c,,, ,,,,,,,,1,1,#Alexas_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Demetrius_Ant #EUNUCHS_Ant #Iras_Ant #Mardian_Ant #Philo_Ant,2,
w,,SD 1.1.10.1,her,fs-ant-0001780,,,,,,,1,1,#Alexas_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Demetrius_Ant #EUNUCHS_Ant #Iras_Ant #Mardian_Ant #Philo_Ant,2,#Philo_Ant
c,,, ,,,,,,,,1,1,#Alexas_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Demetrius_Ant #EUNUCHS_Ant #Iras_Ant #Mardian_Ant #Philo_Ant,2,
w,,SD 1.1.10.1,Ladies,fs-ant-0001800,,,,,,,1,1,#Alexas_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Demetrius_Ant #EUNUCHS_Ant #Iras_Ant #Mardian_Ant #Philo_Ant,2,#Philo_Ant
pc,,SD 1.1.10.1,",",fs-ant-0001810,,,,,,,1,1,#Alexas_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Demetrius_Ant #EUNUCHS_Ant #Iras_Ant #Mardian_Ant #Philo_Ant,2,#Philo_Ant
c,,, ,,,,,,,,1,1,#Alexas_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Demetrius_Ant #EUNUCHS_Ant #Iras_Ant #Mardian_Ant #Philo_Ant,2,
w,,SD 1.1.10.1,the,fs-ant-0001830,,,,,,,1,1,#Alexas_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Demetrius_Ant #EUNUCHS_Ant #Iras_Ant #Mardian_Ant #Philo_Ant,2,#Philo_Ant
c,,, ,,,,,,,,1,1,#Alexas_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Demetrius_Ant #EUNUCHS_Ant #Iras_Ant #Mardian_Ant #Philo_Ant,2,
w,,SD 1.1.10.1,Train,fs-ant-0001850,,,,,,,1,1,#Alexas_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Demetrius_Ant #EUNUCHS_Ant #Iras_Ant #Mardian_Ant #Philo_Ant,2,#Philo_Ant
pc,,SD 1.1.10.1,",",fs-ant-0001860,,,,,,,1,1,#Alexas_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Demetrius_Ant #EUNUCHS_Ant #Iras_Ant #Mardian_Ant #Philo_Ant,2,#Philo_Ant
w,,SD 1.1.10.1,with,fs-ant-0001870,,,,,,,1,1,#Alexas_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Demetrius_Ant #EUNUCHS_Ant #Iras_Ant #Mardian_Ant #Philo_Ant,2,#Philo_Ant
c,,, ,,,,,,,,1,1,#Alexas_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Demetrius_Ant #EUNUCHS_Ant #Iras_Ant #Mardian_Ant #Philo_Ant,2,
w,,SD 1.1.10.1,Eunuchs,fs-ant-0001890,,,,,,,1,1,#Alexas_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Demetrius_Ant #EUNUCHS_Ant #Iras_Ant #Mardian_Ant #Philo_Ant,2,#Philo_Ant
c,,, ,,,,,,,,1,1,#Alexas_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Demetrius_Ant #EUNUCHS_Ant #Iras_Ant #Mardian_Ant #Philo_Ant,2,
w,,SD 1.1.10.1,fanning,fs-ant-0001910,,,,,,,1,1,#Alexas_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Demetrius_Ant #EUNUCHS_Ant #Iras_Ant #Mardian_Ant #Philo_Ant,2,#Philo_Ant
c,,, ,,,,,,,,1,1,#Alexas_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Demetrius_Ant #EUNUCHS_Ant #Iras_Ant #Mardian_Ant #Philo_Ant,2,
w,,SD 1.1.10.1,her,fs-ant-0001930,,,,,,,1,1,#Alexas_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Demetrius_Ant #EUNUCHS_Ant #Iras_Ant #Mardian_Ant #Philo_Ant,2,#Philo_Ant
pc,,SD 1.1.10.1,.,fs-ant-0001940,,,,,,,1,1,#Alexas_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Demetrius_Ant #EUNUCHS_Ant #Iras_Ant #Mardian_Ant #Philo_Ant,2,#Philo_Ant
l,,1.1.11,,ftln-0011,,,,F,,,1,1,#Alexas_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Demetrius_Ant #EUNUCHS_Ant #Iras_Ant #Mardian_Ant #Philo_Ant,2,#Philo_Ant
w,,1.1.11,Look,fs-ant-0001950,,look,#vvb,,,,1,1,#Alexas_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Demetrius_Ant #EUNUCHS_Ant #Iras_Ant #Mardian_Ant #Philo_Ant,2,#Philo_Ant
c,,, ,,,,,,,,1,1,#Alexas_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Demetrius_Ant #EUNUCHS_Ant #Iras_Ant #Mardian_Ant #Philo_Ant,2,
w,,1.1.11,where,fs-ant-0001970,,where,#crq-cs,,,,1,1,#Alexas_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Demetrius_Ant #EUNUCHS_Ant #Iras_Ant #Mardian_Ant #Philo_Ant,2,#Philo_Ant
c,,, ,,,,,,,,1,1,#Alexas_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Demetrius_Ant #EUNUCHS_Ant #Iras_Ant #Mardian_Ant #Philo_Ant,2,
w,,1.1.11,they,fs-ant-0001990,,they,#pns,,,,1,1,#Alexas_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Demetrius_Ant #EUNUCHS_Ant #Iras_Ant #Mardian_Ant #Philo_Ant,2,#Philo_Ant
