tag,type,n,text,xml:id,who,lemma,ana,part,rendition,prev,act,scene,onstage,stagegroup_raw,speaker
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,SD 1.1.0,Essex,fs-jn-0000220,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
pc,,SD 1.1.0,",",fs-jn-0000230,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,SD 1.1.0,and,fs-jn-0000250,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,SD 1.1.0,Salisbury,fs-jn-0000260,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
pc,,SD 1.1.0,",",fs-jn-0000270,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,SD 1.1.0,with,fs-jn-0000290,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,SD 1.1.0,the,fs-jn-0000310,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,SD 1.1.0,Chatillion,fs-jn-0000330,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,SD 1.1.0,of,fs-jn-0000350,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,SD 1.1.0,France,fs-jn-0000370,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
pc,,SD 1.1.0,.,fs-jn-0000380,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
sp,,,,sp-0001,{'#KingJohn_Jn'},,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#KingJohn_Jn
l,,1.1.1,,ftln-0001,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#KingJohn_Jn
w,,1.1.1,Now,fs-jn-0000420,,now,#av,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#KingJohn_Jn
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,1.1.1,say,fs-jn-0000440,,say,#vvb,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#KingJohn_Jn
pc,,1.1.1,",",fs-jn-0000450,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#KingJohn_Jn
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,1.1.1,Chatillion,fs-jn-0000470,,Chatillion,#n1-nn,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#KingJohn_Jn
pc,,1.1.1,",",fs-jn-0000480,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#KingJohn_Jn
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,1.1.1,what,fs-jn-0000500,,what,#crq-q,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#KingJohn_Jn
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,1.1.1,would,fs-jn-0000520,,will,#vmd,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#KingJohn_Jn
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,1.1.1,France,fs-jn-0000540,,France,#n1-nn,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#KingJohn_Jn
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,1.1.1,with,fs-jn-0000560,,with,#acp-p,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#KingJohn_Jn
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,1.1.1,us,fs-jn-0000580,,we,#pno,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#KingJohn_Jn
pc,,1.1.1,?,fs-jn-0000590,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#KingJohn_Jn
sp,,,,sp-0002,{'#Chatillion_Jn'},,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#Chatillion_Jn
l,,1.1.2,,ftln-0002,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#Chatillion_Jn
w,,1.1.2,Thus,fs-jn-0000610,,thus,#av,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#Chatillion_Jn
pc,,1.1.2,",",fs-jn-0000620,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#Chatillion_Jn
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,1.1.2,after,fs-jn-0000640,,after,#acp-p,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#Chatillion_Jn
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,1.1.2,greeting,fs-jn-0000660,,greeting,#n1,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#Chatillion_Jn
pc,,1.1.2,",",fs-jn-0000670,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#Chatillion_Jn
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,1.1.2,speaks,fs-jn-0000690,,speak,#vvz,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#Chatillion_Jn
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,1.1.2,the,fs-jn-0000710,,the,#d,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#Chatillion_Jn
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,1.1.2,King,fs-jn-0000730,,king,#n1,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#Chatillion_Jn
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,1.1.2,of,fs-jn-0000750,,of,#acp-p,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#Chatillion_Jn
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,1.1.2,France,fs-jn-0000770,,France,#n1-nn,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#Chatillion_Jn
l,,1.1.3,,ftln-0003,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#Chatillion_Jn
w,,1.1.3,In,fs-jn-0000780,,in,#acp-p,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#Chatillion_Jn
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,1.1.3,my,fs-jn-0000800,,my,#po,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#Chatillion_Jn
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,1.1.3,behavior,fs-jn-0000820,,behaviour,#n1,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#Chatillion_Jn
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,1.1.3,to,fs-jn-0000840,,to,#acp-p,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#Chatillion_Jn
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,1.1.3,the,fs-jn-0000860,,the,#d,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#Chatillion_Jn
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,1.1.3,majesty,fs-jn-0000880,,majesty,#n1,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#Chatillion_Jn
pc,,1.1.3,",",fs-jn-0000890,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#Chatillion_Jn
l,,1.1.4,,ftln-0004,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#Chatillion_Jn
w,,1.1.4,The,fs-jn-0000900,,the,#d,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#Chatillion_Jn
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,1.1.4,borrowed,fs-jn-0000920,,borrow,#j_vn,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#Chatillion_Jn
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,1.1.4,majesty,fs-jn-0000940,,majesty,#n1,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#Chatillion_Jn
pc,,1.1.4,",",fs-jn-0000950,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#Chatillion_Jn
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,1.1.4,of,fs-jn-0000970,,of,#acp-p,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#Chatillion_Jn
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,1.1.4,England,fs-jn-0000990,,England,#n1-nn,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#Chatillion_Jn
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,1.1.4,here,fs-jn-0001010,,here,#av,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#Chatillion_Jn
pc,,1.1.4,.,fs-jn-0001020,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#Chatillion_Jn
sp,,,,sp-0005,{'#QueenEleanor_Jn'},,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#QueenEleanor_Jn
l,,1.1.5,,ftln-0005,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#QueenEleanor_Jn
w,,1.1.5,A,fs-jn-0001060,,a,#d,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#QueenEleanor_Jn
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,1.1.5,strange,fs-jn-0001080,,strange,#j,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#QueenEleanor_Jn
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,1.1.5,beginning,fs-jn-0001100,,beginning,#n1,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#QueenEleanor_Jn
pc,,1.1.5,:,fs-jn-0001110,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#QueenEleanor_Jn
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
pc,,,“,fs-jn--0001s,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,1.1.5,borrowed,fs-jn-0001130,,borrow,#j_vn,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#QueenEleanor_Jn
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,1.1.5,majesty,fs-jn-0001150,,majesty,#n1,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#QueenEleanor_Jn
pc,,,”,fs-jn--0001e,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
pc,,1.1.5,!,fs-jn-0001160,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#QueenEleanor_Jn
sp,,,,sp-0006,{'#KingJohn_Jn'},,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#KingJohn_Jn
l,,1.1.6,,ftln-0006,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#KingJohn_Jn
w,,1.1.6,Silence,fs-jn-0001200,,silence,#n1,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#KingJohn_Jn
pc,,1.1.6,",",fs-jn-0001210,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#KingJohn_Jn
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,1.1.6,good,fs-jn-0001230,,good,#j,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#KingJohn_Jn
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,1.1.6,mother,fs-jn-0001250,,mother,#n1,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#KingJohn_Jn
pc,,1.1.6,.,fs-jn-0001260,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#KingJohn_Jn
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,1.1.6,Hear,fs-jn-0001280,,hear,#vvb,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#KingJohn_Jn
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,1.1.6,the,fs-jn-0001300,,the,#d,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#KingJohn_Jn
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,1.1.6,embassy,fs-jn-0001320,,embassy,#n1,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#KingJohn_Jn
pc,,1.1.6,.,fs-jn-0001330,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#KingJohn_Jn
sp,,,,sp-0007,{'#Chatillion_Jn'},,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#Chatillion_Jn
l,,1.1.7,,ftln-0007,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#Chatillion_Jn
w,,1.1.7,Philip,fs-jn-0001350,,Philip,#n1-nn,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#Chatillion_Jn
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,1.1.7,of,fs-jn-0001370,,of,#acp-p,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#Chatillion_Jn
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
w,,1.1.7,France,fs-jn-0001390,,France,#n1-nn,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#Chatillion_Jn
pc,,1.1.7,",",fs-jn-0001400,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,#Chatillion_Jn
c,,, ,,,,,,,,1,1,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,1,
