tag,type,n,text,xml:id,who,ana,lemma,part,rendition,next,prev,act,scene,onstage,stagegroup_raw,speaker
w,,SD 1.1.0,doors,fs-tim-0000260,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
pc,,SD 1.1.0,.,fs-tim-0000270,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
sp,,,,sp-0001,{'#Poet_Tim'},,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
l,,1.1.1,,ftln-0001,,#short,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
w,,1.1.1,Good,fs-tim-0000290,,#j,good,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.1,day,fs-tim-0000310,,#n1,day,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
pc,,1.1.1,",",fs-tim-0000320,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.1,sir,fs-tim-0000340,,#n1,sir,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
pc,,1.1.1,.,fs-tim-0000350,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
sp,,,,sp-0002,{'#Painter_Tim'},,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Painter_Tim
l,,1.1.2,,ftln-0002,,#short,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Painter_Tim
w,,1.1.2,I,fs-tim-0000370,,#pns,i,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Painter_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.2,am,fs-tim-0000390,,#vvm,be,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Painter_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.2,glad,fs-tim-0000410,,#j,glad,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Painter_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.2,you’re,fs-tim-0000430,,#pn|vvb,you|be,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Painter_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.2,well,fs-tim-0000450,,#av,well,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Painter_Tim
pc,,1.1.2,.,fs-tim-0000460,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Painter_Tim
sp,,,,sp-0003,{'#Poet_Tim'},,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
l,,1.1.3,,ftln-0003,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
w,,1.1.3,I,fs-tim-0000480,,#pns,i,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.3,have,fs-tim-0000500,,#vvb,have,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.3,not,fs-tim-0000520,,#xx,not,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.3,seen,fs-tim-0000540,,#vvn,see,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.3,you,fs-tim-0000560,,#pn,you,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.3,long,fs-tim-0000580,,#av_j,long,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
pc,,1.1.3,.,fs-tim-0000590,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.3,How,fs-tim-0000610,,#crq-q,how,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.3,goes,fs-tim-0000630,,#vvz,go,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.3,the,fs-tim-0000650,,#d,the,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.3,world,fs-tim-0000670,,#n1,world,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
pc,,1.1.3,?,fs-tim-0000680,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
sp,,,,sp-0004,{'#Painter_Tim'},,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Painter_Tim
l,,1.1.4,,ftln-0004,,,,I,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Painter_Tim
w,,1.1.4,It,fs-tim-0000700,,#pn,it,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Painter_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.4,wears,fs-tim-0000720,,#vvz,wear,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Painter_Tim
pc,,1.1.4,",",fs-tim-0000730,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Painter_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.4,sir,fs-tim-0000750,,#n1,sir,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Painter_Tim
pc,,1.1.4,",",fs-tim-0000760,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Painter_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.4,as,fs-tim-0000780,,#acp-cs,as,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Painter_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.4,it,fs-tim-0000800,,#pn,it,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Painter_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.4,grows,fs-tim-0000820,,#vvz,grow,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Painter_Tim
pc,,1.1.4,.,fs-tim-0000830,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Painter_Tim
sp,,,,sp-0005,{'#Poet_Tim'},,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
l,,1.1.5,,ftln-0005,,,,F,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
w,,1.1.5,Ay,fs-tim-0000850,,#uh,ay,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
pc,,1.1.5,",",fs-tim-0000860,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.5,that’s,fs-tim-0000880,,#d|vvz,that|be,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.5,well,fs-tim-0000900,,#av,well,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.5,known,fs-tim-0000920,,#vvn,know,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
pc,,1.1.5,.,fs-tim-0000930,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
l,,1.1.6,,ftln-0006,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
w,,1.1.6,But,fs-tim-0000940,,#acp-cc,but,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.6,what,fs-tim-0000960,,#crq-q,what,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.6,particular,fs-tim-0000980,,#j,particular,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.6,rarity,fs-tim-0001000,,#n1,rarity,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
pc,,1.1.6,",",fs-tim-0001010,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.6,what,fs-tim-0001030,,#crq-q,what,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.6,strange,fs-tim-0001050,,#j,strange,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
pc,,1.1.6,",",fs-tim-0001060,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
l,,1.1.7,,ftln-0007,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
w,,1.1.7,Which,fs-tim-0001070,,#crq-r,which,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.7,manifold,fs-tim-0001090,,#j,manifold,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.7,record,fs-tim-0001110,,#n1,record,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.7,not,fs-tim-0001130,,#xx,not,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.7,matches,fs-tim-0001150,,#vvz,match,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
pc,,1.1.7,?,fs-tim-0001160,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.7,See,fs-tim-0001180,,#vvb,see,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
pc,,1.1.7,",",fs-tim-0001190,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
l,,1.1.8,,ftln-0008,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
w,,1.1.8,Magic,fs-tim-0001200,,#n1_j,magic,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.8,of,fs-tim-0001220,,#acp-p,of,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.8,bounty,fs-tim-0001240,,#n1,bounty,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
pc,,1.1.8,",",fs-tim-0001250,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.8,all,fs-tim-0001270,,#av_d,all,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.8,these,fs-tim-0001290,,#d,these,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.8,spirits,fs-tim-0001310,,#n2,spirit,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.8,thy,fs-tim-0001330,,#po,thy,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.8,power,fs-tim-0001350,,#n1,power,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
l,,1.1.9,,ftln-0009,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
w,,1.1.9,Hath,fs-tim-0001360,,#vvz,have,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.9,conjured,fs-tim-0001380,,#vvn,conjure,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.9,to,fs-tim-0001400,,#acp-cs,to,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.9,attend,fs-tim-0001420,,#vvi,attend,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
pc,,1.1.9,.,fs-tim-0001430,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.9,I,fs-tim-0001450,,#pns,i,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.9,know,fs-tim-0001470,,#vvb,know,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.9,the,fs-tim-0001490,,#d,the,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.9,merchant,fs-tim-0001510,,#n1,merchant,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
pc,,1.1.9,.,fs-tim-0001520,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Poet_Tim
sp,,,,sp-0010,{'#Painter_Tim'},,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Painter_Tim
l,,1.1.10,,ftln-0010,,#short,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Painter_Tim
w,,1.1.10,I,fs-tim-0001540,,#pns,i,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Painter_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.10,know,fs-tim-0001560,,#vvb,know,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Painter_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.10,them,fs-tim-0001580,,#pno,they,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Painter_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.10,both,fs-tim-0001600,,#d,both,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Painter_Tim
pc,,1.1.10,.,fs-tim-0001610,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Painter_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.10,Th’,fs-tim-0001630,,#d,the,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Painter_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.10,other’s,fs-tim-0001650,,#n1_j|vvz,other|be,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Painter_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.10,a,fs-tim-0001670,,#d,a,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Painter_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.10,jeweler,fs-tim-0001690,,#n1,jeweller,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Painter_Tim
pc,,1.1.10,.,fs-tim-0001700,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Painter_Tim
sp,,,,sp-0011,{'#Merchant_Tim'},,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Merchant_Tim
stage,delivery,SD 1.1.11.0,,stg-0011.0,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Merchant_Tim
pc,,SD 1.1.11.0,",",fs-tim-0001720,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Merchant_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,SD 1.1.11.0,to,fs-tim-0001740,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Merchant_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,SD 1.1.11.0,Jeweler,fs-tim-0001760,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Merchant_Tim
l,,1.1.11,,ftln-0011,,,,I,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Merchant_Tim
w,,1.1.11,O,fs-tim-0001770,,#uh,oh,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Merchant_Tim
pc,,1.1.11,",",fs-tim-0001780,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Merchant_Tim
c,,, ,,,,,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,
w,,1.1.11,’tis,fs-tim-0001800,,#pn|vvz,it|be,,,,,1,1,#Jeweler_Tim #Merchant_Tim #Painter_Tim #Poet_Tim,1,#Merchant_Tim
