tag,type,n,text,xml:id,who,lemma,ana,part,rendition,prev,next,act,scene,onstage,stagegroup_raw,speaker
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,SD 1.1.0,and,fs-aww-0000280,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,SD 1.1.0,Helen,fs-aww-0000300,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
pc,,SD 1.1.0,",",fs-aww-0000310,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,SD 1.1.0,Lord,fs-aww-0000330,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,SD 1.1.0,Lafew,fs-aww-0000350,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
pc,,SD 1.1.0,",",fs-aww-0000360,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,SD 1.1.0,all,fs-aww-0000380,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,SD 1.1.0,in,fs-aww-0000400,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,SD 1.1.0,black,fs-aww-0000420,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
pc,,SD 1.1.0,.,fs-aww-0000430,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
sp,,,,sp-0001,{'#Countess_AWW'},,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Countess_AWW
p,,,,p-0001,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
lb,,1.1.1,,ftln-0001,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Countess_AWW
w,,1.1.1,In,fs-aww-0000450,,in,#acp-p,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Countess_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.1,delivering,fs-aww-0000470,,deliver,#vvg,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Countess_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.1,my,fs-aww-0000490,,my,#po,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Countess_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.1,son,fs-aww-0000510,,son,#n1,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Countess_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.1,from,fs-aww-0000530,,from,#acp-p,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Countess_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.1,me,fs-aww-0000550,,i,#pno,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Countess_AWW
pc,,1.1.1,",",fs-aww-0000560,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Countess_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.1,I,fs-aww-0000580,,i,#pns,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Countess_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.1,bury,fs-aww-0000600,,bury,#vvb,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Countess_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.1,a,fs-aww-0000620,,a,#d,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Countess_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.1,second,fs-aww-0000640,,second,#ord,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Countess_AWW
lb,,1.1.2,,ftln-0002,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Countess_AWW
w,,1.1.2,husband,fs-aww-0000650,,husband,#n1,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Countess_AWW
pc,,1.1.2,.,fs-aww-0000660,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Countess_AWW
sp,,,,sp-0003,{'#Bertram_AWW'},,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
p,,,,p-0003,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
lb,,1.1.3,,ftln-0003,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
w,,1.1.3,And,fs-aww-0000680,,and,#cc,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.3,I,fs-aww-0000700,,i,#pns,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.3,in,fs-aww-0000720,,in,#acp-p,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.3,going,fs-aww-0000740,,go,#vvg,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
pc,,1.1.3,",",fs-aww-0000750,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.3,madam,fs-aww-0000770,,madam,#n1,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
pc,,1.1.3,",",fs-aww-0000780,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.3,weep,fs-aww-0000800,,weep,#vvb,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.3,o’er,fs-aww-0000820,,over,#acp-av,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.3,my,fs-aww-0000840,,my,#po,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
lb,,1.1.4,,ftln-0004,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
w,,1.1.4,father’s,fs-aww-0000850,,father,#n1g,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.4,death,fs-aww-0000870,,death,#n1,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.4,anew,fs-aww-0000890,,anew,#av,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
pc,,1.1.4,;,fs-aww-0000900,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.4,but,fs-aww-0000920,,but,#acp-cc,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.4,I,fs-aww-0000940,,i,#pns,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.4,must,fs-aww-0000960,,must,#vmb,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.4,attend,fs-aww-0000980,,attend,#vvi,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.4,his,fs-aww-0001000,,his,#po,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.4,Majesty’s,fs-aww-0001020,,majesty,#n1g,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
lb,,1.1.5,,ftln-0005,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
w,,1.1.5,command,fs-aww-0001030,,command,#n1,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
pc,,1.1.5,",",fs-aww-0001040,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.5,to,fs-aww-0001060,,to,#acp-p,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.5,whom,fs-aww-0001080,,who,#crq-ro,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.5,I,fs-aww-0001100,,i,#pns,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.5,am,fs-aww-0001120,,be,#vvm,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.5,now,fs-aww-0001140,,now,#av,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.5,in,fs-aww-0001160,,in,#acp-p,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.5,ward,fs-aww-0001180,,ward,#n1,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
pc,,1.1.5,",",fs-aww-0001190,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.5,evermore,fs-aww-0001210,,evermore,#av,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
lb,,1.1.6,,ftln-0006,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
w,,1.1.6,in,fs-aww-0001220,,in,#acp-p,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.6,subjection,fs-aww-0001240,,subjection,#n1,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
pc,,1.1.6,.,fs-aww-0001250,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Bertram_AWW
sp,,,,sp-0007,{'#Lafew_AWW'},,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
p,,,,p-0007,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
lb,,1.1.7,,ftln-0007,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
w,,1.1.7,You,fs-aww-0001270,,you,#pn,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.7,shall,fs-aww-0001290,,shall,#vmb,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.7,find,fs-aww-0001310,,find,#vvi,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.7,of,fs-aww-0001330,,of,#acp-p,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.7,the,fs-aww-0001350,,the,#d,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.7,King,fs-aww-0001370,,king,#n1,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.7,a,fs-aww-0001390,,a,#d,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.7,husband,fs-aww-0001410,,husband,#n1,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
pc,,1.1.7,",",fs-aww-0001420,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.7,madam,fs-aww-0001440,,madam,#n1,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
pc,,1.1.7,;,fs-aww-0001450,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
lb,,1.1.8,,ftln-0008,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
w,,1.1.8,you,fs-aww-0001460,,you,#pn,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
pc,,1.1.8,",",fs-aww-0001470,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.8,sir,fs-aww-0001490,,sir,#n1,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
pc,,1.1.8,",",fs-aww-0001500,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.8,a,fs-aww-0001520,,a,#d,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.8,father,fs-aww-0001540,,father,#n1,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
pc,,1.1.8,.,fs-aww-0001550,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.8,He,fs-aww-0001570,,he,#pns,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.8,that,fs-aww-0001590,,that,#cs,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.8,so,fs-aww-0001610,,so,#av,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.8,generally,fs-aww-0001630,,general,#av_j,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.8,is,fs-aww-0001650,,be,#vvz,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.8,at,fs-aww-0001670,,at,#acp-p,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.8,all,fs-aww-0001690,,all,#d,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.8,times,fs-aww-0001710,,time,#n2,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
lb,,1.1.9,,ftln-0009,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
w,,1.1.9,good,fs-aww-0001720,,good,#j,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.9,must,fs-aww-0001740,,must,#vmb,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.9,of,fs-aww-0001760,,of,#acp-p,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.9,necessity,fs-aww-0001780,,necessity,#n1,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.9,hold,fs-aww-0001800,,hold,#vvb,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.9,his,fs-aww-0001820,,his,#po,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.9,virtue,fs-aww-0001840,,virtue,#n1,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
c,,, ,,,,,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,
w,,1.1.9,to,fs-aww-0001860,,to,#acp-p,,,,,1,1,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW,1,#Lafew_AWW
