tag,type,n,text,xml:id,who,lemma,ana,part,rendition,prev,act,scene,onstage,stagegroup_raw,speaker
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.1,stop,fs-2h4-0000330,,stop,#vvi,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
l,,IND.2,,ftln-0002,,,,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
w,,IND.2,The,fs-2h4-0000340,,the,#d,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.2,vent,fs-2h4-0000360,,vent,#n1,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.2,of,fs-2h4-0000380,,of,#acp-p,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.2,hearing,fs-2h4-0000400,,hear,#vvg,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.2,when,fs-2h4-0000420,,when,#crq-cs,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.2,loud,fs-2h4-0000440,,loud,#j,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.2,Rumor,fs-2h4-0000460,,rumour,#n1,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.2,speaks,fs-2h4-0000480,,speak,#vvz,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
pc,,IND.2,?,fs-2h4-0000490,,,,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
l,,IND.3,,ftln-0003,,,,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
w,,IND.3,I,fs-2h4-0000500,,i,#pns,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
pc,,IND.3,",",fs-2h4-0000510,,,,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.3,from,fs-2h4-0000530,,from,#acp-p,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.3,the,fs-2h4-0000550,,the,#d,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.3,orient,fs-2h4-0000570,,orient,#vvb,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.3,to,fs-2h4-0000590,,to,#acp-p,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.3,the,fs-2h4-0000610,,the,#d,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.3,drooping,fs-2h4-0000630,,droop,#j_vg,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.3,west,fs-2h4-0000650,,west,#n1,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
pc,,IND.3,",",fs-2h4-0000660,,,,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
l,,IND.4,,ftln-0004,,,,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
w,,IND.4,Making,fs-2h4-0000670,,make,#vvg,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.4,the,fs-2h4-0000690,,the,#d,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.4,wind,fs-2h4-0000710,,wind,#n1,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.4,my,fs-2h4-0000730,,my,#po,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.4,post-horse,fs-2h4-0000750,,post-horse,#n1,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
pc,,IND.4,",",fs-2h4-0000760,,,,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.4,still,fs-2h4-0000780,,still,#av,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.4,unfold,fs-2h4-0000800,,unfold,#vvi,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
l,,IND.5,,ftln-0005,,,,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
w,,IND.5,The,fs-2h4-0000810,,the,#d,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.5,acts,fs-2h4-0000830,,act,#n2,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.5,commencèd,fs-2h4-0000850,,commence,#vvn,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.5,on,fs-2h4-0000870,,on,#acp-p,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.5,this,fs-2h4-0000890,,this,#d,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.5,ball,fs-2h4-0000910,,ball,#n1,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.5,of,fs-2h4-0000930,,of,#acp-p,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.5,earth,fs-2h4-0000950,,earth,#n1,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
pc,,IND.5,.,fs-2h4-0000960,,,,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
l,,IND.6,,ftln-0006,,,,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
w,,IND.6,Upon,fs-2h4-0000970,,upon,#acp-p,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.6,my,fs-2h4-0000990,,my,#po,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.6,tongues,fs-2h4-0001010,,tongue,#n2,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.6,continual,fs-2h4-0001030,,continual,#j,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.6,slanders,fs-2h4-0001050,,slander,#n2,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.6,ride,fs-2h4-0001070,,ride,#vvb,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
pc,,IND.6,",",fs-2h4-0001080,,,,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
l,,IND.7,,ftln-0007,,,,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
w,,IND.7,The,fs-2h4-0001090,,the,#d,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.7,which,fs-2h4-0001110,,which,#crq-r,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.7,in,fs-2h4-0001130,,in,#acp-p,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.7,every,fs-2h4-0001150,,every,#d,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.7,language,fs-2h4-0001170,,language,#n1,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.7,I,fs-2h4-0001190,,i,#pns,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.7,pronounce,fs-2h4-0001210,,pronounce,#vvb,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
pc,,IND.7,",",fs-2h4-0001220,,,,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
l,,IND.8,,ftln-0008,,,,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
w,,IND.8,Stuffing,fs-2h4-0001230,,stuff,#vvg,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.8,the,fs-2h4-0001250,,the,#d,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.8,ears,fs-2h4-0001270,,ear,#n2,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.8,of,fs-2h4-0001290,,of,#acp-p,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.8,men,fs-2h4-0001310,,man,#n2,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.8,with,fs-2h4-0001330,,with,#acp-p,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.8,false,fs-2h4-0001350,,false,#j,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.8,reports,fs-2h4-0001370,,report,#n2,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
pc,,IND.8,.,fs-2h4-0001380,,,,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
l,,IND.9,,ftln-0009,,,,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
w,,IND.9,I,fs-2h4-0001390,,i,#pns,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.9,speak,fs-2h4-0001410,,speak,#vvb,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.9,of,fs-2h4-0001430,,of,#acp-p,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.9,peace,fs-2h4-0001450,,peace,#n1,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.9,while,fs-2h4-0001470,,while,#cs,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.9,covert,fs-2h4-0001490,,covert,#j,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.9,enmity,fs-2h4-0001510,,enmity,#n1,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
l,,IND.10,,ftln-0010,,,,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
w,,IND.10,Under,fs-2h4-0001520,,under,#acp-p,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.10,the,fs-2h4-0001540,,the,#d,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.10,smile,fs-2h4-0001560,,smile,#n1,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.10,of,fs-2h4-0001580,,of,#acp-p,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.10,safety,fs-2h4-0001600,,safety,#n1,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.10,wounds,fs-2h4-0001620,,wound,#vvz,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.10,the,fs-2h4-0001640,,the,#d,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.10,world,fs-2h4-0001660,,world,#n1,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
pc,,IND.10,.,fs-2h4-0001670,,,,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
l,,IND.11,,ftln-0011,,,,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
w,,IND.11,And,fs-2h4-0001680,,and,#cc,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.11,who,fs-2h4-0001700,,who,#crq-q,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.11,but,fs-2h4-0001720,,but,#acp-p,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.11,Rumor,fs-2h4-0001740,,rumour,#n1,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
pc,,IND.11,",",fs-2h4-0001750,,,,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.11,who,fs-2h4-0001770,,who,#crq-r,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.11,but,fs-2h4-0001790,,but,#acp-p,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.11,only,fs-2h4-0001810,,only,#av_j,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.11,I,fs-2h4-0001830,,i,#pns,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
pc,,IND.11,",",fs-2h4-0001840,,,,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
l,,IND.12,,ftln-0012,,,,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
w,,IND.12,Make,fs-2h4-0001850,,make,#vvb,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.12,fearful,fs-2h4-0001870,,fearful,#j,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.12,musters,fs-2h4-0001890,,muster,#n2,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.12,and,fs-2h4-0001910,,and,#cc,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.12,prepared,fs-2h4-0001930,,prepare,#j_vn,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.12,defense,fs-2h4-0001950,,defence,#n1,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
l,,IND.13,,ftln-0013,,,,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
w,,IND.13,Whiles,fs-2h4-0001960,,while,#cs,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.13,the,fs-2h4-0001980,,the,#d,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.13,big,fs-2h4-0002000,,big,#j,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.13,year,fs-2h4-0002020,,year,#n1,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
pc,,IND.13,",",fs-2h4-0002030,,,,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.13,swoll’n,fs-2h4-0002050,,swell,#vvn,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.13,with,fs-2h4-0002070,,with,#acp-p,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.13,some,fs-2h4-0002090,,some,#d,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.13,other,fs-2h4-0002110,,other,#d,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.13,grief,fs-2h4-0002130,,grief,#n1,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
pc,,IND.13,",",fs-2h4-0002140,,,,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
l,,IND.14,,ftln-0014,,,,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
w,,IND.14,Is,fs-2h4-0002150,,be,#vvz,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.14,thought,fs-2h4-0002170,,think,#vvn,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.14,with,fs-2h4-0002190,,with,#acp-p,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.14,child,fs-2h4-0002210,,child,#n1,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.14,by,fs-2h4-0002230,,by,#acp-p,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.14,the,fs-2h4-0002250,,the,#d,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.14,stern,fs-2h4-0002270,,stern,#j,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.14,tyrant,fs-2h4-0002290,,tyrant,#n1,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.14,war,fs-2h4-0002310,,war,#n1,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
pc,,IND.14,",",fs-2h4-0002320,,,,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
l,,IND.15,,ftln-0015,,,,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
w,,IND.15,And,fs-2h4-0002330,,and,#cc,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.15,no,fs-2h4-0002350,,no,#d-x,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.15,such,fs-2h4-0002370,,such,#d,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.15,matter,fs-2h4-0002390,,matter,#n1,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
pc,,IND.15,?,fs-2h4-0002400,,,,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.15,Rumor,fs-2h4-0002420,,rumour,#n1,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.15,is,fs-2h4-0002440,,be,#vvz,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.15,a,fs-2h4-0002460,,a,#d,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.15,pipe,fs-2h4-0002480,,pipe,#n1,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
l,,IND.16,,ftln-0016,,,,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
w,,IND.16,Blown,fs-2h4-0002490,,blow,#vvn,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.16,by,fs-2h4-0002510,,by,#acp-p,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.16,surmises,fs-2h4-0002530,,surmise,#n2,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
pc,,IND.16,",",fs-2h4-0002540,,,,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.16,jealousies,fs-2h4-0002560,,jealousy,#n2,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
pc,,IND.16,",",fs-2h4-0002570,,,,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.16,conjectures,fs-2h4-0002590,,conjecture,#n2,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
pc,,IND.16,",",fs-2h4-0002600,,,,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
l,,IND.17,,ftln-0017,,,,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
w,,IND.17,And,fs-2h4-0002610,,and,#cc,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.17,of,fs-2h4-0002630,,of,#acp-p,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.17,so,fs-2h4-0002650,,so,#av,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.17,easy,fs-2h4-0002670,,easy,#j,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.17,and,fs-2h4-0002690,,and,#cc,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.17,so,fs-2h4-0002710,,so,#av,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.17,plain,fs-2h4-0002730,,plain,#j,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.17,a,fs-2h4-0002750,,a,#d,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.17,stop,fs-2h4-0002770,,stop,#n1,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
l,,IND.18,,ftln-0018,,,,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
w,,IND.18,That,fs-2h4-0002780,,that,#cs,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.18,the,fs-2h4-0002800,,the,#d,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.18,blunt,fs-2h4-0002820,,blunt,#j,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
c,,, ,,,,,,,,0,0,#Chorus_2H4,1,
w,,IND.18,monster,fs-2h4-0002840,,monster,#n1,,,,0,0,#Chorus_2H4,1,#Chorus_2H4
