tag,type,n,text,xml:id,who,lemma,ana,part,rendition,prev,next,act,scene,onstage,stagegroup_raw,speaker
w,,PRO.1,laugh,fs-h8-0000200,,laugh,#vvi,,,,,0,0,#Prologue_H8,1,#Prologue_H8
pc,,PRO.1,.,fs-h8-0000210,,,,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.1,Things,fs-h8-0000230,,thing,#n2,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.1,now,fs-h8-0000250,,now,#av,,,,,0,0,#Prologue_H8,1,#Prologue_H8
l,,PRO.2,,ftln-0002,,,,,,,,0,0,#Prologue_H8,1,#Prologue_H8
w,,PRO.2,That,fs-h8-0000260,,that,#cs,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.2,bear,fs-h8-0000280,,bear,#vvb,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.2,a,fs-h8-0000300,,a,#d,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.2,weighty,fs-h8-0000320,,weighty,#j,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.2,and,fs-h8-0000340,,and,#cc,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.2,a,fs-h8-0000360,,a,#d,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.2,serious,fs-h8-0000380,,serious,#j,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.2,brow,fs-h8-0000400,,brow,#n1,,,,,0,0,#Prologue_H8,1,#Prologue_H8
pc,,PRO.2,",",fs-h8-0000410,,,,,,,,0,0,#Prologue_H8,1,#Prologue_H8
l,,PRO.3,,ftln-0003,,,,,,,,0,0,#Prologue_H8,1,#Prologue_H8
w,,PRO.3,Sad,fs-h8-0000420,,sad,#j,,,,,0,0,#Prologue_H8,1,#Prologue_H8
pc,,PRO.3,",",fs-h8-0000430,,,,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.3,high,fs-h8-0000450,,high,#j,,,,,0,0,#Prologue_H8,1,#Prologue_H8
pc,,PRO.3,",",fs-h8-0000460,,,,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.3,and,fs-h8-0000480,,and,#cc,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.3,working,fs-h8-0000500,,work,#vvg,,,,,0,0,#Prologue_H8,1,#Prologue_H8
pc,,PRO.3,",",fs-h8-0000510,,,,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.3,full,fs-h8-0000530,,full,#j,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.3,of,fs-h8-0000550,,of,#acp-p,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.3,state,fs-h8-0000570,,state,#n1,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.3,and,fs-h8-0000590,,and,#cc,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.3,woe,fs-h8-0000610,,woe,#n1,,,,,0,0,#Prologue_H8,1,#Prologue_H8
pc,,PRO.3,",",fs-h8-0000620,,,,,,,,0,0,#Prologue_H8,1,#Prologue_H8
l,,PRO.4,,ftln-0004,,,,,,,,0,0,#Prologue_H8,1,#Prologue_H8
w,,PRO.4,Such,fs-h8-0000630,,such,#d,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.4,noble,fs-h8-0000650,,noble,#j,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.4,scenes,fs-h8-0000670,,scene,#n2,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.4,as,fs-h8-0000690,,as,#acp-cs,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.4,draw,fs-h8-0000710,,draw,#vvb,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.4,the,fs-h8-0000730,,the,#d,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.4,eye,fs-h8-0000750,,eye,#n1,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.4,to,fs-h8-0000770,,to,#acp-cs,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.4,flow,fs-h8-0000790,,flow,#vvi,,,,,0,0,#Prologue_H8,1,#Prologue_H8
pc,,PRO.4,",",fs-h8-0000800,,,,,,,,0,0,#Prologue_H8,1,#Prologue_H8
l,,PRO.5,,ftln-0005,,,,,,,,0,0,#Prologue_H8,1,#Prologue_H8
w,,PRO.5,We,fs-h8-0000810,,we,#pns,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.5,now,fs-h8-0000830,,now,#av,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.5,present,fs-h8-0000850,,present,#vvb,,,,,0,0,#Prologue_H8,1,#Prologue_H8
pc,,PRO.5,.,fs-h8-0000860,,,,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.5,Those,fs-h8-0000880,,those,#d,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.5,that,fs-h8-0000900,,that,#cs,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.5,can,fs-h8-0000920,,can,#vmb,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.5,pity,fs-h8-0000940,,pity,#vvi,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.5,here,fs-h8-0000960,,here,#av,,,,,0,0,#Prologue_H8,1,#Prologue_H8
l,,PRO.6,,ftln-0006,,,,,,,,0,0,#Prologue_H8,1,#Prologue_H8
w,,PRO.6,May,fs-h8-0000970,,may,#vmb,,,,,0,0,#Prologue_H8,1,#Prologue_H8
pc,,PRO.6,",",fs-h8-0000980,,,,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.6,if,fs-h8-0001000,,if,#cs,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.6,they,fs-h8-0001020,,they,#pns,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.6,think,fs-h8-0001040,,think,#vvb,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.6,it,fs-h8-0001060,,it,#pn,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.6,well,fs-h8-0001080,,well,#av,,,,,0,0,#Prologue_H8,1,#Prologue_H8
pc,,PRO.6,",",fs-h8-0001090,,,,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.6,let,fs-h8-0001110,,let,#vvb,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.6,fall,fs-h8-0001130,,fall,#vvi,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.6,a,fs-h8-0001150,,a,#d,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.6,tear,fs-h8-0001170,,tear,#n1,,,,,0,0,#Prologue_H8,1,#Prologue_H8
pc,,PRO.6,;,fs-h8-0001180,,,,,,,,0,0,#Prologue_H8,1,#Prologue_H8
l,,PRO.7,,ftln-0007,,,,,,,,0,0,#Prologue_H8,1,#Prologue_H8
w,,PRO.7,The,fs-h8-0001190,,the,#d,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.7,subject,fs-h8-0001210,,subject,#n1,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.7,will,fs-h8-0001230,,will,#vmb,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.7,deserve,fs-h8-0001250,,deserve,#vvi,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.7,it,fs-h8-0001270,,it,#pn,,,,,0,0,#Prologue_H8,1,#Prologue_H8
pc,,PRO.7,.,fs-h8-0001280,,,,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.7,Such,fs-h8-0001300,,such,#d,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.7,as,fs-h8-0001320,,as,#acp-cs,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.7,give,fs-h8-0001340,,give,#vvb,,,,,0,0,#Prologue_H8,1,#Prologue_H8
l,,PRO.8,,ftln-0008,,,,,,,,0,0,#Prologue_H8,1,#Prologue_H8
w,,PRO.8,Their,fs-h8-0001350,,their,#po,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.8,money,fs-h8-0001370,,money,#n1,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.8,out,fs-h8-0001390,,out,#av,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.8,of,fs-h8-0001410,,of,#acp-p,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.8,hope,fs-h8-0001430,,hope,#n1,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.8,they,fs-h8-0001450,,they,#pns,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.8,may,fs-h8-0001470,,may,#vmb,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.8,believe,fs-h8-0001490,,believe,#vvi,,,,,0,0,#Prologue_H8,1,#Prologue_H8
l,,PRO.9,,ftln-0009,,,,,,,,0,0,#Prologue_H8,1,#Prologue_H8
w,,PRO.9,May,fs-h8-0001500,,may,#vmb,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.9,here,fs-h8-0001520,,here,#av,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.9,find,fs-h8-0001540,,find,#vvi,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.9,truth,fs-h8-0001560,,truth,#n1,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.9,too,fs-h8-0001580,,too,#av,,,,,0,0,#Prologue_H8,1,#Prologue_H8
pc,,PRO.9,.,fs-h8-0001590,,,,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.9,Those,fs-h8-0001610,,those,#d,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.9,that,fs-h8-0001630,,that,#cs,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.9,come,fs-h8-0001650,,come,#vvb,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.9,to,fs-h8-0001670,,to,#acp-cs,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.9,see,fs-h8-0001690,,see,#vvi,,,,,0,0,#Prologue_H8,1,#Prologue_H8
l,,PRO.10,,ftln-0010,,,,,,,,0,0,#Prologue_H8,1,#Prologue_H8
w,,PRO.10,Only,fs-h8-0001700,,only,#av_j,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.10,a,fs-h8-0001720,,a,#d,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.10,show,fs-h8-0001740,,show,#n1,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.10,or,fs-h8-0001760,,or,#cc,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.10,two,fs-h8-0001780,,two,#crd,,,,,0,0,#Prologue_H8,1,#Prologue_H8
pc,,PRO.10,",",fs-h8-0001790,,,,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.10,and,fs-h8-0001810,,and,#cc,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.10,so,fs-h8-0001830,,so,#av,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.10,agree,fs-h8-0001850,,agree,#vvb,,,,,0,0,#Prologue_H8,1,#Prologue_H8
l,,PRO.11,,ftln-0011,,,,,,,,0,0,#Prologue_H8,1,#Prologue_H8
w,,PRO.11,The,fs-h8-0001860,,the,#d,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.11,play,fs-h8-0001880,,play,#n1,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.11,may,fs-h8-0001900,,may,#vmb,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.11,pass,fs-h8-0001920,,pass,#vvi,,,,,0,0,#Prologue_H8,1,#Prologue_H8
pc,,PRO.11,",",fs-h8-0001930,,,,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.11,if,fs-h8-0001950,,if,#cs,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.11,they,fs-h8-0001970,,they,#pns,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.11,be,fs-h8-0001990,,be,#vvb,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.11,still,fs-h8-0002010,,still,#av,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.11,and,fs-h8-0002030,,and,#cc,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.11,willing,fs-h8-0002050,,will,#j_vg,,,,,0,0,#Prologue_H8,1,#Prologue_H8
pc,,PRO.11,",",fs-h8-0002060,,,,,,,,0,0,#Prologue_H8,1,#Prologue_H8
l,,PRO.12,,ftln-0012,,,,,,,,0,0,#Prologue_H8,1,#Prologue_H8
w,,PRO.12,I’ll,fs-h8-0002070,,i|will,#pns|vmb,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.12,undertake,fs-h8-0002090,,undertake,#vvi,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.12,may,fs-h8-0002110,,may,#vmb,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.12,see,fs-h8-0002130,,see,#vvi,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.12,away,fs-h8-0002150,,away,#av,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.12,their,fs-h8-0002170,,their,#po,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.12,shilling,fs-h8-0002190,,shilling,#n1,,,,,0,0,#Prologue_H8,1,#Prologue_H8
l,,PRO.13,,ftln-0013,,,,,,,,0,0,#Prologue_H8,1,#Prologue_H8
w,,PRO.13,Richly,fs-h8-0002200,,rich,#av_j,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.13,in,fs-h8-0002220,,in,#acp-p,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.13,two,fs-h8-0002240,,two,#crd,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.13,short,fs-h8-0002260,,short,#j,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.13,hours,fs-h8-0002280,,hour,#n2,,,,,0,0,#Prologue_H8,1,#Prologue_H8
pc,,PRO.13,.,fs-h8-0002290,,,,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.13,Only,fs-h8-0002310,,only,#av_j,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.13,they,fs-h8-0002330,,they,#pns,,,,,0,0,#Prologue_H8,1,#Prologue_H8
l,,PRO.14,,ftln-0014,,,,,,,,0,0,#Prologue_H8,1,#Prologue_H8
w,,PRO.14,That,fs-h8-0002340,,that,#cs,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.14,come,fs-h8-0002360,,come,#vvb,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.14,to,fs-h8-0002380,,to,#acp-cs,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.14,hear,fs-h8-0002400,,hear,#vvi,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.14,a,fs-h8-0002420,,a,#d,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.14,merry,fs-h8-0002440,,merry,#j,,,,,0,0,#Prologue_H8,1,#Prologue_H8
pc,,PRO.14,",",fs-h8-0002450,,,,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.14,bawdy,fs-h8-0002470,,bawdy,#j,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.14,play,fs-h8-0002490,,play,#n1,,,,,0,0,#Prologue_H8,1,#Prologue_H8
pc,,PRO.14,",",fs-h8-0002500,,,,,,,,0,0,#Prologue_H8,1,#Prologue_H8
l,,PRO.15,,ftln-0015,,,,,,,,0,0,#Prologue_H8,1,#Prologue_H8
w,,PRO.15,A,fs-h8-0002510,,a,#d,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.15,noise,fs-h8-0002530,,noise,#n1,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.15,of,fs-h8-0002550,,of,#acp-p,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.15,targets,fs-h8-0002570,,target,#n2,,,,,0,0,#Prologue_H8,1,#Prologue_H8
pc,,PRO.15,",",fs-h8-0002580,,,,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.15,or,fs-h8-0002600,,or,#cc,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.15,to,fs-h8-0002620,,to,#acp-cs,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.15,see,fs-h8-0002640,,see,#vvi,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.15,a,fs-h8-0002660,,a,#d,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.15,fellow,fs-h8-0002680,,fellow,#n1,,,,,0,0,#Prologue_H8,1,#Prologue_H8
l,,PRO.16,,ftln-0016,,,,,,,,0,0,#Prologue_H8,1,#Prologue_H8
w,,PRO.16,In,fs-h8-0002690,,in,#acp-p,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.16,a,fs-h8-0002710,,a,#d,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.16,long,fs-h8-0002730,,long,#j,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.16,motley,fs-h8-0002750,,motley,#n1,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.16,coat,fs-h8-0002770,,coat,#n1,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.16,guarded,fs-h8-0002790,,guard,#vvn,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.16,with,fs-h8-0002810,,with,#acp-p,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.16,yellow,fs-h8-0002830,,yellow,#j,,,,,0,0,#Prologue_H8,1,#Prologue_H8
pc,,PRO.16,",",fs-h8-0002840,,,,,,,,0,0,#Prologue_H8,1,#Prologue_H8
l,,PRO.17,,ftln-0017,,,,,,,,0,0,#Prologue_H8,1,#Prologue_H8
w,,PRO.17,Will,fs-h8-0002850,,will,#vmb,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
w,,PRO.17,be,fs-h8-0002870,,be,#vvi,,,,,0,0,#Prologue_H8,1,#Prologue_H8
c,,, ,,,,,,,,,0,0,#Prologue_H8,1,
