act,scene,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
2,4,#Macduff_Mac,80,14,164,30
2,4,#OldMan_Mac,81,13,327,56
2,4,#Ross_Mac,166,29,327,56
3,1,#Banquo_Mac,156,21,298,43
3,1,#LadyMacbeth_Mac,18,3,245,37
3,1,#MURDERERS.1_Mac,55,10,577,83
3,1,#MURDERERS.2_Mac,51,9,577,83
3,1,#Macbeth_Mac,876,121,1066,152
3,1,#SERVANTS.X.2_Mac,8,1,278,43
3,2,#LadyMacbeth_Mac,117,18,442,63
3,2,#Macbeth_Mac,316,43,389,54
3,2,#SERVANTS.X.3_Mac,9,2,27,5
3,3,#Banquo_Mac,24,4,115,22
3,3,#MURDERERS.1_Mac,65,11,180,33
3,3,#MURDERERS.2_Mac,49,9,180,33
3,3,#MURDERERS.3_Mac,42,9,180,33
3,4,#ATTENDANTS_Mac,13,3,990,150
3,4,#LadyMacbeth_Mac,284,43,1192,176
3,4,#Lennox_Mac,31,6,990,150
3,4,#MURDERERS.1_Mac,43,6,188,26
3,4,#Macbeth_Mac,791,111,1192,176
3,4,#Ross_Mac,30,7,990,150
3,5,#Hecate_Mac,230,34,237,35
3,5,#WITCHES.1_Mac,16,2,246,36
3,6,#Lennox_Mac,252,35,410,56
3,6,#Lord_Mac,158,21,410,56
4,1,#Hecate_Mac,33,5,33,5
4,1,#Lennox_Mac,30,6,175,26
4,1,#Macbeth_Mac,569,81,822,130
4,1,#SPIRITS.1_Mac,13,2,29,6
4,1,#SPIRITS.2_Mac,23,4,30,5
4,1,#SPIRITS.3_Mac,32,5,61,10
4,1,#WITCHES.1_Mac,217,41,886,148
4,1,#WITCHES.2_Mac,150,30,886,148
4,1,#WITCHES.3_Mac,146,29,886,148
4,2,#LadyMacduff_Mac,292,42,671,98
4,2,#MESSENGERS.2_Mac,75,10,75,10
4,2,#MURDERERS.0.1_Mac,14,4,43,10
4,2,#MacduffsSon_Mac,143,22,671,98
4,2,#Ross_Mac,147,20,255,34
4,3,#Doctor1_Mac,35,5,49,8
4,3,#Macduff_Mac,597,91,1914,282
4,3,#Malcolm_Mac,1007,146,1914,282
4,3,#Ross_Mac,275,40,678,101
5,1,#Doctor2_Mac,240,37,590,84
5,1,#Gentlewoman_Mac,181,26,590,84
5,1,#LadyMacbeth_Mac,169,21,370,52
5,2,#Angus_Mac,58,9,245,37
5,2,#Caithness_Mac,73,11,245,37
5,2,#Lennox_Mac,51,7,245,37
5,2,#Menteith_Mac,63,10,245,37
5,3,#Doctor2_Mac,50,9,487,76
5,3,#Macbeth_Mac,409,61,487,76
5,3,#SERVANTS.X.4_Mac,12,3,61,11
5,3,#Seyton_Mac,16,3,260,42
5,4,#Macduff_Mac,14,3,168,27
5,4,#Malcolm_Mac,78,11,168,27
5,4,#Menteith_Mac,8,2,168,27
5,4,#SOLDIERS.MALCOLM.0.1_Mac,4,1,110,18
5,4,#Siward_Mac,64,10,168,27
5,5,#MESSENGERS.3_Mac,64,9,197,28
5,5,#Macbeth_Mac,345,48,424,59
5,5,#Seyton_Mac,15,2,369,52
5,6,#Macduff_Mac,16,2,81,11
5,6,#Malcolm_Mac,46,6,81,11
5,6,#Siward_Mac,19,3,81,11
5,7,#Macbeth_Mac,70,11,113,18
5,7,#Macduff_Mac,81,10,81,10
5,7,#Malcolm_Mac,9,2,48,8
5,7,#Siward_Mac,39,6,48,8
5,7,#YoungSiward_Mac,43,7,79,14
5,8,#ATTENDANTS_Mac,4,1,352,49
5,8,#Macbeth_Mac,200,26,279,39
5,8,#Macduff_Mac,126,20,435,60
5,8,#Malcolm_Mac,158,21,352,49
5,8,#Ross_Mac,70,10,352,49
5,8,#SOLDIERS.MALCOLM_Mac,4,1,352,49
5,8,#Siward_Mac,85,13,352,49
1,2,#ATTENDANTS_Mac,0,0,485,78
1,2,#Angus_Mac,0,0,167,30
1,2,#Donalbain_Mac,0,0,485,78
1,4,#ATTENDANTS_Mac,0,0,467,65
1,4,#Angus_Mac,0,0,361,49
1,4,#Donalbain_Mac,0,0,467,65
1,4,#Lennox_Mac,0,0,467,65
1,4,#Ross_Mac,0,0,361,49
1,6,#ATTENDANTS_Mac,0,0,253,39
1,6,#Angus_Mac,0,0,253,39
1,6,#Donalbain_Mac,0,0,253,39
1,6,#Lennox_Mac,0,0,253,39
1,6,#Macduff_Mac,0,0,253,39
1,6,#Malcolm_Mac,0,0,253,39
1,6,#Ross_Mac,0,0,253,39
2,1,#SERVANTS.X.1_Mac,0,0,183,32
3,1,#ATTENDANTS_Mac,0,0,245,37
3,1,#Lennox_Mac,0,0,245,37
3,1,#Ross_Mac,0,0,245,37
3,3,#Fleance_Mac,0,0,31,7
3,4,#Banquo_Mac,0,0,438,68
3,5,#WITCHES.2_Mac,0,0,246,36
3,5,#WITCHES.3_Mac,0,0,246,36
4,1,#Banquo_Mac,0,0,108,13
4,1,#SPIRITS.KINGS_Mac,0,0,108,13
4,2,#MURDERERS_Mac,0,0,47,11
5,2,#SOLDIERS.MALCOLM_Mac,0,0,245,37
5,3,#ATTENDANTS_Mac,0,0,487,76
5,4,#Angus_Mac,0,0,168,27
5,4,#Caithness_Mac,0,0,168,27
5,4,#SOLDIERS.MALCOLM_Mac,0,0,168,27
5,4,#YoungSiward_Mac,0,0,168,27
5,5,#SOLDIERS.MACBETH_Mac,0,0,424,59
5,6,#Angus_Mac,0,0,81,11
5,6,#Caithness_Mac,0,0,81,11
5,6,#Menteith_Mac,0,0,81,11
5,6,#SOLDIERS.MALCOLM_Mac,0,0,81,11
5,6,#YoungSiward_Mac,0,0,81,11
