act,scene,n_tokens,n_lines,onstage
3,1,287,42,#SOLDIERS_Ant #Silius_Ant #Ventidius_Ant
3,2,528,83,#Agrippa_Ant #Antony_JC #Enobarbus_Ant #Lepidus_JC #Octavia_Ant #Octavius_JC
3,3,378,68,#Alexas_Ant #Charmian_Ant #Cleopatra_Ant #Iras_Ant #MESSENGERS.X.2_Ant
3,4,298,41,#Antony_JC #Octavia_Ant
3,5,173,27,#Enobarbus_Ant #Eros_Ant
3,6,747,112,#ATTENDANTS.OCTAVIA_Ant #Agrippa_Ant #Maecenas_Ant #Octavia_Ant #Octavius_JC
3,7,644,102,#Antony_JC #Canidius_Ant #Cleopatra_Ant #Enobarbus_Ant #MESSENGERS.X.3_Ant #MESSENGERS.X.4_Ant #SOLDIERS.ANTONY.X.1_Ant
3,8,32,7,#Octavius_JC #SOLDIERS.CAESAR_Ant #Taurus_Ant
3,9,30,4,#Antony_JC #Enobarbus_Ant
3,10,282,45,#Canidius_Ant #Enobarbus_Ant #Scarus_Ant
3,11,556,82,#ATTENDANTS.ANTONY_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Eros_Ant #Iras_Ant
3,12,284,44,#ATTENDANTS.CAESAR_Ant #Agrippa_Ant #Ambassador_Ant #Dolabella_Ant #Octavius_JC #Thidias_Ant
3,13,1629,242,#Ambassador_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Enobarbus_Ant #Iras_Ant #SERVANTS.X.1_Ant #SERVANTS.X.2_Ant #SERVANTS_Ant #Thidias_Ant
4,1,136,19,#Agrippa_Ant #Maecenas_Ant #Octavius_JC #SOLDIERS.CAESAR_Ant
4,2,376,58,#ATTENDANTS_Ant #Antony_JC #Charmian_Ant #Cleopatra_Ant #Enobarbus_Ant #Iras_Ant #SERVANTS.ANTONY_Ant #SERVANTS_Ant
4,3,160,31,#SOLDIERS.ANTONY.0.1_Ant #SOLDIERS.ANTONY.0.2_Ant #SOLDIERS.ANTONY.0.3_Ant #SOLDIERS.ANTONY.0.4_Ant #SOLDIERS.ANTONY.0_Ant #SOLDIERS.ANTONY_Ant
4,4,309,49,#ATTENDANTS_Ant #Antony_JC #CAPTAINS.0.1_Ant #CAPTAINS_Ant #Charmian_Ant #Cleopatra_Ant #Eros_Ant #SOLDIERS.ANTONY.X.2_Ant #SOLDIERS.ANTONY_Ant
4,5,144,25,#Antony_JC #Eros_Ant #SOLDIERS.ANTONY.X.3_Ant
4,6,281,44,#Agrippa_Ant #Dolabella_Ant #Enobarbus_Ant #MESSENGERS.X.5_Ant #Octavius_JC #SOLDIERS.CAESAR.X.1_Ant
4,7,130,21,#Agrippa_Ant #Antony_JC #Eros_Ant #SOLDIERS.CAESAR_Ant #Scarus_Ant
4,8,321,50,#Antony_JC #Cleopatra_Ant #SOLDIERS.ANTONY_Ant #Scarus_Ant
4,9,255,41,#Enobarbus_Ant #WATCHMEN.1_Ant #WATCHMEN.2_Ant #WATCHMEN.Sentry_Ant
4,10,71,10,#Antony_JC #SOLDIERS.ANTONY_Ant #Scarus_Ant
4,11,34,4,#Octavius_JC #SOLDIERS.CAESAR_Ant
4,12,404,56,#Antony_JC #Cleopatra_Ant #Scarus_Ant
4,13,84,14,#Charmian_Ant #Cleopatra_Ant #Iras_Ant #Mardian_Ant
4,14,1136,172,#Antony_JC #Diomedes_Ant #Eros_Ant #GUARDS.0.1_Ant #GUARDS.0.2_Ant #GUARDS.0.3_Ant #GUARDS.Dercetus_Ant #GUARDS_Ant #Mardian_Ant
4,15,704,105,#Antony_JC #Charmian_Ant #Cleopatra_Ant #Diomedes_Ant #GUARDS_Ant #Iras_Ant #LADIES_Ant
5,1,622,91,#Agrippa_Ant #Dolabella_Ant #Egyptian_Ant #GUARDS.Dercetus_Ant #Gallus_Ant #Maecenas_Ant #Octavius_JC #Proculeius_Ant
5,2,2896,437,#ATTENDANTS.CAESAR_Ant #Charmian_Ant #Cleopatra_Ant #Countryman_Ant #Dolabella_Ant #GUARDS.CAESAR.0.1_Ant #GUARDS.CAESAR.0.2_Ant #GUARDS.CAESAR.1_Ant #GUARDS.CAESAR_Ant #Gallus_Ant #Iras_Ant #Maecenas_Ant #Octavius_JC #Proculeius_Ant #SOLDIERS.CAESAR_Ant #Seleucus_Ant
