act,scene,stagegroup,n_tokens,n_lines,onstage
2,4,34,226,33,#ATTENDANTS.ORSINO_TN #MUSICIANS_TN #Orsino_TN #Viola_TN
2,4,35,251,39,#ATTENDANTS.ORSINO.Curio_TN #ATTENDANTS.ORSINO_TN #Feste_TN #MUSICIANS_TN #Orsino_TN #Viola_TN
2,4,36,6,1,#ATTENDANTS.ORSINO.Curio_TN #ATTENDANTS.ORSINO_TN #MUSICIANS_TN #Orsino_TN #Viola_TN
2,4,37,378,50,#Orsino_TN #Viola_TN
2,5,38,90,11,#AndrewAguecheek_TN #Fabian_TN #TobyBelch_TN
2,5,39,78,10,#AndrewAguecheek_TN #Fabian_TN #Maria_TN #TobyBelch_TN
2,5,40,1117,162,#AndrewAguecheek_TN #Fabian_TN #Malvolio_TN #TobyBelch_TN
2,5,41,46,7,#AndrewAguecheek_TN #Fabian_TN #TobyBelch_TN
2,5,42,161,22,#AndrewAguecheek_TN #Fabian_TN #Maria_TN #TobyBelch_TN
3,1,43,472,60,#Feste_TN #Viola_TN
3,1,44,77,9,#Viola_TN
3,1,45,104,16,#AndrewAguecheek_TN #TobyBelch_TN #Viola_TN
3,1,46,56,10,#AndrewAguecheek_TN #Maria_TN #Olivia_TN #TobyBelch_TN #Viola_TN
3,1,47,579,77,#Olivia_TN #Viola_TN
3,2,48,420,51,#AndrewAguecheek_TN #Fabian_TN #TobyBelch_TN
3,2,49,103,13,#Fabian_TN #TobyBelch_TN
3,2,50,154,18,#Fabian_TN #Maria_TN #TobyBelch_TN
3,3,51,396,54,#Antonio_TN #Sebastian_TN
3,4,52,104,15,#Maria_TN #Olivia_TN
3,4,53,13,2,#Olivia_TN
3,4,54,230,45,#Malvolio_TN #Maria_TN #Olivia_TN
3,4,55,25,4,#ATTENDANTS.OLIVIA.1_TN #Malvolio_TN #Maria_TN #Olivia_TN
3,4,56,35,5,#Malvolio_TN #Maria_TN #Olivia_TN
3,4,57,193,21,#Malvolio_TN
3,4,58,297,44,#Fabian_TN #Malvolio_TN #Maria_TN #TobyBelch_TN
3,4,59,123,16,#Fabian_TN #Maria_TN #TobyBelch_TN
3,4,60,297,41,#AndrewAguecheek_TN #Fabian_TN #Maria_TN #TobyBelch_TN
3,4,61,118,13,#Fabian_TN #Maria_TN #TobyBelch_TN
3,4,62,29,4,#Fabian_TN #Maria_TN #Olivia_TN #TobyBelch_TN #Viola_TN
3,4,63,139,18,#Olivia_TN #Viola_TN
3,4,64,348,42,#Fabian_TN #TobyBelch_TN #Viola_TN
3,4,65,130,15,#Fabian_TN #Viola_TN
3,4,66,157,19,#AndrewAguecheek_TN #TobyBelch_TN
3,4,67,172,23,#AndrewAguecheek_TN #Fabian_TN #TobyBelch_TN #Viola_TN
3,4,68,62,7,#AndrewAguecheek_TN #Antonio_TN #Fabian_TN #TobyBelch_TN #Viola_TN
3,4,69,411,60,#AndrewAguecheek_TN #Antonio_TN #Fabian_TN #OFFICERS.1_TN #OFFICERS.2_TN #TobyBelch_TN #Viola_TN
3,4,70,95,12,#AndrewAguecheek_TN #Fabian_TN #TobyBelch_TN #Viola_TN
3,4,71,75,12,#AndrewAguecheek_TN #Fabian_TN #TobyBelch_TN
4,1,72,189,23,#Feste_TN #Sebastian_TN
4,1,73,51,8,#AndrewAguecheek_TN #Fabian_TN #Feste_TN #Sebastian_TN #TobyBelch_TN
4,1,74,104,14,#AndrewAguecheek_TN #Fabian_TN #Sebastian_TN #TobyBelch_TN
4,1,75,41,8,#AndrewAguecheek_TN #Fabian_TN #Olivia_TN #Sebastian_TN #TobyBelch_TN
4,1,76,127,17,#Olivia_TN #Sebastian_TN
4,2,77,28,3,#Feste_TN #Maria_TN
4,2,78,72,8,#Feste_TN
4,2,79,72,10,#Feste_TN #Maria_TN #TobyBelch_TN
4,2,80,376,54,#Feste_TN #Malvolio_TN #Maria_TN #TobyBelch_TN
4,2,81,393,58,#Feste_TN #Malvolio_TN
4,3,82,181,22,#Sebastian_TN
4,3,83,115,15,#Olivia_TN #Priest_TN #Sebastian_TN
5,1,84,38,6,#Fabian_TN #Feste_TN
5,1,85,329,39,#ATTENDANTS.ORSINO.Curio_TN #ATTENDANTS.ORSINO_TN #Fabian_TN #Feste_TN #Orsino_TN #Viola_TN
5,1,86,367,50,#ATTENDANTS.ORSINO.Curio_TN #ATTENDANTS.ORSINO_TN #Antonio_TN #Fabian_TN #OFFICERS.1_TN #OFFICERS.2_TN #Orsino_TN #Viola_TN
5,1,87,417,62,#ATTENDANTS.OLIVIA_TN #ATTENDANTS.ORSINO.Curio_TN #ATTENDANTS.ORSINO_TN #Antonio_TN #Fabian_TN #OFFICERS.1_TN #OFFICERS.2_TN #Olivia_TN #Orsino_TN #Viola_TN
5,1,88,165,24,#ATTENDANTS.OLIVIA_TN #ATTENDANTS.ORSINO.Curio_TN #ATTENDANTS.ORSINO_TN #Antonio_TN #Fabian_TN #OFFICERS.1_TN #OFFICERS.2_TN #Olivia_TN #Orsino_TN #Priest_TN #Viola_TN
5,1,89,146,20,#ATTENDANTS.OLIVIA_TN #ATTENDANTS.ORSINO.Curio_TN #ATTENDANTS.ORSINO_TN #AndrewAguecheek_TN #Antonio_TN #Fabian_TN #OFFICERS.1_TN #OFFICERS.2_TN #Olivia_TN #Orsino_TN #Priest_TN #Viola_TN
5,1,90,129,17,#ATTENDANTS.OLIVIA_TN #ATTENDANTS.ORSINO.Curio_TN #ATTENDANTS.ORSINO_TN #AndrewAguecheek_TN #Antonio_TN #Fabian_TN #Feste_TN #OFFICERS.1_TN #OFFICERS.2_TN #Olivia_TN #Orsino_TN #Priest_TN #TobyBelch_TN #Viola_TN
5,1,91,538,73,#ATTENDANTS.OLIVIA_TN #ATTENDANTS.ORSINO.Curio_TN #ATTENDANTS.ORSINO_TN #Antonio_TN #OFFICERS.1_TN #OFFICERS.2_TN #Olivia_TN #Orsino_TN #Priest_TN #Sebastian_TN #Viola_TN
5,1,92,278,38,#ATTENDANTS.OLIVIA_TN #ATTENDANTS.ORSINO.Curio_TN #ATTENDANTS.ORSINO_TN #Antonio_TN #Fabian_TN #Feste_TN #OFFICERS.1_TN #OFFICERS.2_TN #Olivia_TN #Orsino_TN #Priest_TN #Sebastian_TN #Viola_TN
5,1,93,102,15,#ATTENDANTS.OLIVIA_TN #ATTENDANTS.ORSINO.Curio_TN #ATTENDANTS.ORSINO_TN #Antonio_TN #Feste_TN #OFFICERS.1_TN #OFFICERS.2_TN #Olivia_TN #Orsino_TN #Priest_TN #Sebastian_TN #Viola_TN
5,1,94,421,57,#ATTENDANTS.OLIVIA_TN #ATTENDANTS.ORSINO.Curio_TN #ATTENDANTS.ORSINO_TN #Antonio_TN #Fabian_TN #Feste_TN #Malvolio_TN #OFFICERS.1_TN #OFFICERS.2_TN #Olivia_TN #Orsino_TN #Priest_TN #Sebastian_TN #Viola_TN
5,1,95,76,10,#ATTENDANTS.OLIVIA_TN #ATTENDANTS.ORSINO.Curio_TN #ATTENDANTS.ORSINO_TN #Antonio_TN #Fabian_TN #Feste_TN #OFFICERS.1_TN #OFFICERS.2_TN #Olivia_TN #Orsino_TN #Priest_TN #Sebastian_TN #Viola_TN
5,1,96,148,20,#Feste_TN
