act,scene,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
5,3,#Suffolk_1H6,751,103,1141,156
5,3,#York_1H6,82,10,122,15
5,4,#Alanson_1H6,76,11,422,59
5,4,#CardinalBeaufort_1H6,129,18,583,81
5,4,#Charles_1H6,110,15,422,59
5,4,#Pucelle_1H6,291,40,698,92
5,4,#Reignier_1H6,30,4,422,59
5,4,#Shepherd_1H6,201,25,266,34
5,4,#Warwick_2H4,113,15,1295,175
5,4,#York_1H6,345,47,1295,175
5,5,#Exeter_H5,15,2,759,102
5,5,#Gloucester_2H4,84,11,759,102
5,5,#HenryVI_1H6,254,35,749,101
5,5,#Suffolk_1H6,457,60,810,108
1,1,#ATTENDANTS.ENGLISH_1H6,0,0,1349,180
1,1,#HERALDS.ENGLISH_1H6,0,0,1349,180
1,1,#Somerset_1H6,0,0,1349,180
1,1,#Warwick_2H4,0,0,1349,180
1,2,#SOLDIERS.FRENCH_1H6,0,0,171,21
1,3,#OFFICERS_1H6,0,0,264,35
1,3,#SERVANTS.WINCHESTER_1H6,0,0,468,60
1,4,#ATTENDANTS.ENGLISH_1H6,0,0,527,67
1,5,#SOLDIERS.ENGLISH_1H6,0,0,83,11
1,5,#SOLDIERS.FRENCH_1H6,0,0,205,26
1,6,#SOLDIERS.FRENCH_1H6,0,0,229,31
2,1,#WATCHMEN.2_1H6,0,0,286,41
2,2,#SOLDIERS.ENGLISH.0_1H6,0,0,83,11
2,2,#SOLDIERS.ENGLISH_1H6,0,0,459,61
2,2,#Salisbury_1H6,0,0,83,11
2,3,#SOLDIERS.ENGLISH_1H6,0,0,167,22
2,5,#JAILERS_1H6,0,0,897,121
3,1,#SERVANTS.GLOUCESTER_1H6,0,0,488,67
3,1,#SERVANTS.WINCHESTER_1H6,0,0,488,67
3,2,#ATTENDANTS.ENGLISH_1H6,0,0,582,75
3,2,#SOLDIERS.ENGLISH_1H6,0,0,164,24
3,2,#SOLDIERS.FRENCH.PUCELLE_1H6,0,0,131,17
3,2,#SOLDIERS.FRENCH_1H6,0,0,132,18
3,3,#SOLDIERS.FRENCH_1H6,0,0,704,91
3,4,#CardinalBeaufort_1H6,0,0,198,27
3,4,#Exeter_H5,0,0,198,27
3,4,#SOLDIERS.ENGLISH_1H6,0,0,198,27
3,4,#Somerset_1H6,0,0,198,27
3,4,#Suffolk_1H6,0,0,198,27
3,4,#Warwick_2H4,0,0,198,27
3,4,#York_1H6,0,0,198,27
4,1,#Governor_1H6,0,0,1307,174
4,1,#Suffolk_1H6,0,0,1307,174
4,2,#SOLDIERS.ENGLISH_1H6,0,0,423,56
4,2,#SOLDIERS.FRENCH_1H6,0,0,292,39
4,3,#SOLDIERS.ENGLISH.YORK_1H6,0,0,355,47
4,4,#SOLDIERS.ENGLISH.SOMERSET_1H6,0,0,354,46
4,7,#ATTENDANTS.ENGLISH_1H6,0,0,346,46
4,7,#Alanson_1H6,0,0,505,66
4,7,#HERALDS.FRENCH.1_1H6,0,0,362,48
4,7,#JohnTalbot_1H6,0,0,615,81
4,7,#SOLDIERS.ENGLISH_1H6,0,0,126,17
4,7,#SOLDIERS.FRENCH_1H6,0,0,505,66
5,1,#AMBASSADORS.ARMAGNAC.1_1H6,0,0,166,23
5,1,#AMBASSADORS.EMPEROR.1_1H6,0,0,166,23
5,1,#ATTENDANTS.ENGLISH_1H6,0,0,363,50
5,2,#Bastard_1H6,0,0,158,21
5,2,#Reignier_1H6,0,0,158,21
5,2,#SOLDIERS.FRENCH_1H6,0,0,158,21
5,3,#SOLDIERS.ENGLISH.0_1H6,0,0,470,68
5,3,#SOLDIERS.ENGLISH_1H6,0,0,1263,171
5,3,#SPIRITS_1H6,0,0,121,16
5,4,#ATTENDANTS.FRENCH_1H6,0,0,422,59
5,4,#Bastard_1H6,0,0,422,59
5,4,#OFFICERS_1H6,0,0,698,92
5,5,#ATTENDANTS.ENGLISH_1H6,0,0,749,101
