act,scene,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
2,5,#Juliet_Rom,354,46,672,83
2,5,#Nurse_Rom,318,37,537,66
2,6,#FriarLawrence_Rom,137,18,290,37
2,6,#Juliet_Rom,58,7,176,22
2,6,#Romeo_Rom,95,12,290,37
3,1,#Benvolio_Rom,392,54,1534,200
3,1,#CITIZENS.0.1_Rom,27,4,478,64
3,1,#LadyCapulet_Rom,86,11,447,59
3,1,#Mercutio_Rom,579,68,900,113
3,1,#Montague_Rom,20,3,447,59
3,1,#Petruchio_Rom,2,1,419,57
3,1,#PrinceEscalus_Rom,124,16,447,59
3,1,#Romeo_Rom,248,36,635,87
3,1,#Tybalt_Rom,103,14,1014,139
3,2,#Juliet_Rom,899,125,1127,157
3,2,#Nurse_Rom,228,32,886,124
3,3,#FriarLawrence_Rom,672,92,1374,186
3,3,#Nurse_Rom,171,21,690,90
3,3,#Romeo_Rom,531,73,1354,183
3,4,#Capulet_Rom,255,31,298,38
3,4,#LadyCapulet_Rom,15,2,298,38
3,4,#Paris_Rom,28,5,298,38
3,5,#Capulet_Rom,501,64,597,77
3,5,#Juliet_Rom,828,105,1994,255
3,5,#LadyCapulet_Rom,291,38,1178,151
3,5,#Nurse_Rom,177,24,924,121
3,5,#Romeo_Rom,197,24,473,59
4,1,#FriarLawrence_Rom,447,56,1028,129
4,1,#Juliet_Rom,397,50,892,112
4,1,#Paris_Rom,184,23,359,44
4,2,#Capulet_Rom,209,27,366,49
4,2,#Juliet_Rom,89,12,188,24
4,2,#LadyCapulet_Rom,19,3,366,49
4,2,#Nurse_Rom,11,2,283,38
4,2,#SERVANTS.CAPULET.0.1_Rom,38,5,351,47
4,3,#Juliet_Rom,446,57,467,60
4,3,#LadyCapulet_Rom,21,3,69,9
4,4,#Capulet_Rom,146,22,208,30
4,4,#LadyCapulet_Rom,27,3,100,13
4,4,#Nurse_Rom,26,4,129,17
4,4,#SERVANTS.CAPULET.0.1_Rom,10,1,14,2
4,4,#SERVANTS.CAPULET.0.2_Rom,17,2,29,4
4,5,#Capulet_Rom,218,28,582,75
4,5,#FriarLawrence_Rom,207,25,488,63
4,5,#LadyCapulet_Rom,86,13,620,82
4,5,#MUSICIANS.0.1_Rom,70,13,326,50
4,5,#MUSICIANS.0.2_Rom,34,6,167,25
4,5,#MUSICIANS.0.3_Rom,7,1,68,9
4,5,#Nurse_Rom,214,31,790,105
4,5,#Paris_Rom,46,6,488,63
4,5,#SERVANTS.CAPULET.Peter_Rom,198,28,269,43
5,1,#Apothecary_Rom,53,7,224,29
5,1,#Romeo_Rom,559,73,690,91
5,1,#SERVANTS.MONTAGUE.Balthasar_Rom,78,11,180,24
5,2,#FriarJohn_Rom,97,13,170,23
5,2,#FriarLawrence_Rom,127,17,219,29
5,3,#Capulet_Rom,71,10,967,125
5,3,#FriarLawrence_Rom,571,75,1331,176
5,3,#Juliet_Rom,106,13,1297,169
5,3,#LadyCapulet_Rom,40,5,967,125
5,3,#Montague_Rom,79,10,832,106
5,3,#Paris_Rom,250,32,2469,321
5,3,#PrinceEscalus_Rom,294,39,981,127
5,3,#Romeo_Rom,655,82,2297,300
5,3,#SERVANTS.MONTAGUE.Balthasar_Rom,155,21,2297,300
5,3,#SERVANTS.PARIS.1_Rom,80,9,1704,220
5,3,#WATCHMEN.0.1_Rom,133,20,1141,149
5,3,#WATCHMEN.0.2_Rom,9,2,1032,134
5,3,#WATCHMEN.0.3_Rom,26,3,1014,131
1,1,#ATTENDANTS.PRINCE_Rom,0,0,166,23
1,1,#SERVANTS.MONTAGUE.1_Rom,0,0,478,72
1,4,#ATTENDANTS_Rom,0,0,905,121
1,4,#Boy_Rom,0,0,905,121
1,4,#MASKERS_Rom,0,0,905,121
1,5,#GUESTS_Rom,0,0,919,124
1,5,#LadyCapulet_Rom,0,0,919,124
1,5,#SERVANTS.CAPULET_Rom,0,0,1031,141
1,5,#SERVANTS.TYBALT.1_Rom,0,0,327,45
2,5,#SERVANTS.CAPULET.Peter_Rom,0,0,23,3
3,1,#CITIZENS_Rom,0,0,478,64
3,1,#Capulet_Rom,0,0,447,59
3,1,#LadyMontague_Rom,0,0,447,59
3,1,#SERVANTS.CAPULET_Rom,0,0,419,57
3,1,#SERVANTS.MONTAGUE_Rom,0,0,900,113
3,1,#SERVANTS_Rom,0,0,447,59
4,2,#SERVANTS.CAPULET_Rom,0,0,61,9
4,3,#Nurse_Rom,0,0,111,14
4,4,#SERVANTS.CAPULET_Rom,0,0,120,18
4,5,#MUSICIANS_Rom,0,0,814,113
5,3,#ATTENDANTS.PRINCE_Rom,0,0,981,127
5,3,#WATCHMEN_Rom,0,0,1141,149
