act,scene,stagegroup,n_tokens,n_lines,onstage
4,3,91,678,101,#Macduff_Mac #Malcolm_Mac #Ross_Mac
5,1,92,141,20,#Doctor2_Mac #Gentlewoman_Mac
5,1,93,370,52,#Doctor2_Mac #Gentlewoman_Mac #LadyMacbeth_Mac
5,1,94,79,12,#Doctor2_Mac #Gentlewoman_Mac
5,2,95,245,37,#Angus_Mac #Caithness_Mac #Lennox_Mac #Menteith_Mac #SOLDIERS.MALCOLM_Mac
5,3,96,85,11,#ATTENDANTS_Mac #Doctor2_Mac #Macbeth_Mac
5,3,97,61,11,#ATTENDANTS_Mac #Doctor2_Mac #Macbeth_Mac #SERVANTS.X.4_Mac
5,3,98,81,12,#ATTENDANTS_Mac #Doctor2_Mac #Macbeth_Mac
5,3,99,260,42,#ATTENDANTS_Mac #Doctor2_Mac #Macbeth_Mac #Seyton_Mac
5,4,100,58,9,#Angus_Mac #Caithness_Mac #Macduff_Mac #Malcolm_Mac #Menteith_Mac #SOLDIERS.MALCOLM_Mac #Siward_Mac #YoungSiward_Mac
5,4,101,110,18,#Angus_Mac #Caithness_Mac #Macduff_Mac #Malcolm_Mac #Menteith_Mac #SOLDIERS.MALCOLM.0.1_Mac #SOLDIERS.MALCOLM_Mac #Siward_Mac #YoungSiward_Mac
5,5,102,72,10,#Macbeth_Mac #SOLDIERS.MACBETH_Mac #Seyton_Mac
5,5,103,55,7,#Macbeth_Mac #SOLDIERS.MACBETH_Mac
5,5,104,100,14,#Macbeth_Mac #SOLDIERS.MACBETH_Mac #Seyton_Mac
5,5,105,197,28,#MESSENGERS.3_Mac #Macbeth_Mac #SOLDIERS.MACBETH_Mac #Seyton_Mac
5,6,106,81,11,#Angus_Mac #Caithness_Mac #Macduff_Mac #Malcolm_Mac #Menteith_Mac #SOLDIERS.MALCOLM_Mac #Siward_Mac #YoungSiward_Mac
5,7,107,34,4,#Macbeth_Mac
5,7,108,79,14,#Macbeth_Mac #YoungSiward_Mac
5,7,109,81,10,#Macduff_Mac
5,7,110,48,8,#Malcolm_Mac #Siward_Mac
5,8,111,23,3,#Macbeth_Mac
5,8,112,256,36,#Macbeth_Mac #Macduff_Mac
5,8,113,173,25,#ATTENDANTS_Mac #Malcolm_Mac #Ross_Mac #SOLDIERS.MALCOLM_Mac #Siward_Mac
5,8,114,179,24,#ATTENDANTS_Mac #Macduff_Mac #Malcolm_Mac #Ross_Mac #SOLDIERS.MALCOLM_Mac #Siward_Mac
