act,scene,stagegroup,n_tokens,n_lines,onstage
3,4,41,157,24,#LADIES.0.1_R2 #LADIES_R2 #Queen_R2
3,4,42,623,82,#Gardener_R2 #LADIES.0.1_R2 #LADIES_R2 #Queen_R2 #SERVANTS.GARDENER.1_R2 #SERVANTS.GARDENER.2_R2
3,4,43,55,6,#Gardener_R2 #LADIES.0.1_R2 #SERVANTS.GARDENER.1_R2 #SERVANTS.GARDENER.2_R2
4,1,44,3,1,#AbbotOfWestminster_R2 #Aumerle_R2 #BishopOfCarlisle_R2 #Fitzwater_R2 #HERALDS.X_R2 #HenryIV_1H4 #Hotspur_R2 #LORDS.1_R2 #Northumberland_R2 #OFFICERS_R2 #Surrey_R2
4,1,45,842,110,#AbbotOfWestminster_R2 #Aumerle_R2 #Bagot_R2 #BishopOfCarlisle_R2 #Fitzwater_R2 #HERALDS.X_R2 #HenryIV_1H4 #Hotspur_R2 #LORDS.1_R2 #Northumberland_R2 #OFFICERS.0_R2 #OFFICERS_R2 #Surrey_R2
4,1,46,391,54,#AbbotOfWestminster_R2 #Aumerle_R2 #Bagot_R2 #BishopOfCarlisle_R2 #Fitzwater_R2 #HERALDS.X_R2 #HenryIV_1H4 #Hotspur_R2 #LORDS.1_R2 #Northumberland_R2 #OFFICERS.0_R2 #OFFICERS_R2 #Surrey_R2 #York_R2
4,1,47,31,4,#AbbotOfWestminster_R2 #Aumerle_R2 #Bagot_R2 #BishopOfCarlisle_R2 #Fitzwater_R2 #HERALDS.X_R2 #HenryIV_1H4 #Hotspur_R2 #LORDS.1_R2 #Northumberland_R2 #OFFICERS.0_R2 #OFFICERS_R2 #Surrey_R2
4,1,48,922,117,#AbbotOfWestminster_R2 #Aumerle_R2 #Bagot_R2 #BishopOfCarlisle_R2 #Fitzwater_R2 #HERALDS.X_R2 #HenryIV_1H4 #Hotspur_R2 #LORDS.1_R2 #Northumberland_R2 #OFFICERS.0_R2 #OFFICERS_R2 #RichardII_R2 #Surrey_R2 #York_R2
4,1,49,321,45,#AbbotOfWestminster_R2 #Aumerle_R2 #Bagot_R2 #BishopOfCarlisle_R2 #Fitzwater_R2 #HERALDS.X_R2 #HenryIV_1H4 #Hotspur_R2 #LORDS.1_R2 #Northumberland_R2 #OFFICERS.0.1_R2 #OFFICERS.0_R2 #OFFICERS_R2 #RichardII_R2 #Surrey_R2 #York_R2
4,1,50,12,2,#AbbotOfWestminster_R2 #Aumerle_R2 #Bagot_R2 #BishopOfCarlisle_R2 #Fitzwater_R2 #HERALDS.X_R2 #HenryIV_1H4 #Hotspur_R2 #LORDS.1_R2 #Northumberland_R2 #OFFICERS.0.1_R2 #OFFICERS_R2 #Surrey_R2 #York_R2
4,1,51,104,14,#AbbotOfWestminster_R2 #Aumerle_R2 #BishopOfCarlisle_R2 #OFFICERS.0.1_R2
5,1,52,45,6,#LADIES_R2 #Queen_R2
5,1,53,355,45,#LADIES_R2 #OFFICERS_R2 #Queen_R2 #RichardII_R2
5,1,54,434,53,#LADIES_R2 #Northumberland_R2 #OFFICERS_R2 #Queen_R2 #RichardII_R2
5,2,55,315,43,#DuchessOfYork_R2 #York_R2
5,2,56,366,50,#Aumerle_R2 #DuchessOfYork_R2 #York_R2
5,2,57,22,3,#Aumerle_R2 #DuchessOfYork_R2 #SERVANTS.YORK.1_R2 #York_R2
5,2,58,197,26,#Aumerle_R2 #DuchessOfYork_R2 #York_R2
5,2,59,60,7,#Aumerle_R2 #DuchessOfYork_R2
5,3,60,172,22,#HenryIV_1H4 #Hotspur_R2 #LORDS_R2
5,3,61,39,6,#Aumerle_R2 #HenryIV_1H4 #Hotspur_R2 #LORDS_R2
5,3,62,77,10,#Aumerle_R2 #HenryIV_1H4
5,3,63,267,35,#Aumerle_R2 #HenryIV_1H4 #York_R2
5,3,64,604,80,#Aumerle_R2 #DuchessOfYork_R2 #HenryIV_1H4 #York_R2
5,4,65,25,3,#Exton_R2 #SERVANTS.EXTON_R2
5,4,66,69,9,#Exton_R2 #SERVANTS.EXTON.0.1_R2 #SERVANTS.EXTON_R2
5,5,67,542,67,#RichardII_R2
5,5,68,227,29,#Groom_R2 #RichardII_R2
5,5,69,27,3,#Groom_R2 #Jailer_R2 #RichardII_R2
5,5,70,57,8,#Jailer_R2 #RichardII_R2
5,5,71,124,15,#Exton_R2 #Jailer_R2 #RichardII_R2 #SERVANTS.EXTON_R2
5,6,72,32,4,#HenryIV_1H4 #York_R2
5,6,73,64,8,#HenryIV_1H4 #Northumberland_R2 #York_R2
5,6,74,45,6,#Fitzwater_R2 #HenryIV_1H4 #Northumberland_R2 #York_R2
5,6,75,86,11,#BishopOfCarlisle_R2 #Fitzwater_R2 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2 #York_R2
5,6,76,121,15,#BishopOfCarlisle_R2 #Exton_R2 #Fitzwater_R2 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2 #SERVANTS.EXTON_R2 #York_R2
5,6,77,63,8,#BishopOfCarlisle_R2 #Fitzwater_R2 #HenryIV_1H4 #Hotspur_R2 #Northumberland_R2 #SERVANTS.EXTON_R2 #York_R2
