act,scene,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
3,3,#LadyBona_3H6,71,10,2008,266
3,3,#MESSENGERS.Post_3H6,31,5,570,73
3,3,#Oxford_3H6,151,19,2008,266
3,3,#PrinceEdward_3H6,46,6,2008,266
3,3,#QueenMargaret_1H6,570,75,2008,266
3,3,#Warwick_2H6,704,92,1749,231
4,1,#Clarence_3H6,199,24,981,127
4,1,#EdwardIV_3H6,507,63,1124,144
4,1,#Hastings_3H6,60,8,1124,144
4,1,#MESSENGERS.Post_3H6,143,21,525,68
4,1,#Montague_3H6,39,6,1187,152
4,1,#QueenElizabeth_3H6,66,8,1124,144
4,1,#RichardIII_R3,164,21,1187,152
4,1,#Somerset_3H6,9,1,981,127
4,2,#Clarence_3H6,5,1,206,28
4,2,#Warwick_2H6,217,29,222,30
4,3,#EdwardIV_3H6,80,11,246,34
4,3,#Oxford_3H6,16,2,318,44
4,3,#Somerset_3H6,6,1,278,39
4,3,#WATCHMEN.1_3H6,62,8,209,27
4,3,#WATCHMEN.2_3H6,48,7,209,27
4,3,#WATCHMEN.3_3H6,74,9,209,27
4,3,#Warwick_2H6,209,28,318,44
4,4,#QueenElizabeth_3H6,227,29,281,36
4,4,#Rivers_3H6,54,7,281,36
4,5,#EdwardIV_3H6,61,9,130,18
4,5,#Hastings_3H6,10,2,234,31
4,5,#Huntsman_3H6,18,2,130,18
4,5,#RichardIII_R3,145,18,234,31
4,6,#Clarence_3H6,69,9,675,90
4,6,#HenryVI_1H6,359,48,675,90
4,6,#Lieutenant_3H6,21,3,675,90
4,6,#MESSENGERS.Post_3H6,50,7,85,12
4,6,#Oxford_3H6,16,2,786,105
4,6,#Somerset_3H6,104,14,786,105
4,6,#Warwick_2H6,167,22,675,90
4,7,#ALDERMEN_3H6,5,1,542,67
4,7,#EdwardIV_3H6,354,43,711,88
4,7,#Hastings_3H6,88,11,711,88
4,7,#MayorOfYork_3H6,48,6,542,67
4,7,#Montgomery_3H6,119,15,385,49
4,7,#RichardIII_R3,99,13,711,88
4,7,#SOLDIERS.MONTGOMERY_3H6,5,1,385,49
4,7,#SOLDIERS.YORK.0.1_3H6,18,3,136,18
4,7,#SOLDIERS.YORK_3H6,5,1,711,88
4,8,#Clarence_3H6,22,3,235,32
4,8,#EdwardIV_3H6,84,10,102,13
4,8,#Exeter_3H6,17,2,440,57
4,8,#HenryVI_1H6,169,22,440,57
4,8,#Montague_3H6,9,1,235,32
4,8,#Oxford_3H6,9,1,235,32
4,8,#RichardIII_R3,18,3,102,13
4,8,#Warwick_2H6,159,22,235,32
5,1,#Clarence_3H6,167,22,291,38
5,1,#EdwardIV_3H6,229,28,782,99
5,1,#MESSENGERS.1_3H6,6,1,24,3
5,1,#MESSENGERS.2_3H6,8,1,47,6
5,1,#Montague_3H6,4,1,21,3
5,1,#Oxford_3H6,4,1,375,50
5,1,#RichardIII_R3,164,20,782,99
5,1,#Somerset_3H6,4,1,31,4
5,1,#Somerville_3H6,44,5,858,108
5,1,#Warwick_2H6,275,34,897,113
5,2,#EdwardIV_3H6,34,4,34,4
5,2,#Oxford_3H6,8,1,182,23
5,2,#Somerset_3H6,95,13,182,23
5,2,#Warwick_2H6,287,34,424,52
5,3,#Clarence_3H6,33,4,191,24
5,3,#EdwardIV_3H6,126,16,191,24
5,3,#RichardIII_R3,32,4,191,24
5,4,#EdwardIV_3H6,53,6,134,16
5,4,#MESSENGERS.X.5_3H6,14,2,14,2
5,4,#Oxford_3H6,64,8,668,82
5,4,#PrinceEdward_3H6,93,12,668,82
5,4,#QueenMargaret_1H6,409,50,668,82
5,4,#Somerset_3H6,35,4,668,82
5,5,#Clarence_3H6,53,7,725,92
5,5,#EdwardIV_3H6,188,24,725,92
5,5,#Oxford_3H6,9,1,64,8
5,5,#PrinceEdward_3H6,100,13,572,73
5,5,#QueenMargaret_1H6,274,34,660,84
5,5,#RichardIII_R3,92,12,385,50
5,5,#Somerset_3H6,9,1,64,8
5,6,#HenryVI_1H6,389,50,757,94
5,6,#RichardIII_R3,368,44,757,94
5,7,#Clarence_3H6,48,6,364,47
5,7,#EdwardIV_3H6,235,32,364,47
5,7,#RichardIII_R3,81,9,364,47
1,1,#SOLDIERS.LANCASTER_3H6,0,0,1111,143
1,1,#SOLDIERS.YORK_3H6,0,0,575,75
1,2,#HughMortimer_3H6,0,0,115,14
1,3,#SOLDIERS.LANCASTER_3H6,0,0,400,52
1,4,#PrinceEdward_3H6,0,0,1256,160
1,4,#SOLDIERS.LANCASTER_3H6,0,0,1256,160
2,1,#Montague_3H6,0,0,915,115
2,1,#SOLDIERS.WARWICK_3H6,0,0,915,115
2,1,#SOLDIERS.YORK_3H6,0,0,1671,211
2,2,#Montague_3H6,0,0,775,100
2,2,#Norfolk_3H6,0,0,775,100
2,2,#SOLDIERS.YORK_3H6,0,0,775,100
2,4,#Warwick_2H6,0,0,16,2
2,6,#Montague_3H6,0,0,643,82
2,6,#SOLDIERS.YORK_3H6,0,0,643,82
3,2,#ATTENDANTS.EDWARD_3H6,0,0,1039,125
3,3,#Bourbon_3H6,0,0,2008,266
4,1,#ATTENDANTS.EDWARD_3H6,0,0,1124,144
4,1,#Pembroke_3H6,0,0,992,128
4,1,#Stafford_3H6,0,0,992,128
4,2,#Oxford_3H6,0,0,222,30
4,2,#SOLDIERS.FRENCH_3H6,0,0,222,30
4,2,#Somerset_3H6,0,0,206,28
4,3,#Clarence_3H6,0,0,318,44
4,3,#SOLDIERS.FRENCH_3H6,0,0,278,39
4,5,#SOLDIERS.YORK_3H6,0,0,234,31
4,5,#Stanley_3H6,0,0,234,31
4,6,#HenryVII_R3,0,0,786,105
4,6,#Montague_3H6,0,0,675,90
4,8,#SOLDIERS.YORK_3H6,0,0,102,13
5,1,#MayorOfCoventry_3H6,0,0,905,114
5,1,#SOLDIERS.CLARENCE_3H6,0,0,291,38
5,1,#SOLDIERS.MONTAGUE_3H6,0,0,21,3
5,1,#SOLDIERS.OXFORD_3H6,0,0,11,2
5,1,#SOLDIERS.SOMERSET_3H6,0,0,31,4
5,1,#SOLDIERS.YORK_3H6,0,0,782,99
5,3,#SOLDIERS.YORK_3H6,0,0,191,24
5,4,#Clarence_3H6,0,0,134,16
5,4,#RichardIII_R3,0,0,134,16
5,4,#SOLDIERS.LANCASTER_3H6,0,0,668,82
5,4,#SOLDIERS.YORK_3H6,0,0,134,16
5,5,#SOLDIERS.YORK.0.2_3H6,0,0,637,81
5,5,#SOLDIERS.YORK_3H6,0,0,660,84
5,6,#Lieutenant_3H6,0,0,50,6
5,7,#ATTENDANTS.EDWARD_3H6,0,0,364,47
5,7,#EdwardV.Infant_3H6,0,0,364,47
5,7,#Hastings_3H6,0,0,364,47
5,7,#Nurse_3H6,0,0,364,47
5,7,#QueenElizabeth_3H6,0,0,364,47
