act,scene,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
4,3,#Flavius_Tim,273,38,621,89
4,3,#Phrynia_Tim,33,5,1035,147
4,3,#Timandra_Tim,44,8,1035,147
4,3,#Timon_Tim,2833,399,4196,601
5,1,#Flavius_Tim,78,11,922,130
5,1,#Painter_Tim,305,43,908,131
5,1,#Poet_Tim,220,34,908,131
5,1,#SENATORS.1_Tim,161,28,922,130
5,1,#SENATORS.2_Tim,186,26,922,130
5,1,#Timon_Tim,920,126,1531,220
5,2,#MESSENGERS.X.3_Tim,70,11,130,19
5,2,#SENATORS.1_Tim,35,4,39,5
5,2,#SENATORS.3_Tim,16,3,130,19
5,2,#SENATORS.4_Tim,9,1,130,19
5,3,#SOLDIERS.1_Tim,84,10,84,10
5,4,#Alcibiades_Tim,307,44,677,100
5,4,#SENATORS.1_Tim,180,27,667,98
5,4,#SENATORS.2_Tim,160,25,667,98
5,4,#SOLDIERS.1_Tim,34,5,171,25
1,1,#ATTENDANTS.ALCIBIADES_Tim,0,0,70,12
1,1,#LORDS_Tim,0,0,183,28
1,1,#SENATORS_Tim,0,0,1565,244
1,1,#SERVANTS.TIMON_Tim,0,0,1134,181
1,2,#ATTENDANTS.TIMON_Tim,0,0,1809,246
1,2,#SENATORS_Tim,0,0,1809,246
2,2,#ATTENDANTS_Tim,0,0,168,28
2,2,#Alcibiades_Tim,0,0,168,28
3,5,#ATTENDANTS.ALCIBIADES_Tim,0,0,901,125
3,5,#SENATORS_Tim,0,0,781,111
3,6,#FRIENDS_Tim,0,0,810,122
3,6,#SERVANTS.TIMON_Tim,0,0,575,86
4,2,#SERVANTS.TIMON.0_Tim,0,0,295,39
4,2,#SERVANTS.TIMON_Tim,0,0,239,34
5,2,#SENATORS.2_Tim,0,0,39,5
5,4,#SOLDIERS_Tim,0,0,677,100
