act,scene,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
5,2,#Bianca_Shr,65,8,951,125
5,2,#Biondello_Shr,35,6,1452,200
5,2,#Gremio_Shr,23,3,1491,206
5,2,#Hortensio_Shr,95,17,1491,206
5,2,#Katherine_Shr,416,51,986,130
5,2,#Lucentio_Shr,185,25,1491,206
5,2,#Petruchio_Shr,464,66,1470,204
5,2,#Tranio_Shr,34,4,1491,206
5,2,#Vincentio_Shr,15,2,1491,206
5,2,#Widow_Shr,76,12,951,125
0,1,#HUNTSMEN_Shr,0,0,474,61
0,1,#SERVANTS.LORD_Shr,0,0,973,129
0,2,#SERVANTS.LORD.0_Shr,0,0,342,47
2,1,#Biondello_Shr,0,0,1036,135
2,1,#Lucentio_Shr,0,0,549,76
2,1,#SERVANTS.BAPTISTA.1_Shr,0,0,20,3
3,2,#Hortensio_Shr,0,0,551,76
3,2,#SERVANTS.BAPTISTA_Shr,0,0,1502,205
4,1,#SERVANTS.PETRUCHIO.0.2_Shr,0,0,501,66
4,1,#SERVANTS.PETRUCHIO_Shr,0,0,208,31
4,5,#SERVANTS.PETRUCHIO_Shr,0,0,611,81
5,1,#Grumio_Shr,0,0,978,148
5,1,#Officer_Shr,0,0,413,63
5,1,#SERVANTS.BAPTISTA_Shr,0,0,530,77
5,1,#SERVANTS.PETRUCHIO_Shr,0,0,978,148
5,2,#Grumio_Shr,0,0,730,107
5,2,#Merchant_Shr,0,0,1491,206
5,2,#SERVANTS_Shr,0,0,1491,206
