act,scene,stagegroup,n_tokens,n_lines,onstage
4,9,114,255,41,#Enobarbus_Ant #WATCHMEN.1_Ant #WATCHMEN.2_Ant #WATCHMEN.Sentry_Ant
4,10,115,71,10,#Antony_JC #SOLDIERS.ANTONY_Ant #Scarus_Ant
4,11,116,34,4,#Octavius_JC #SOLDIERS.CAESAR_Ant
4,12,117,24,3,#Antony_JC #Scarus_Ant
4,12,118,48,7,#Scarus_Ant
4,12,119,69,9,#Antony_JC #Scarus_Ant
4,12,120,104,14,#Antony_JC
4,12,121,68,10,#Antony_JC #Cleopatra_Ant
4,12,122,91,13,#Antony_JC
4,13,123,84,14,#Charmian_Ant #Cleopatra_Ant #Iras_Ant #Mardian_Ant
4,14,124,174,26,#Antony_JC #Eros_Ant
4,14,125,125,20,#Antony_JC #Eros_Ant #Mardian_Ant
4,14,126,48,7,#Antony_JC #Eros_Ant
4,14,127,95,11,#Antony_JC
4,14,128,402,61,#Antony_JC #Eros_Ant
4,14,129,19,3,#Antony_JC #Eros_Ant #GUARDS.0.1_Ant #GUARDS.Dercetus_Ant #GUARDS_Ant
4,14,130,25,6,#Antony_JC #Eros_Ant #GUARDS.0.1_Ant #GUARDS.0.2_Ant #GUARDS.Dercetus_Ant #GUARDS_Ant
4,14,131,2,1,#Antony_JC #Eros_Ant #GUARDS.0.1_Ant #GUARDS.0.2_Ant #GUARDS.0.3_Ant #GUARDS.Dercetus_Ant #GUARDS_Ant
4,14,132,22,3,#Antony_JC #Eros_Ant #GUARDS.0.1_Ant #GUARDS.0.2_Ant #GUARDS.0.3_Ant #GUARDS.Dercetus_Ant
4,14,133,12,3,#Antony_JC #Diomedes_Ant #Eros_Ant #GUARDS.0.1_Ant #GUARDS.0.2_Ant #GUARDS.0.3_Ant #GUARDS.Dercetus_Ant
4,14,134,126,20,#Antony_JC #Diomedes_Ant #Eros_Ant #GUARDS.0.1_Ant #GUARDS.0.2_Ant #GUARDS.0.3_Ant
4,14,135,86,11,#Antony_JC #Diomedes_Ant #Eros_Ant #GUARDS.0.1_Ant #GUARDS.0.2_Ant #GUARDS.0.3_Ant #GUARDS_Ant
4,15,136,44,7,#Charmian_Ant #Cleopatra_Ant #Iras_Ant
4,15,137,26,4,#Charmian_Ant #Cleopatra_Ant #Diomedes_Ant #Iras_Ant
4,15,138,236,35,#Antony_JC #Charmian_Ant #Cleopatra_Ant #Diomedes_Ant #GUARDS_Ant #Iras_Ant
4,15,139,398,59,#Antony_JC #Charmian_Ant #Cleopatra_Ant #Diomedes_Ant #GUARDS_Ant #Iras_Ant #LADIES_Ant
5,1,140,22,4,#Agrippa_Ant #Dolabella_Ant #Gallus_Ant #Maecenas_Ant #Octavius_JC #Proculeius_Ant
5,1,141,375,53,#Agrippa_Ant #GUARDS.Dercetus_Ant #Gallus_Ant #Maecenas_Ant #Octavius_JC #Proculeius_Ant
5,1,142,95,14,#Agrippa_Ant #Egyptian_Ant #GUARDS.Dercetus_Ant #Gallus_Ant #Maecenas_Ant #Octavius_JC #Proculeius_Ant
5,1,143,64,9,#Agrippa_Ant #GUARDS.Dercetus_Ant #Gallus_Ant #Maecenas_Ant #Octavius_JC #Proculeius_Ant
5,1,144,4,1,#Agrippa_Ant #GUARDS.Dercetus_Ant #Gallus_Ant #Maecenas_Ant #Octavius_JC
5,1,145,62,10,#Agrippa_Ant #GUARDS.Dercetus_Ant #Maecenas_Ant #Octavius_JC
5,2,146,59,8,#Charmian_Ant #Cleopatra_Ant #Iras_Ant
5,2,147,221,31,#Charmian_Ant #Cleopatra_Ant #Iras_Ant #Proculeius_Ant
5,2,148,225,36,#Charmian_Ant #Cleopatra_Ant #Gallus_Ant #Iras_Ant #Proculeius_Ant #SOLDIERS.CAESAR_Ant
5,2,149,54,10,#Charmian_Ant #Cleopatra_Ant #Dolabella_Ant #Gallus_Ant #Iras_Ant #Proculeius_Ant #SOLDIERS.CAESAR_Ant
5,2,150,334,51,#Charmian_Ant #Cleopatra_Ant #Dolabella_Ant #Iras_Ant
5,2,151,232,34,#ATTENDANTS.CAESAR_Ant #Charmian_Ant #Cleopatra_Ant #Dolabella_Ant #Gallus_Ant #Iras_Ant #Maecenas_Ant #Octavius_JC #Proculeius_Ant
5,2,152,270,40,#ATTENDANTS.CAESAR_Ant #Charmian_Ant #Cleopatra_Ant #Dolabella_Ant #Gallus_Ant #Iras_Ant #Maecenas_Ant #Octavius_JC #Proculeius_Ant #Seleucus_Ant
5,2,153,123,19,#ATTENDANTS.CAESAR_Ant #Charmian_Ant #Cleopatra_Ant #Dolabella_Ant #Gallus_Ant #Iras_Ant #Maecenas_Ant #Octavius_JC #Proculeius_Ant
5,2,154,53,8,#Charmian_Ant #Cleopatra_Ant #Iras_Ant
5,2,155,5,2,#Charmian_Ant #Cleopatra_Ant #Dolabella_Ant #Iras_Ant
5,2,156,71,13,#Cleopatra_Ant #Dolabella_Ant #Iras_Ant
5,2,157,145,23,#Cleopatra_Ant #Iras_Ant
5,2,158,52,8,#Charmian_Ant #Cleopatra_Ant #Iras_Ant
5,2,159,3,1,#Charmian_Ant #Cleopatra_Ant
5,2,160,21,4,#Charmian_Ant #Cleopatra_Ant #GUARDS.CAESAR.1_Ant
5,2,161,41,6,#Charmian_Ant #Cleopatra_Ant
5,2,162,8,2,#Charmian_Ant #Cleopatra_Ant #Countryman_Ant #GUARDS.CAESAR.1_Ant
5,2,163,298,38,#Charmian_Ant #Cleopatra_Ant #Countryman_Ant
5,2,164,321,45,#Charmian_Ant #Cleopatra_Ant #Iras_Ant
5,2,165,30,6,#Charmian_Ant #Cleopatra_Ant #GUARDS.CAESAR.0.1_Ant #GUARDS.CAESAR_Ant #Iras_Ant
5,2,166,33,5,#Charmian_Ant #Cleopatra_Ant #GUARDS.CAESAR.0.1_Ant #GUARDS.CAESAR.0.2_Ant #GUARDS.CAESAR_Ant #Iras_Ant
5,2,167,29,6,#Charmian_Ant #Cleopatra_Ant #Dolabella_Ant #GUARDS.CAESAR.0.1_Ant #GUARDS.CAESAR.0.2_Ant #GUARDS.CAESAR_Ant #Iras_Ant
5,2,168,268,41,#ATTENDANTS.CAESAR_Ant #Charmian_Ant #Cleopatra_Ant #Dolabella_Ant #GUARDS.CAESAR.0.1_Ant #GUARDS.CAESAR.0.2_Ant #GUARDS.CAESAR_Ant #Gallus_Ant #Iras_Ant #Maecenas_Ant #Octavius_JC #Proculeius_Ant
