act,scene,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
4,2,#Belarius_Cym,781,112,1960,290
4,2,#Cloten_Cym,127,23,339,54
4,2,#Guiderius_Cym,749,116,2055,314
4,2,#Imogen_Cym,682,86,2087,297
4,2,#Lucius_Cym,310,42,582,81
4,2,#SOLDIERS.ROMAN.0.1_Cym,68,11,582,81
4,2,#Soothsayer_Cym,53,7,582,81
4,3,#ATTENDANTS.0.2_Cym,102,16,260,36
4,3,#Cymbeline_Cym,158,21,297,43
4,3,#Pisanio_Cym,136,17,396,54
4,4,#Arviragus_Cym,136,19,456,65
4,4,#Belarius_Cym,198,27,456,65
4,4,#Guiderius_Cym,122,19,456,65
5,1,#Posthumus_Cym,274,33,274,33
5,2,#Belarius_Cym,22,3,26,4
5,2,#Guiderius_Cym,4,1,26,4
5,2,#Iachimo_Cym,87,11,119,16
5,2,#Lucius_Cym,32,5,36,6
5,3,#ATTENDANTS.3_Cym,34,7,532,71
5,3,#Posthumus_Cym,695,88,810,106
5,3,#SOLDIERS.BRITON.0.1_Cym,30,4,95,14
5,3,#SOLDIERS.BRITON.0.2_Cym,51,7,78,12
5,4,#GHOSTS.BROTHERS.1_Cym,73,15,547,94
5,4,#GHOSTS.BROTHERS.2_Cym,44,9,547,94
5,4,#GHOSTS.Father_Cym,230,41,547,94
5,4,#GHOSTS.Mother_Cym,62,13,547,94
5,4,#JAILERS.1_Cym,412,45,511,60
5,4,#JAILERS.2_Cym,4,1,21,3
5,4,#Jupiter_Cym,154,21,154,21
5,4,#MESSENGERS.2_Cym,10,2,38,7
5,4,#Posthumus_Cym,542,68,1428,201
5,5,#Arviragus_Cym,50,9,3982,586
5,5,#Belarius_Cym,548,78,3982,586
5,5,#Cornelius_Cym,343,49,3795,559
5,5,#Cymbeline_Cym,1190,182,3982,586
5,5,#Guiderius_Cym,100,15,3982,586
5,5,#Iachimo_Cym,572,76,3421,506
5,5,#Imogen_Cym,223,37,3421,506
5,5,#LADIES.QUEEN_Cym,6,1,3795,559
5,5,#Lucius_Cym,198,28,3421,506
5,5,#Pisanio_Cym,193,29,3982,586
5,5,#Posthumus_Cym,302,44,3421,506
5,5,#Soothsayer_Cym,257,38,3421,506
1,1,#ATTENDANTS_Cym,0,0,275,48
1,4,#Dutchman_Cym,0,0,1386,181
1,4,#Spaniard_Cym,0,0,1386,181
1,5,#LADIES.QUEEN_Cym,0,0,44,8
2,3,#ATTENDANTS_Cym,0,0,253,36
3,1,#ATTENDANTS_Cym,0,0,684,92
3,5,#ATTENDANTS_Cym,0,0,571,84
3,7,#TRIBUNES_Cym,0,0,117,19
4,2,#SOLDIERS.ROMAN_Cym,0,0,582,81
4,3,#ATTENDANTS_Cym,0,0,297,43
5,2,#Arviragus_Cym,0,0,26,4
5,2,#Cymbeline_Cym,0,0,26,4
5,2,#Imogen_Cym,0,0,36,6
5,2,#SOLDIERS.BRITON_Cym,0,0,26,4
5,2,#SOLDIERS.ROMAN_Cym,0,0,62,10
5,3,#SOLDIERS.BRITON_Cym,0,0,95,14
5,5,#ATTENDANTS_Cym,0,0,3982,586
5,5,#SOLDIERS.BRITON_Cym,0,0,3421,506
5,5,#SOLDIERS.ROMAN_Cym,0,0,3421,506
