act,scene,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
5,5,#Groom_R2,91,12,254,32
5,5,#Jailer_R2,38,6,208,26
5,5,#RichardII_R2,794,98,977,122
5,6,#Exton_R2,37,5,121,15
5,6,#Fitzwater_R2,30,4,315,40
5,6,#HenryIV_1H4,268,33,411,52
5,6,#Hotspur_R2,36,5,270,34
5,6,#Northumberland_R2,40,5,379,48
1,1,#ATTENDANTS_R2,0,0,1599,211
1,1,#LORDS_R2,0,0,1599,211
1,3,#LORDS_R2,0,0,1874,248
1,3,#OFFICERS_R2,0,0,1874,248
2,1,#ATTENDANTS.GAUNT_R2,0,0,1086,145
2,1,#Aumerle_R2,0,0,1227,158
2,1,#Bagot_R2,0,0,1227,158
2,1,#Bushy_R2,0,0,1227,158
2,1,#Green_R2,0,0,1227,158
3,1,#LORDS_R2,0,0,343,47
3,1,#Northumberland_R2,0,0,274,37
3,2,#SOLDIERS.RICHARD_R2,0,0,1744,226
3,3,#ATTENDANTS.HENRY_R2,0,0,1633,220
3,3,#SOLDIERS.HENRY_R2,0,0,1633,220
3,4,#LADIES_R2,0,0,797,108
3,4,#SERVANTS.GARDENER.2_R2,0,0,678,88
4,1,#HERALDS.X_R2,0,0,2522,333
4,1,#OFFICERS.0.1_R2,0,0,437,61
4,1,#OFFICERS.0_R2,0,0,2507,330
4,1,#OFFICERS_R2,0,0,2522,333
5,1,#LADIES_R2,0,0,834,104
5,1,#OFFICERS_R2,0,0,789,98
5,2,#SERVANTS.YORK.1_R2,0,0,22,3
5,3,#LORDS_R2,0,0,211,28
5,4,#SERVANTS.EXTON_R2,0,0,94,12
5,5,#SERVANTS.EXTON_R2,0,0,124,15
5,6,#BishopOfCarlisle_R2,0,0,270,34
5,6,#SERVANTS.EXTON_R2,0,0,184,23
5,6,#York_R2,0,0,411,52
