act,scene,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
5,3,#ATTENDANTS.RICHMOND.0.1_R3,11,2,1001,135
5,3,#ATTENDANTS.RICHMOND_R3,3,1,375,50
5,3,#Blunt_R3,48,6,208,27
5,3,#Buckingham_R3,83,11,83,11
5,3,#Catesby_R3,19,3,106,17
5,3,#Clarence_3H6,64,9,64,9
5,3,#EdwardV_R3,65,9,65,9
5,3,#Grey_R3,24,3,54,7
5,3,#Hastings_3H6,33,5,33,5
5,3,#HenryVII_R3,675,89,1941,266
5,3,#HenryVI_1H6,54,7,54,7
5,3,#LadyAnne_R3,58,9,58,9
5,3,#MESSENGERS.X.3_R3,7,1,75,10
5,3,#Norfolk_R3,68,10,726,99
5,3,#PrinceEdward_3H6,44,8,44,8
5,3,#Ratcliffe_R3,92,15,1139,159
5,3,#RichardIII_R3,1183,159,2128,293
5,3,#Rivers_3H6,32,4,54,7
5,3,#Stanley_R3,158,21,218,29
5,3,#Surrey_R3,9,1,144,19
5,3,#Vaughan_R3,30,4,54,7
5,3,#York_R3,65,9,65,9
5,4,#Catesby_R3,57,7,110,13
5,4,#RichardIII_R3,53,6,62,7
5,5,#HenryVII_R3,244,32,315,41
5,5,#Stanley_R3,71,9,315,41
1,1,#GUARDS_R3,0,0,574,78
1,2,#GENTLEMEN_R3,0,0,1770,246
1,2,#GUARDS_R3,0,0,1770,246
1,2,#HenryVI_1H6,0,0,1770,246
2,1,#Grey_R3,0,0,1064,137
2,1,#Ratcliffe_R3,0,0,767,97
2,1,#Scales_R3,0,0,1064,137
2,1,#Woodeville_R3,0,0,1064,137
2,2,#Ratcliffe_R3,0,0,353,47
2,2,#Stanley_R3,0,0,353,47
3,1,#ATTENDANTS.0_R3,0,0,1443,185
3,1,#ATTENDANTS_R3,0,0,1181,153
3,3,#GUARDS_R3,0,0,197,26
3,4,#ATTENDANTS_R3,0,0,639,80
3,4,#Norfolk_R3,0,0,639,80
3,5,#Catesby_R3,0,0,14,4
3,5,#Ratcliffe_R3,0,0,650,87
3,7,#CITIZENS.0_R3,0,0,159,21
4,1,#ClarencesDaughter_R3,0,0,842,110
4,2,#ATTENDANTS_R3,0,0,887,123
4,2,#Lovell_R3,0,0,887,123
4,2,#Ratcliffe_R3,0,0,887,123
4,4,#ATTENDANTS_R3,0,0,3188,429
5,1,#GUARDS_R3,0,0,228,30
5,2,#SOLDIERS.RICHMOND_R3,0,0,189,25
5,3,#Brandon_R3,0,0,672,94
5,3,#Dorset_R3,0,0,672,94
5,3,#Herbert_R3,0,0,672,94
5,3,#Oxford_3H6,0,0,672,94
5,3,#SOLDIERS.RICHARD_R3,0,0,2128,293
5,3,#SOLDIERS.RICHMOND_R3,0,0,225,30
5,4,#Norfolk_R3,0,0,48,6
5,4,#SOLDIERS.RICHARD_R3,0,0,48,6
5,5,#ATTENDANTS.RICHMOND_R3,0,0,315,41
5,5,#SOLDIERS.RICHMOND_R3,0,0,315,41
